|0|1|2|3
7850|"Offset 0, length 11, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Fensterbank; Fensterband; Felskernbank; Fensterbänke
Fenskerbank
^^^^^^^^^^^"|||
7851|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gibt; gilt; schied; schiebt; gib; gebt; gibst; schilt; gabt; gilbt; gipst; gäbt; schabt; schippt; schobt; gibts; gab; geht; ging; gut
schibt
^^^^^^"|||
7852|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: von; vom; vor; wo; Tod; wohl; bot; rot; tot; wohnt; Roth; wog; weht; Iod; Kot; wow; Jod; Lot; Mod; Not
woht
^^^^"|||
7853|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gezogen; bezöge; gesogen; käsige; bezog; bezogen; gesagt; gesucht; gebogen; gekocht; gesorgt; Bezüge; gehöre; gesuchte; gesägt; gezogene; gekochte; gewogen; mäßige; Geseke
gezoge
^^^^^^"|||
7854||||
7855|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: wie er; wieder; vier; vieler; wider; vierer; viere; vifer; wiener; einer; wie; dieser; hier; viele; vielen; weiter; viel; Wiener; nieder; weder
wieer
^^^^^"|||
7856|"Offset 0, length 11, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: angekommen; Enkelkommen; angenommen; Mangelkommen; abgekommen; Angelkommen; angekommene; Ankerkommen; rangekommen; angel-kommen
angeckommen
^^^^^^^^^^^"|||
7857|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: aus; küss; als; auf; dass; muss; Fuß; ans; müsse; Ross; au; riss; Hass; küsst; süß; Fass; Gauß; Kuss; Nüsse; aß
auß
^^^"|||
7858|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Häuserrest; Kaiserrest; Hausarrest; Sauerrest; Mauerrest; hause-fest; Faserrest; hause-rast; Häuserreste; Panzerrest; Wasserrest; hausiertest; mausertest; Dauerrest; rauszerrest; Käuferrest; Pausenrest; Zauberrest; Laserrest
hauserrest
^^^^^^^^^^"|||
7859|"Offset 0, length 16, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: rübergeschmissen; rübergeschmissene; runtergeschmissen; rübergegossen; rübergeschmissenem; rübergeschmissenen; rübergeschmissener; rübergeschmissenes
rubergeschmissen
^^^^^^^^^^^^^^^^"|||
7860|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Paris; riss; Marius; Marias; Darius; Larissa; Marys; abriss; seriös; zerriss; Karies; Maries; umriss; zartes; Narziss; friss; anriss; Abriss; Anriss; Baris
zariss
^^^^^^"|||
7861|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: geboren; geben; gegeben; keinen; geblieben; gebeten; geboten; gelben; gebogen; gehoben; gebieten; gebissen; gebären; keimen; gerieben; gäben; reiben; Gepiden; geloben; debilen
gebiben
^^^^^^^"|||
7862|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: er schocken; erschrecken; Erz-hocken; erschrocken; Herz-hocken; Merk-hocken; erschmecken; Werk-hocken; erschossen; erst-hocken; erschlagen; merk-hocken; ergangen; verschicken; ergingen; erschlugen; erschreckend; erschöpfen; ergossen; ergötzen
erschocken
^^^^^^^^^^"|||
7863|"Offset 0, length 12, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: kaputtgemacht; gutgemacht; kaltgemacht; kaputtgemachte; kaputtmacht
kaputgemacht
^^^^^^^^^^^^"|||
7864|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: dürft; durfte; dürfte; dürfe; tourt; surft; turnt; türmt; kurvt; tourst; tupft; türkt; würft; durch; dort; trat; darf; dürfen; Kurt; Luft
durft
^^^^^"|||
7865|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: bekommen; bekamen; bekämen; begannen; begangen; bekämpfen; begaben; begabten; beisammen; Hebammen; bekomme; bekäme; benommen; begatten; kämmen; Bekommen; Deckarmen; beatmen; begaffen; begasen
bekammen
^^^^^^^^"|||
7866|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Teddy; Betty; Teddys; Tutti; Hätte; Tätig; Text; Texte; Desto; Bett; Kette; Tests; Lädt; Täter; Netto; Heidi; Fett; Petri; Nett; Nette
Teddi
^^^^^"|||
7867|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: wirft; viert; werft; vier; wirkt; vierte; wiegt; Werft; wert; wirbt; ziert; wirst; vieren; vierer; werfe; wirf; eiernd; eierst; eiert; gierst
wierft
^^^^^^"|||
7868|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
konntrole
^^^^^^^^^"|||
7869|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: kriecht; grenzt; gedeckt; erweckt; geweckt; kreuzt; knickt; riecht; kriegt; kickt; klickt; reckt; checkt; geleckt; geneckt; gereckt; griech.; grienst; grient; krieche
krieckt
^^^^^^^"|||
7870|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: leckt; liegt; leicht; deckt; fliegt; liebt; blickt; liest; steckt; lenkt; lockt; weckt; riecht; Pieck; Tieck; leck; liebst; pickt; eckt; heckt
lieckt
^^^^^^"|||
7871|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Teddy; Täte; Hedy; Tod; Theta; City; Der; Team; Den; Jede; Des; Text; Dem; Thema; De; Tode; Teil; Netz; Tätig; Rede
Tedy
^^^^"|||
7872|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Schur; schür; gut; gar; schuf; scher; schürt; schor; gor; schüre; zur; gab; schon; sehr; schwer; gute; schlug; sicher; guter; grün
schur
^^^^^"|||
7873|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Seilbahn; Spielbahn; Kegelbahn; Segelbahn; Teilbahn; Sesselbahn; Vielbahn; Seebahn; Regelbahn; Seilerbahn; Spielhahn; Teilebahn; Zielbahn; Kielbahn; Serienbahn; Feierbahn; Nebelbahn; Hebelbahn; Pegelbahn; Keilbahn
Seielbahn
^^^^^^^^^"|||
7874|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: abgefahren; abgefallen; angefahren; abgefangen; angefallen; abgefallene; abbezahlen; abgefahrene; abgefaulten; abgemähten; abgenähten; abgewählten; abgezahlten; abgezählten; anbefahlen; anbefählen
apgefahlen
^^^^^^^^^^"|||
7875|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: geknallt; guck-alt; geknäult; Back-alt; geklärt; Bock-alt; gemalt; Bäcker-alt; gekannt; Deck-alt; gekühlt; Dick-alt; Rückhalt; Fick-alt; gegart; Guck-alt; gekielt; Hack-alt; geklagt; Heck-alt
geknalt
^^^^^^^"|||
7876||||
7877|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Hauser Rest; Häuserrest; Hausarrest; Hausbrest; Häuserreste; Mauerrest; Haustriest; Faserrest; Hauserbes; Hausarreste; Panzerrest; Hausarrests; Wasserrest; Hausrest; Hausiertest; Hauseisrest; Haustierrest; Mausertest; Hausernst
Hauserrest
^^^^^^^^^^"|||
7878|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: schmiss; gieß; schieß; schmeiß; schmieg; schmier; schließ; schrieb; gemäß; schied; schließt; schien; gutes; schießt; gewiss; schief; schönes; Schmied; schier; schlief
schmieß
^^^^^^^"|||
7879|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Salonwagen; Lagenwagen; Bahnwagen; Bachwagen; Bachanlagen; Betonwagen; Bogenwagen; Bärenwagen; Bannwagen; Hakenwagen; Magenwagen; Wagenwagen; Balkonwagen; Bartonwagen; Bach-wagen; Bachhofwagen; Bachtorwagen; Ballonwagen; Bonwagen; Buchenwagen
Bagonwagen
^^^^^^^^^^"|||
7880|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Baron; Wagon; Bacon; Pagan; Bächen; Dagon; Bachen; Davon; Baken; Machen; Bauen; Lagen; Sagen; Aachen; Bach; Jakob; Bahn; Hagen; Jason; Sachen
Bagon
^^^^^"|||
7881|"Offset 0, length 2, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: ich; die; in; im; ist; mit; ein; bis; sie; wie; ihm; ihn; ihr; ins; hin; nie; wir; bin; min; mir
ic
^^"|||
7882|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: rüber; Huber; Gruber; super; Zuber; Souper; Super; ruder; rüder; über; aber; Bruder; außer; guter; Güter; Weber; quer; roter; Grube; Gräber
ruber
^^^^^"|||
7883|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: band; fand; Band; Land; bald; Hand; Rand; bat; baut; plant; Kant; Sand; bunt; bahnt; bang; wand; bannt; patt; Tand; Wand
bant
^^^^"|||
7884|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: viert; vier; vierte; wirft; Werft; feiert; ziert; friert; pfeift; vieren; vierer; eiernd; eierst; eiert; feierst; fielst; fielt; fiepst; fiept; frierst
fierft
^^^^^^"|||
7885|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: findet; bindet; windet; eintet; timtet; tindert; töntet; finden; Kinder; bietet; bildet; hinter; indem; endet; mündet; Winter; hinten; wendet; binden; bittet
dindet
^^^^^^"|||
7886|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: sind; Kind; Wind; Rind; find; eint; tönt; lind; Pint; bind; timt; die; in; und; den; ein; eine; wird; dann; dort
dind
^^^^"|||
7887|"Offset 0, length 12, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Spielzeugen; Spielzeugin; Spielzeugtag; Spielsäugern; Spielbäuchen
Spielzeugban
^^^^^^^^^^^^"|||
7888|"Offset 0, length 12, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Spielzeugen; Spielzeughaus; Spielzeugtag; Spielzeugin; Spielsäugern; Spielbäuchen
Spielzeughan
^^^^^^^^^^^^"|||
7889|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: FAS; das; was; fast; van; saß; las; maß; Aas; Gas; Maß; fad; fis; taz; vag; vis; des; von; als; an
fas
^^^"|||
7890|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Geräte; Scheide; Schmiede; Geigte; Gebete; Geilte; Geiste; Geizte; Gerede; Gesäte; Gebäude; Gebiete; Gerade; Gelände; Scheint; Gesetz; Schied; Geist; Gebeten; Gemälde
Scheiede
^^^^^^^^"|||
7891|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Ab sich; Absicht; Abwich; Abzug; Abzog; Abstich; Absag; Sich; Ansicht; Mäßig; Sprich; Apsis; Aurich; Essig; Absage; Absieht; Anzug; Anzog; Ipswich; Abzüge
Absich
^^^^^^"|||
7892|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: befestigt; befestigte; gefestigt; belästigt; befestige; befestigst; gefertigt; befestigten; beseitigt; betätigt; bewältigt; befestigen; befestigter; befähigt; beleidigt; befehligt; befestigtes; gefestigte; bestickt; befestigtem
befästigt
^^^^^^^^^"|||
7893|"Offset 0, length 11, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: erschrecken; Arschröcken; erschrocken; Bergröcken; erschreckend; Zugröcken; ergötzen; Bruchröcken; erschreckten; Buschröcken; verschrecken; Fischröcken; Erschrecken; Marschröcken; erschraken; Tischröcken; erschrecke; Fuchsröcken; erschrockene; Reichsröcken
erschröcken
^^^^^^^^^^^"|||
7894|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: am; Name; arme; ade; amen; Dame; Game; Same; ahme; amte; atme; äse; äße; die; im; als; an; auf; aus; dem
ame
^^^"|||
7895|"Offset 0, length 13, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: aufgestanden; Baufestahnden; aufgespannten; Lauftestahnden; ausgestanden; aufgestandene
aufgestahnden
^^^^^^^^^^^^^"|||
7896|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gesucht; besucht; gesagt; genügt; gebucht; gesuchte; gesägt; gerügt; gefügt; Gezücht; gefugt; gelugt; gezagt; gezecht; gezuckt; gezückt; geäugt; besuchte; gemacht; gelegt
gesuchd
^^^^^^^"|||
7897|"Offset 0, length 2, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: und; UN; in; an; auf; aus; um; zum; zur; nur; ins; gut; nun; eng; tun; uns; Fuß; Ruf; Zug; ans
un
^^"|||
7898|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: rüber; über; drüber; trüber; rüder; rühr
rübehr
^^^^^^"|||
7899|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: befestigt; belästigt; befestigte; betätigt; bewältigt; befähigt; gefestigt; bestickt; belustigt; befestige; befestigst; beköstigt; belästige; belästigst; belästigte
befastigt
^^^^^^^^^"|||
7900|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: wirf; wird; ihr; ihre; vier; wir; wahr; wahre; warf; wirft; wehrt; viert; vitro; währt; wahrt; wirr; wirre; wehre; viere
wihrf
^^^^^"|||
7901|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gondle; könne; wohnte; wohnt; Mond; Mont; Honda; Sonde; lohnt; Konto; lohnte; Gondel; kund; könnt; tonal; gönnt; koste; tönt; Kindl; kontra
gondl
^^^^^"|||
7902|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: SARS; Sars; März; Harz; Mars; Lars; zart; Bars; Darß; sags; wärs; als; aus; das; war; dass; zur; was; ganz; kurz
sars
^^^^"|||
7903|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: hier; ihr; hehr; hihi; mehr; Jahr; ihm; ihn; ihre; sehr; vier; hin; her; hohe; Uhr; fuhr; hieß; hoher; höher; wir
hihr
^^^^"|||
7904|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: lockerer; leckerer; dickerer; lockeren; loserer; lockere; keckerer; lockeres; Dickerer; lockerem; Leckerer; jeckerer; leckere; legerer; oberer; wohlerer; leckerem; engerer; leckeren; magerer
lokerer
^^^^^^^"|||
7905|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: geneigt; geneckt; gemerkt; gen-reck; genervt; gewerkt; gefärbt; gelegt; gezeigt; bemerkt; gedeckt; gelernt; gerät; gehängt; gelenkt; genügt; gesenkt; gesorgt; geweckt
genergt
^^^^^^^"|||
7906|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: abgefallen; abgehalten; abgefangen; abgefahren; abgeraten; angefallen; abgefallene; abgeladen; abgehauen; abgefaulten; abgemalten; abgetanen
abgefalen
^^^^^^^^^"|||
7907||||
7908|"Offset 0, length 11, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: verzweifelt; verzweifelte; verzweifeln; verzweifele; verzweifelst; verzweifelten; verzweifelter; Verzweifeln; versteifend; verzweifelnd; verzweifeltem; verzweifeltes; verzweifeltet; verzweifle; verzweigend
fersweifelt
^^^^^^^^^^^"|||
7909|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: an; ans; ante; ade; ahne; äse; äße; die; in; und; den; als; auf; aus; eine; am; sie; wie; ab; aber
ane
^^^"|||
7910|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Teddy; Tätig; Täter; Betty; Hedy; Täte; Tetum; Teddys; Täten; Hedys; Theta; Teeny; Tethys; Terry; Tätet
Tedyy
^^^^^"|||
7911|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gönnen; schönen; schonen; gönnten; gongen; gönne; gönnend; schonten; schönten; gesonnen; gingen; ganzen; gewonnen; grünen; scheinen; schöne; schönsten; schöner; golden; schenken
schonnen
^^^^^^^^"|||
7912|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: inzwischen; einzigen; anzeigen; Anzeichen; winzigen; auswichen; entwichen; unsrigen; Anstichen; Anzeigen; anzicken; einzwicken; minzigen
inzwichen
^^^^^^^^^"|||
7913|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: holte; rote; rollte; Nolte; Nolde; Bolte; Dolde; holde; roste; röte; Golde; Solde; Volte; johlte; nölte; rolle; rotte; röste; folgte; sollte
rolte
^^^^^"|||
7914|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Spannung; Planung; Spaltung; Spannt; Sprung; Spann; Segnung; Spanne; Spülung; Stauung; Spendung; Spanen; Spanking; Spannig; Spanns; Spänen; Stanzung; Sühnung; Scannung
Spanung
^^^^^^^"|||
7915|"Offset 0, length 14, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Fächerfenster; Nachbarfenster; Lagerfenster; Jägerfenster; Nagelfenster; Achterfenster; Baggerfenster; Negerfenster; Wachbergfenster; Nachtbarfenster; Ackerfenster
Nachberfenster
^^^^^^^^^^^^^^"|||
7916|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Verwundert; Verwundern; Verwundet; Bewundert; Verwunderte; Erwandert; Verwundend; Verwundere; Verwenders; Verwunderst; Verkünder; Verwundest; Verkündern; Verzundert; Verkünders; Verwendet; Verwender; Verändert; Verwendern; Verhindert
Ferwundert
^^^^^^^^^^"|||
7917|"Offset 0, length 14, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Fensterscheiben; Männerscheiben; Messerscheiben; Häuserscheiben; Panzerscheiben; Länderscheiben; Bänderscheiben; Zensurscheiben; Gänsescheiben; Sensorscheiben; Ketzerscheiben
fenserscheiben
^^^^^^^^^^^^^^"|||
7918|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: sonnigem; tonigem; zoniertem; zornigem; zotigem
soniegem
^^^^^^^^"|||
7919|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: kullerte; kümmerte; gelernte; gelehrte; gelegte; klärte; kürte; querte; Roulette; gelebte; kühlere; ruderte; zulegte; klebte; kurierte; gebärde; geleite; Boulette; Bulette; alerte
kulerte
^^^^^^^"|||
7920||||
7921|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Seil; Still; Seile; Weill; Seils; Skill; Seilt; Teil; Sein; Weil; Seine; Will; Seit; Seite; Sei; Spiel; Soll; Stil; Teile
Seill
^^^^^"|||
7922|"Offset 0, length 14, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Nachbarschaft; Nachbeschafft; Nachbeschaffe; Nachbeschaffst; Nachbeschaffte
Nachberschafft
^^^^^^^^^^^^^^"|||
7923|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Nachbarin; Nachbereit; Nachbeterin; Nagerin
Nachberrin
^^^^^^^^^^"|||
7924|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: knapp; knaps; kann; gab; kam; ganz; genau; gar; klar; gelb; Grab; grau; grob; nah; Kap; Stab; knappe; na; grub; Knabe
knap
^^^^"|||
7925|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: nimmt; nehmt; nahmt; nähmt; nicht; ihm; nahm; nehme; rühmt; Zimt; ahmt; filmt; mimt; naht; nimm; nährt; lähmt; niet; nähme; näht
nihmt
^^^^^"|||
7926|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Hedy; Fett; Feta; Fete; Fest; City; Veda; Jede; Veto; Netz; Rede; Fein; Feld; Andy; Bett; Pferd; Metz; Pferde; Fehl; Fern
Fedy
^^^^"|||
7927|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Ein; Sein; Kein; Rein; Main; Wein; Fein; Mein; Dein; Hein; Nein; Pein; Bein; Hain; Iain; Jein; Kain; Lein; Rain; Tein
Eein
^^^^"|||
7928||||
7929|"Offset 0, length 11, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: kaputtmachen; gutmachen; Hauptmagen; kaltmachen; kaputtmache; Tabu-machen; kaputtmachend; tabu-machen; kaputtmachten
kaputmachen
^^^^^^^^^^^"|||
7930|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: rätsel; Rätsel; rätseln; rätselt; rätsele; rätsle; setzen; retten; reisen; Kessel; Sätze; Wenzel; reden; reißen; rettet; Netze; Netzes; Sätzen; redet; setze
retzel
^^^^^^"|||
7931|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: befestigt; befestige
befesttig
^^^^^^^^^"|||
7932|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: auskeilen; ausgehen; ausgeliehen; ausgeben; ausgelesen; ausgedient; ausgeladen; aushelfen; ausheilen; auskennen; austeilen; ausfällen; auskleiden; abschälen; abschälten; aufgeilen; aufgellen; auschecken; ausfeilen; ausgelitten
ausgelien
^^^^^^^^^"|||
7933|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: ihn über; hinüber
ihnüber
^^^^^^^"|||
7934||||
7935|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Kann; Dann; Mann; Wann; Bann; Sann; Rann; Nanny; Nanu; Nenn; An; Man; Nach; Wenn; Namen; Fand; Ganz; Lang; Band; Nahm
Nann
^^^^"|||
7936|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Bewohner; bewohnen; bewohnter; bewohne; bevor; bewohnt; Bewohnern; bewohnte; bewohnten; betonen; bewogen; Anwohner; bewohnbar; belohnen; betonter; bewohntes; gewohnter; betone; bewohntem; Bewohners
bewoner
^^^^^^^"|||
7937|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
anungloss
^^^^^^^^^"|||
7938|"Offset 0, length 14, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
nachbervenster
^^^^^^^^^^^^^^"|||
7939|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Nachbarin; nachgären; Jägerin; nachbeben; Magierin; nachbeten; Pächterin; Rächerin; Wächterin; Angeberin; Macherin; Nagerin; nachherig; nachbereit; nachberitt; nachbring
nachberin
^^^^^^^^^"|||
7940|"Offset 0, length 11, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: anschuldigt; endgültig; endgültige; beschuldigt; ungültig; unschuldig; entschuldigt; unschuldige; ungültige; anschuldige; anschuldigst; anschuldigte; endgültigst; unschuldigst
enschuldikt
^^^^^^^^^^^"|||
7941|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: trotzdem; trotzte; trotzten; trotztet; trotzen; drohendem; trotzt; blödstem; doofstem; dreistem; frohestem; frohstem; gröbstem; protzte; protzten; protztet; treustem; trotze; trotzendem; trotzigem
trotsdem
^^^^^^^^"|||
7942|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Ostuferrest
stumerrest
^^^^^^^^^^"|||
7943||||
7944|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Wurf; warf; wirf; würfe; wuff; wurm; würft; würg; würz; würd; auf; für; war; wurde; wird; zur; nur; vor; fünf
wurf
^^^^"|||
7945|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: an; kann; dann; Mann; ans; wann; Bann; anno; sann; rann; Inn; in; und; den; von; als; auf; aus; ein; am
ann
^^^"|||
7946||||
7947||||
