|original|corrected|filename|freq_ori|freq_cor|freq_tup|suggestions|in_sugg|sugg_idx|idx0
9006|glücklicn|glücklich|10-150-4-IV-Weg.csv|1|163|1|['glücklichen', 'Glücklichen', 'glücklich', 'glückliche', 'glücklichem', 'glücklicheren', 'Glücklich', 'Glückliche', 'glücklicher', 'glückliches']|True|2.0|False
9007|Freundinen|Freundinnen|10-150-4-IV-Weg.csv|1|1|1|['Freundinnen', 'Freundin', 'Freunds', 'Froindin', 'Freunden', 'Freundchen', 'Freundes', 'Feenfreundinnen', 'Freundlichen', 'freundlichen']|True|0.0|True
9008|was|war|10-150-4-IV-Weg.csv|1|109|1|['was', 'Was', 'wars', 'weis', 'war', 'wasch', 'wagst', 'wem', 'warst', 'Wams']|True|4.0|False
9009|Pöltzlich|Plötzlich|10-154-4-IV-Weg.csv|1|117|1|['Plötzlich', 'plötzlich', 'Plötzliche', 'plötzliche', 'plötzlichem', 'plötzlichen', 'plötzlicher', 'plötzliches', 'urplötzlich', 'Pilz']|True|0.0|True
9010|vrmisst|vermisst|10-154-4-IV-Weg.csv|1|78|1|['vermisst', 'Vermisst', 'vermischst', 'vermisste', 'vermissten', 'vermißt', 'vermiest', 'frisst', 'Vermisste', 'vermischt']|True|0.0|True
9011|frus|fraß|10-159-4-IV-Weg.csv|1|17|1|['Frust', 'Früh', 'Varus', 'freust', 'frühes', 'Frühes', 'Frühe', 'Früher', 'Virus', 'früh']|False||False
9012|tutted|tutet|10-160-4-IV-Weg.csv|1|1|1|['tutet', 'schüttet', 'tütet', 'tutend', 'schüttelt', 'schütten', 'tutete', 'schüttelnd', 'stotternd', 'schüttest']|True|0.0|True
9013|Wohsch|Wash|10-160-4-IV-Weg.csv|1|1|1|['Woscht', 'Wog', 'Wohnst', 'Wohnschuh', 'Wuchs', 'Wachsich', 'Wusch', 'Wachs', 'wasch', 'Wachst']|False||False
9014|bing|bring|10-161-4-IV-Weg.csv|1|9|1|['bang', 'Bing', 'bring', 'ping', 'bange', 'bangem', 'Ping', 'bangen', 'Bring', 'bin']|True|2.0|False
9015|gegracht|gebracht|10-166-4-IV-Weg.csv|1|10|1|['gekracht', 'gebracht', 'gegrapscht', 'gegrabscht', 'gekrochen', 'gekrallt', 'verkracht', 'gegrast', 'gebrachst', 'gekratzt']|True|1.0|False
9016|trüsten|trösten|10-167-4-IV-Weg.csv|2|1|1|['trösten', 'tristen', 'rüsten', 'Trösten', 'tröstend', 'tristem', 'entrüsteten', 'brüsten', 'entrüstet', 'trösteten']|True|0.0|True
9017|einferstanden|einverstanden|10-168-4-IV-Weg.csv|1|1|1|['einverstanden', 'Einverstanden', 'einverstande', 'auferstanden', 'unverstanden', 'auferstandenen', 'eingestanden', 'einfachsten', 'beieinanderstanden', 'verstanden']|True|0.0|True
9018|erinerte|erinnerte|10-168-4-IV-Weg.csv|1|1|1|['erinnerte', 'erinnerten', 'erinnert', 'erinnernde', 'erinnere', 'Erinnert', 'erinnernd', 'ernährte', 'erinner', 'erheiterte']|True|0.0|True
9019|retriver|Retriever|10-172-4-IV-Weg.csv|1|1|1|['Retriever', 'reifer', 'Reifer', 'reifes', 'River', 'kreative', 'kreativen', 'ereifern', 'ereifert', 'reiflicher']|True|0.0|True
9020|heulent|heulend|10-172-4-IV-Weg.csv|1|1|1|['heulend', 'Heulend', 'heulende', 'heulendem', 'heulenden', 'heulen', 'heulender', 'heilend', 'heult', 'Heulende']|True|0.0|True
9021|form|vorm|10-172-4-IV-Weg.csv|1|1|1|['Form', 'vorm', 'Vorm', 'formt', 'formen', 'Forme', 'Formen', 'warm', 'formte', 'Forum']|True|1.0|False
9022|glüklch|glücklich|10-172-4-IV-Weg.csv|2|163|2|['glücklich', 'Glücklich', 'glückliche', 'glücklichem', 'glücklichen', 'Glückliche', 'glückselig', 'glücklicher', 'Glücklichen', 'glücklicheren']|True|0.0|True
9023|umarnt|umarmt|10-172-4-IV-Weg.csv|1|40|1|['umarmt', 'umgarnt', 'umarmte', 'umarmten', 'umgarnen', 'Umarmte', 'umarmen', 'umarmende', 'umarme', 'umrahmt']|True|0.0|True
9024|Krebband|Kreppband|10-176-4-IV-Weg.csv|1|2|1|['Kreppband', 'Klebeband', 'Kreppbänder', 'Krebsbahn', 'Krebsgang', 'Klebebandes', 'krabbelnd', 'kribbelnd', 'Krabben', 'Krabbe']|True|0.0|True
9025|aufgestehlt|aufgestellt|10-176-4-IV-Weg.csv|1|2|1|['aufgestellt', 'aufgestellte', 'aufgestelltem', 'aufgestellten', 'ausgestellt', 'angestellt', 'aufgestapelt', 'aufgestachelt', 'aufgezählt', 'ausgestrahlt']|True|0.0|True
9026|berügt|beruhigt|10-176-4-IV-Weg.csv|1|2|1|['betrügt', 'betrügst', 'belügt', 'gerügt', 'bedrückt', 'betrügen', 'beruhigt', 'Betrügen', 'Bedrückt', 'belügst']|True|6.0|False
9027|Omer|Oma|10-176-4-IV-Weg.csv|1|1|1|['Omas', 'Oma', 'Omen', 'Omis', 'Olme', 'Ober', 'Olmel', 'Omeros', 'Oper', 'Ohmberg']|True|1.0|False
9028|seien|seinen|10-177-4-IV-Weg.csv|4|2|1|['seien', 'seidigen', 'Seien', 'speien', 'seiten', 'seilen', 'seinen', 'Seiten', 'seiden', 'seidigem']|True|6.0|False
9029|Aruf|Anruf|10-177-4-IV-Weg.csv|1|12|1|['Anruf', 'Anrufe', 'Anrufs', 'Auf', 'auf', 'Anrufen', 'anrufe', 'Anrufer', 'Ausruf', 'Aufs']|True|0.0|True
9030|fidet|findet|10-179-4-IV-Weg.csv|1|5|1|['findet', 'Findet', 'fidel', 'findest', 'Fiedel', 'widmet', 'widert', 'Findest', 'erfindet', 'windet']|True|0.0|True
9031|Sonigen|sonnigen|10-179-4-IV-Weg.csv|1|14|1|['sonnigen', 'sonniges', 'sonniger', 'Zorniges', 'sonnige', 'Schönlingen', 'zornigen', 'sonnig', 'sonstigen', 'Zornig']|True|0.0|True
9032|voloren|verloren|10-179-4-IV-Weg.csv|1|52|1|['verloren', 'verlorenen', 'Verloren', 'verlorenem', 'vorlösen', 'verlorene', 'volleres', 'verlorener', 'Vororten', 'vollsogen']|True|0.0|True
9033|wänd|Wand|10-179-4-IV-Weg.csv|1|5|1|['wähnt', 'fänd', 'Wände', 'Wänden', 'wand', 'fänds', 'während', 'wandt', 'wähnte', 'wähnten']|False||False
9034|entzetz|entsetzt|10-179-4-IV-Weg.csv|1|2|1|['entsetztes', 'entsetzt', 'Entsetztes', 'entsetzte', 'entsetzen', 'Entsetzt', 'Entsetzte', 'Entsetzen', 'entsetzlich', 'entsetzter']|True|1.0|False
9035|briegen|bringen|10-179-4-IV-Weg.csv|1|6|1|['bringen', 'bekriegen', 'biegen', 'Bringen', 'bringend', 'brackigen', 'bekriegten', 'borkigen', 'kriegen', 'brieten']|True|0.0|True
9036|kliegete|klingelte|10-179-4-IV-Weg.csv|1|23|1|['klingelte', 'klingelten', 'klingende', 'kleckerte', 'klickte', 'liegende', 'kleidete', 'Klienten', 'klingend', 'klügste']|True|0.0|True
9037|weinete|weinte|10-179-4-IV-Weg.csv|1|11|1|['weinte', 'weitete', 'weinende', 'Weinte', 'wehrte', 'weidete', 'wendete', 'weinten', 'Weinende', 'weinend']|True|0.0|True
9038|Hunkrich|hungrig|10-179-4-IV-Weg.csv|1|11|1|['Hungrig', 'hungrig', 'Hungrige', 'Hungrigen', 'Hühnerich', 'Hungriges', 'hungrige', 'hungrigem', 'hungrigen', 'hungriger']|True|1.0|False
9039|Hundeschusel|Hundeschüssel|10-179-4-IV-Weg.csv|1|4|1|['Hundeschule', 'Hundeschnauze', 'Hundekumpel', 'Hundescheiße', 'Hundeschnauzen', 'Hundeschinder', 'Hundeessen', 'Hundeschwänze', 'Hundespucke', 'Hundesteuer']|False||False
9040|Hundefuder|Hundefutter|10-179-4-IV-Weg.csv|1|23|1|['Hundefutter', 'Hundeführer', 'Hundefreunde', 'Hundefreund', 'Hundeflöhe', 'Hundebücher', 'Hundeentführer', 'Hundemutter', 'Hundefrisur', 'Hundertfüßler']|True|0.0|True
9041|freuhen|freuen|10-181-4-IV-Weg.csv|1|11|1|['freuen', 'Freuen', 'freuten', 'freun', 'Freuden', 'frechen', 'freudigen', 'frühen', 'Frechen', 'treuen']|True|0.0|True
9042|Fressnampf|Fressnapf|10-182-4-IV-Weg.csv|1|15|1|['Fressnapf', 'Freßnapf', 'Fressnäpfen', 'Feriendampf', 'Feriencamps', 'Pframpf', 'Fährenrumpf', 'Fressen', 'Feriencamp', 'Wasserdampf']|True|0.0|True
9043|Lieblingsleckerlie|Lieblingsleckerli|10-183-4-IV-Weg.csv|1|1|1|['Lieblingsleckereien', 'Lieblingsecke', 'Lieblingssängerin', 'Lieblingslage', 'Lieblingsgericht', 'Lieblingsleser', 'Lieblingslehrerin', 'Lieblingsschnecke', 'Lieblingsjacke', 'Lieblingsgerichte']|False||False
9044|sahgte|sagte|10-183-4-IV-Weg.csv|3|39|3|['sagte', 'sägte', 'Sagte', 'saugte', 'sackte', 'sagten', 'sagtet', 'zagte', 'zupackte', 'sägten']|True|0.0|True
9045|Rand|rannte|10-183-4-IV-Weg.csv|1|85|1|['Rand', 'Rands', 'Rande', 'Rang', 'raunt', 'Rund', 'raunend', 'Range', 'Rad', 'rang']|False||False
9046|unarmte|umarmte|10-183-4-IV-Weg.csv|1|16|1|['umarmte', 'umarmten', 'Umarmte', 'umarmt', 'umarme', 'umrahmte', 'umarmende', 'umarmen', 'umformte', 'umrahmten']|True|0.0|True
9047|fehrloren|verloren|10-184-4-IV-Weg.csv|1|52|1|['verloren', 'Verloren', 'verlorenen', 'verlorenem', 'verlorene', 'Verlorenen', 'verlorener', 'Verlorene', 'wehrlosen', 'verlorenes']|True|0.0|True
9048|lester|letzter|10-184-4-IV-Weg.csv|1|1|1|['läster', 'letzter', 'lästern', 'lästiger', 'lästert', 'Letzter', 'Lästern', 'liebster', 'bester', 'Laster']|True|1.0|False
9049|doe|die|10-184-4-IV-Weg.csv|1|14|1|['doofe', 'Dose', 'drohe', 'Doge', 'doch', 'Toile', 'Dohle', 'Tote', 'Doofe', 'tote']|False||False
9050|rükehr|Rückkehr|10-184-4-IV-Weg.csv|1|1|1|['Rückkehr', 'Rückkehrer', 'rücke', 'rühr', 'Röcke', 'rückte', 'rügte', 'rücken', 'Rüge', 'rügen']|True|0.0|True
9051|gassie|Gassi|10-185-4-IV-Weg.csv|2|19|2|['Gassi', 'Gasse', 'kassiere', 'grassiert', 'kassiert', 'Gassen', 'kassieren', 'Grazie', 'Gassigehen', 'kassierte']|True|0.0|True
9052|verleicht|vielleicht|10-185-4-IV-Weg.csv|1|27|1|['vergleicht', 'Vergleicht', 'verbleicht', 'vielleicht', 'vergleichst', 'verleiht', 'Vielleicht', 'vergleichen', 'vergleiche', 'vielleischt']|True|3.0|False
9053|anfeufft|anruft|10-185-4-IV-Weg.csv|1|9|1|['anfeuert', 'anpfeift', 'unverhofft', 'geblufft', 'antrifft', 'anfeuerte', 'anfeuerten', 'angefeuert', 'anläuft', 'aufpuffen']|False||False
9054|Nachmitttag|Nachmittag|10-194-4-IV-Weg.csv|1|8|1|['Nachmittag', 'nachmittag', 'Nachmittage', 'Nachmittags', 'Nachmittagen', 'nachmittags', 'Nachmittagslicht', 'Nachmittagstee', 'nachmittäglichen', 'nachmittagelang']|True|0.0|True
9055|hegte|hängte|10-194-4-IV-Weg.csv|1|23|1|['hegte', 'heckte', 'hegten', 'hinlegte', 'hängte', 'heckten', 'hegt', 'hechte', 'legte', 'checkte']|True|4.0|False
9056|viellich|vielleicht|10-194-4-IV-Weg.csv|1|27|1|['vielleicht', 'Vielleicht', 'willig', 'willentlich', 'vielleischt', 'Vielleichts', 'viel', 'vielmöglich', 'willigt', 'willige']|True|0.0|True
9057|Plölich|Plötzlich|10-194-4-IV-Weg.csv|4|117|3|['Plötzlich', 'plötzlich', 'bläulich', 'Plötzliche', 'plötzliche', 'plötzlichem', 'plötzlichen', 'bläuliche', 'bläulichem', 'Bläuliche']|True|0.0|True
9058|Passtie|passiert|10-194-4-IV-Weg.csv|1|75|1|['Passte', 'passte', 'passten', 'Pastille', 'Paste', 'Passiere', 'Passiert', 'Partie', 'Passierte', 'passier']|False||False
9059|frodentrenen|Freudentränen|10-194-4-IV-Weg.csv|1|36|1|['Freudentränen', 'Prozentrechnen', 'freudestrahlenden', 'Prozentrechnung', 'Freudenschreien', 'protestierenden', 'Freudentänzchen', 'erfrorenen', 'vermoderten', 'Freudenrufen']|True|0.0|True
9060|state|starrte|10-194-4-IV-Weg.csv|2|2|2|['statte', 'starte', 'stakte', 'startet', 'Staate', 'staute', 'statten', 'Starte', 'Stute', 'stattet']|False||False
9061|Herrschen|Herrchen|10-194-4-IV-Weg.csv|1|2|1|['herrschen', 'Herrscherin', 'Herrchen', 'Herrschern', 'Herrscher', 'herrschten', 'herrischen', 'Herrchens', 'Herrschers', 'herrsche']|True|2.0|False
9062|verschfienede|verschwindende|10-197-4-IV-Weg.csv|1|1|1|['verschwinde', 'Verschwinde', 'verschwände', 'verschwende', 'verschwinden', 'verschwiegene', 'verschieden', 'verschwindet', 'verschwindenden', 'verschiedene']|False||False
9063|kopirt|kopiert|10-197-4-IV-Weg.csv|1|2|1|['kopiert', 'kopierte', 'kopiere', 'kopieren', 'kopierten', 'kopierter', 'Kopiere', 'Kopieren', 'kapiert', 'kopier']|True|0.0|True
9064|bielt|Bild|10-197-4-IV-Weg.csv|1|5|1|['behielt', 'bielen', 'bimmelt', 'Spielt', 'Bild', 'bietet', 'spielt', 'bügelt', 'bittet', 'behielten']|True|4.0|False
9065|voll|wohl|10-197-4-IV-Weg.csv|1|10|1|['voll', 'Voll', 'volle', 'vollem', 'vollen', 'voller', 'Volle', 'volles', 'volley', 'Voller']|False||False
9066|nadürlich|natürlich|10-197-4-IV-Weg.csv|1|19|1|['natürlich', 'Natürlich', 'natürliche', 'natürlisch', 'natürlichen', 'natürlicher', 'Natürliche', 'Natürlisch', 'natürliches', 'unnatürlich']|True|0.0|True
9067|sowort|sofort|10-197-4-IV-Weg.csv|1|24|1|['sofort', 'Sofort', 'schwört', 'soweit', 'Suchwort', 'wort', 'Soweit', 'schwörst', 'sowohl', 'Schwört']|True|0.0|True
9068|tunde|Stunde|10-197-4-IV-Weg.csv|1|8|1|['tuende', 'stunde', 'stünde', 'tuenden', 'stunden', 'tunkte', 'turnte', 'zünde', 'Thunder', 'tunke']|False||False
9069|speder|später|10-197-4-IV-Weg.csv|1|32|1|['Spender', 'Sperber', 'später', 'Später', 'sprechender', 'spendier', 'speiender', 'spenden', 'Sperbers', 'Späher']|True|2.0|False
9070|gefründt|gefreut|10-197-4-IV-Weg.csv|1|24|1|['gegründet', 'befreundet', 'gefreut', 'gefrustet', 'gebündelt', 'angefreundet', 'befreundete', 'gerühmt', 'verfrüht', 'geplündert']|True|2.0|False
9071|ausgerustent|ausgerutscht|10-197-4-IV-Weg.csv|1|9|1|['ausgerüstet', 'Ausgerüstet', 'ausgemustert', 'ausgerüsteten', 'ausgehustet', 'ausgerastet', 'ausgepustet', 'ausgemusterte', 'ausgemusterten', 'ausgebrütet']|False||False
9072|dange|danke|10-197-4-IV-Weg.csv|2|13|2|['danke', 'Danke', 'dankte', 'bange', 'danken', 'Bange', 'Dinge', 'dränge', 'drangen', 'Danken']|True|0.0|True
9073|kulern|kullern|10-200-4-IV-Weg.csv|2|2|2|['Kollern', 'kullern', 'Kullern', 'kollern', 'coolere', 'kühleren', 'cooler', 'kullerten', 'kühlere', 'coolen']|True|1.0|False
9074|freudetränen|Freudentränen|10-200-4-IV-Weg.csv|2|36|2|['Freudentränen', 'Freudentänzchen', 'Freudentänze', 'Freudetröpfchen', 'freudestrahlend', 'freudestrahlenden', 'freundeten', 'Freudestrahlend', 'Freudenrufen', 'freundete']|True|0.0|True
9075|würklich|wirklich|10-201-4-IV-Weg.csv|1|9|1|['wirklich', 'Wirklich', 'wirkliche', 'wirklichen', 'wirklicher', 'Wirkliche', 'wirkliches', 'unwirklich', 'Wirkliches', 'unwirkliche']|True|0.0|True
9076|Schwantz|Schwanz|10-201-4-IV-Weg.csv|1|2|1|['Schwanz', 'Schwänzt', 'Schwatz', 'Schwans', 'Schwanzen', 'schwänzt', 'schwänz', 'Schwätz', 'Schwanzes', 'Schwatzen']|True|0.0|True
9077|leim|beim|10-202-4-IV-Weg.csv|1|4|1|['Leim', 'Leims', 'beim', 'leisem', 'schleim', 'leih', 'heim', 'leiern', 'leis', 'Leih']|True|2.0|False
9078|zürückkommt|zurückkommt|10-202-4-IV-Weg.csv|1|1|1|['zurückkommt', 'zurückkommst', 'zurückkommen', 'zurückkam', 'zurückbekommt', 'zurückkomme', 'zurückkamst', 'Zurückkommen', 'zurückbekommst', 'zurückkamen']|True|0.0|True
9079|Vermistanzeigen|Vermisstenanzeigen|10-203-4-IV-Weg.csv|1|3|1|['Vermisstenanzeige', 'Verlustanzeige', 'Verkaufsanzeige', 'Vorbeitanzen', 'verständigen', 'Verwüstungen', 'Vermieterinnen', 'Vermutungen', 'Ferienzeiten', 'verständiges']|False||False
9080|aufzuschreilen|aufzuschreiben|10-203-4-IV-Weg.csv|1|1|1|['aufzuschreiben', 'aufzuschreien', 'auszuschreiten', 'anzuschreien', 'aufzustrahlen', 'draufzuschreiben', 'aufzutreiben', 'aufzuschrecken', 'aufzuschneiden', 'aufzuteilen']|True|0.0|True
9081|heurt|hört|10-206-4-IV-Weg.csv|1|10|1|['heut', 'hört', 'heuerte', 'heuerten', 'herrührt', 'heult', 'Heut', 'hörst', 'Hört', 'Heurest']|True|1.0|False
9082|gu|zu|10-206-4-IV-Weg.csv|2|18|1|['gut', 'gutes', 'guck', 'Guß', 'Gut', 'gute', 'guter', 'Gutes', 'Guck', 'Kuh']|False||False
9083|wra|war|10-210-4-IV-Weg.csv|1|109|1|['wrang', 'wackrer', 'woran', 'Wrack', 'freß', 'warmer', 'fraß', 'wehre', 'Wa', 'Waran']|False||False
9084|freede|Freude|10-210-4-IV-Weg.csv|1|16|1|['fremde', 'Friede', 'Fremde', 'Freude', 'freigebe', 'fressende', 'fremden', 'fremdes', 'Reede', 'fremdem']|True|3.0|False
9085|fröliches|fröhliches|10-211-4-IV-Weg.csv|1|1|1|['fröhliches', 'Fröhliches', 'fröhlichem', 'fröhlicher', 'fröhliche', 'fröhlichstes', 'fröhlichen', 'Fröhliche', 'erfreuliches', 'Fröhlichen']|True|0.0|True
9086|gesich|Gesicht|10-211-4-IV-Weg.csv|1|1|1|['Gesicht', 'gräßlich', 'Gesichtes', 'Gesichts', 'Gesichter', 'Gesichten', 'Gesuch', 'gesichert', 'gräßliche', 'gehich']|True|0.0|True
9087|leufst|läufst|10-211-4-IV-Weg.csv|1|2|1|['läufst', 'läuft', 'säufst', 'anläufst', 'häufst', 'lehnst', 'Läuft', 'hinläufst', 'lernst', 'lauft']|True|0.0|True
9088|Blider|Bilder|10-218-4-IV-Weg.csv|1|8|1|['Blinder', 'blinder', 'Blindes', 'Blinden', 'Glieder', 'Blinde', 'Beider', 'blindes', 'Flieder', 'blinden']|False||False
9089|Stifft|Stift|10-218-4-IV-Weg.csv|1|24|1|['Stift', 'Stifte', 'Stiften', 'Stifter', 'Stiftes', 'Stiftung', 'stiften', 'Stoffen', 'Stiefelfett', 'Stifters']|True|0.0|True
9090|hoftte|hoffte|10-218-4-IV-Weg.csv|1|4|1|['hotte', 'hoffte', 'hofft', 'hofften', 'haftete', 'Hofmitte', 'Hoffte', 'heftete', 'hottö', 'hoffe']|True|1.0|False
9091|Stundnte|Stunde|10-218-4-IV-Weg.csv|1|8|1|['Stundenten', 'Stunden', 'Stunde', 'stunden', 'Stünde', 'Studenten', 'stunde', 'Stöhnte', 'Stundenthema', 'Stund']|True|2.0|False
9092|Tlefoen|Telefon|10-218-4-IV-Weg.csv|1|39|1|['Telefon', 'Telefone', 'Telefons', 'Telefonieren', 'Telefonlisten', 'telefonieren', 'Telewas', 'Tiefen', 'Telefonat', 'Telefoniert']|True|0.0|True
9093|Liöli|Lolli|10-218-4-IV-Weg.csv|1|259|1|['Lilie', 'Leinöl', 'Lilien', 'Lolli', 'Lilienöl', 'Löchlein', 'Likör', 'Lila', 'lösliche', 'löslichen']|True|3.0|False
9094|umamre|umarme|10-218-4-IV-Weg.csv|1|1|1|['umarme', 'umarmte', 'umarmen', 'umfahren', 'Umarmte', 'Umarmer', 'umrammte', 'Umarmen', 'umrahmte', 'umarmten']|True|0.0|True
9095|Lioli|Lolli|10-218-4-IV-Weg.csv|1|259|1|['Lolli', 'Lilie', 'Lollis', 'Lios', 'Lilien', 'Lion', 'Limo', 'Limosine', 'Loreley', 'Lolita']|True|0.0|True
9096|Gluckich|glücklich|10-220-4-IV-Weg.csv|1|163|1|['Glücklich', 'glücklich', 'Glückliche', 'Gluck', 'Glücklichen', 'glückliche', 'Glücklicher', 'glücklichem', 'glücklichen', 'Glucke']|True|1.0|False
9097|Telefonn|Telefon|10-226-4-IV-Weg.csv|1|39|1|['Telefon', 'Telefons', 'Telefone', 'Telefoniert', 'Telefonieren', 'telefoniert', 'telefonieren', 'Telefonat', 'Telefonbüchern', 'Telefonanruf']|True|0.0|True
9098|Gecklingelt|geklingelt|10-226-4-IV-Weg.csv|1|13|1|['geklingelt', 'gekringelt', 'gekringelte', 'gequengelt', 'geplänkelt', 'runtergeklingelt', 'gepinkelt', 'gegängelt', 'geschlängelt', 'Gequengel']|True|0.0|True
9099|Gantz|ganz|10-226-4-IV-Weg.csv|1|48|1|['Ganz', 'Gans', 'Ganze', 'ganz', 'Ganzen', 'Glanz', 'Ganzes', 'ganze', 'ganzem', 'Gänze']|True|3.0|False
9100|viellen|Vielen|10-226-4-IV-Weg.csv|2|2|1|['vielen', 'Villen', 'fielen', 'willen', 'Vielen', 'vielem', 'visuellen', 'vieles', 'Vielehen', 'willens']|True|4.0|False
9101|viellen|vielen|10-226-4-IV-Weg.csv|2|6|1|['vielen', 'Villen', 'fielen', 'willen', 'Vielen', 'vielem', 'visuellen', 'vieles', 'Vielehen', 'willens']|True|0.0|True
9102|Danck|Dank|10-226-4-IV-Weg.csv|1|5|1|['Dank', 'dank', 'Danke', 'Danken', 'Drang', 'Denk', 'dankt', 'Dankes', 'danke', 'danken']|True|0.0|True
9103|entzuckt|entzückt|10-226-4-IV-Weg.csv|1|1|1|['entzückt', 'Entzückt', 'entzückte', 'entzückten', 'entsückt', 'entzücktes', 'entzücken', 'entzückend', 'Entzücken', 'Entzückend']|True|0.0|True
9104|schretblisch|Schreibtisch|10-230-4-IV-Weg.csv|1|4|1|['Schreibtisch', 'rebellisch', 'schrecklich', 'schelmisch', 'schriftlich', 'sterblich', 'Schrecklich', 'schreckensbleich', 'schädlich', 'schrumplig']|True|0.0|True
9105|vermisstezetteln|Vermisstenzettel|10-231-4-IV-Weg.csv|1|2|1|['vermissten', 'Vermisstenanzeige', 'vermitteln', 'Vermissten', 'verhasstesten', 'Vermisstenmeldung', 'vermischten', 'vermasselten', 'Werbezettel', 'vermittelten']|False||False
9106|klepte|klebte|10-232-4-IV-Weg.csv|1|4|1|['klebte', 'klebten', 'klappte', 'klippte', 'klebt', 'geklebte', 'beklebte', 'klebe', 'lebte', 'Klebt']|True|0.0|True
9107|ülberall|überall|10-232-4-IV-Weg.csv|1|35|1|['überall', 'Überall', 'überallher', 'Überfall', 'überfallt', 'überfalle', 'überfallen', 'Überfalls', 'überallhin', 'Überschall']|True|0.0|True
9108|erleischtert|erleichtert|10-232-4-IV-Weg.csv|1|4|1|['erleichtert', 'Erleichtert', 'erleichterte', 'erleichterten', 'erleichterter', 'erleichtertes', 'erleichtern', 'erleichtere', 'Erleichtertes', 'erläutert']|True|0.0|True
9109|erleistert|erleichtert|10-232-4-IV-Weg.csv|1|4|1|['erleichtert', 'Erleichtert', 'erleichterte', 'erleichterten', 'erleichterter', 'erleichtertes', 'verkleistert', 'erleichtern', 'erleichtere', 'erläutert']|True|0.0|True
9110|verschunden|verschwunden|10-233-4-IV-Weg.csv|2|41|2|['verschwunden', 'verschulden', 'Verschwunden', 'verschwundenen', 'verschwundene', 'verstünden', 'Verschulden', 'verschwundener', 'Verschwundenen', 'verschandeln']|True|0.0|True
9111|hagt|hängt|10-233-4-IV-Weg.csv|1|158|1|['hackt', 'harkt', 'lagt', 'hakt', 'hackst', 'habt', 'hegt', 'hagelt', 'hackte', 'hackten']|False||False
9112|abgeharte|abgewartet|10-233-4-IV-Weg.csv|1|1|1|['abgehärtet', 'abgehackte', 'abgehärmtes', 'abgehärteter', 'Abgehackte', 'abgehackten', 'abkehrte', 'abgehacktes', 'abgehört', 'abgeklärte']|False||False
9113|glbaut|glaubt|10-233-4-IV-Weg.csv|1|1|1|['gebaut', 'glaubt', 'Gebaut', 'klaut', 'Glaubt', 'gebaute', 'gebauten', 'gebraut', 'Klaut', 'geklaut']|True|1.0|False
9114|anruft|Anruf|10-233-4-IV-Weg.csv|1|12|1|['anruft', 'anrufst', 'anrufen', 'anrufe', 'Anrufen', 'Anrufe', 'Anruf', 'angerufen', 'Anrufer', 'Anrufs']|True|6.0|False
9115|Juge|Junge|10-233-4-IV-Weg.csv|1|8|1|['Junge', 'junge', 'Jucken', 'Jude', 'Jungen', 'Junges', 'Jungem', 'Jugend', 'Junger', 'juckte']|True|0.0|True
9116|hendt|hängt|10-236-4-IV-Weg.csv|1|158|1|['Handelt', 'handelt', 'händigt', 'hindert', 'hackenden', 'hackend', 'hängt', 'Händen', 'Händ', 'endet']|True|6.0|False
9117|Ville|viele|10-236-4-IV-Weg.csv|1|4|1|['Villen', 'Viele', 'Villa', 'Pille', 'Vanille', 'Volle', 'Vielen', 'Vieles', 'viele', 'Pillen']|True|8.0|False
9118|Sograde|sogar|10-236-4-IV-Weg.csv|1|17|1|['Schnurgerade', 'Sargladen', 'Sonde', 'Sonnenrad', 'Sonnenrads', 'schnurgerade', 'Sogenannte', 'Schokolade', 'Sportgeräte', 'Sogar']|False||False
9119|gehold|geholt|10-236-4-IV-Weg.csv|1|4|1|['geholt', 'hergeholt', 'geheult', 'gewollt', 'hold', 'gehabt', 'eingeholt', 'Geheult', 'gehoppelt', 'hergeholte']|True|0.0|True
9120|nachicht|Nachricht|10-236-4-IV-Weg.csv|1|4|1|['Nachricht', 'Nachsicht', 'Nachtsicht', 'Nachrichten', 'nachsichtig', 'Nachtlicht', 'Nachtschicht', 'nachsieht', 'nacht', 'Nachtlichts']|True|0.0|True
9121|dangt|dankt|10-236-4-IV-Weg.csv|1|2|1|['dankt', 'dankte', 'dankten', 'tankt', 'denkt', 'drangeht', 'drängt', 'bedankt', 'Denkt', 'gedankt']|True|0.0|True
9122|ende-|Ende|10-236-4-IV-Weg.csv|1|9|1|['ende', 'Ende', 'enden', 'endet', 'sende', 'Enden', 'Endes', 'Endet', 'wende', 'bände']|True|1.0|False
9123|Alles-|Alles|10-236-4-IV-Weg.csv|1|8|1|['Alles', 'alles', 'Allen', 'Allesgut', 'Allee', 'Allem', 'Alle', 'Aller', 'Altes', 'ALLES']|True|0.0|True
9124|trauchrisch|traurig|10-243-4-IV-Weg.csv|1|119|1|['traurisch', 'traurig', 'taufrisch', 'Traurig', 'träumerisch', 'traurige', 'traurigem', 'traurigen', 'taufrischen', 'trauriger']|True|1.0|False
9125|Schreiptisch|Schreibtisch|10-243-4-IV-Weg.csv|1|4|1|['Schreibtisch', 'Schreibtischs', 'Schreibtische', 'Schreibtischen', 'Schreibtisches', 'Schreibtischkante', 'Schreibtischjob', 'Schreibeding', 'Schreibtischstuhl', 'Schreibtischreihen']|True|0.0|True
