original|corrected|filename
spielzeug|Spielzeug|09-073-4-III-Seilbahn.csv
Seil_bahn|Seilbahn|09-073-4-III-Seilbahn.csv
kulerte|kullerte|09-073-4-III-Seilbahn.csv
bleib|Bleib|09-073-4-III-Seilbahn.csv
fen-^ster|Fenster|09-073-4-III-Seilbahn.csv
kullerte|kullerte|09-073-4-III-Seilbahn.csv
rauskam|rauskam|09-073-4-III-Seilbahn.csv
Straffe|Strafe|09-073-4-III-Seilbahn.csv
Reparatur|Reparatur|09-073-4-III-Seilbahn.csv
zahlen|zahlen|09-073-4-III-Seilbahn.csv
Schulprojekt|Schulprojekt|09-074-4-III-Seilbahn.csv
Vorher|Vorher|09-074-4-III-Seilbahn.csv
klappt|klappt|09-074-4-III-Seilbahn.csv
Seill|Seil|09-074-4-III-Seilbahn.csv
gebunden|gebunden|09-074-4-III-Seilbahn.csv
los_gehen|losgehen|09-074-4-III-Seilbahn.csv
klemmte|klemmte|09-074-4-III-Seilbahn.csv
knallte|knallte|09-074-4-III-Seilbahn.csv
Nachber-^schafft|Nachbarschaft|09-074-4-III-Seilbahn.csv
Nachberrin|Nachbarin|09-074-4-III-Seilbahn.csv
Himmel|Himmel|09-074-4-III-Seilbahn.csv
wurft|~wurft|09-075-4-III-Seilbahn.csv
knap|knapp|09-075-4-III-Seilbahn.csv
nihmt|nimmt|09-075-4-III-Seilbahn.csv
seil_bahn|Seilbahn|09-075-4-III-Seilbahn.csv
Fedy|Teddy|09-075-4-III-Seilbahn.csv
Eein|ein|09-075-4-III-Seilbahn.csv
Her.|Herr|09-075-4-III-Seilbahn.csv
wohnte|wohnte|09-075-4-III-Seilbahn.csv
Großes|großes|09-075-4-III-Seilbahn.csv
kaput_machen|kaputtmachen|09-075-4-III-Seilbahn.csv
retzel|Rätsel|09-075-4-III-Seilbahn.csv
befesttig|befestigt|09-077-4-III-Seilbahn.csv
Schraube|Schraube|09-077-4-III-Seilbahn.csv
krumm|krumm|09-077-4-III-Seilbahn.csv
Winter|Winter|09-077-4-III-Seilbahn.csv
"Sonnigen|"|sonnigen|09-078-4-III-Seilbahn.csv
hinüber|hinüber|09-078-4-III-Seilbahn.csv
ausgelien|ausgeliehen|09-078-4-III-Seilbahn.csv
Oke*|Okay|09-078-4-III-Seilbahn.csv
ihnüber|hinüber|09-078-4-III-Seilbahn.csv
hacken|Haken|09-078-4-III-Seilbahn.csv
Zug|Zug|09-078-4-III-Seilbahn.csv
Nann|Dann|09-078-4-III-Seilbahn.csv
schiebt|schiebt|09-078-4-III-Seilbahn.csv
geschiebt|~geschiebt|09-078-4-III-Seilbahn.csv
reingeflogen|reingeflogen|09-078-4-III-Seilbahn.csv
bewoner|Bewohner|09-078-4-III-Seilbahn.csv
anungloss|ahnungslos|09-078-4-III-Seilbahn.csv
verabreden|verabreden|09-080-4-III-Seilbahn.csv
gleichgewicht|Gleichgewicht|09-080-4-III-Seilbahn.csv
nachbervenster|Nachbarfenster|09-080-4-III-Seilbahn.csv
nachberin|Nachbarin|09-080-4-III-Seilbahn.csv
enschuldikt|entschuldigt|09-080-4-III-Seilbahn.csv
trotsdem|trotzdem|09-080-4-III-Seilbahn.csv
stumerrest|Stubenarrest|09-080-4-III-Seilbahn.csv
gibst|gibst|09-082-4-III-Seilbahn.csv
Spielzug|Spielzug|09-082-4-III-Seilbahn.csv
rollen|rollen|09-082-4-III-Seilbahn.csv
Zim-^mer|Zimmer|09-085-4-III-Seilbahn.csv
hohle|hole|09-085-4-III-Seilbahn.csv
bessere|bessere|09-085-4-III-Seilbahn.csv
wurf|warf|09-085-4-III-Seilbahn.csv
gewicht|Gewicht|09-085-4-III-Seilbahn.csv
bund|~bund|09-085-4-III-Seilbahn.csv
ann|an|09-085-4-III-Seilbahn.csv
lies|ließ|09-085-4-III-Seilbahn.csv
misst|Mist|09-085-4-III-Seilbahn.csv
Gondelbahn|Gondelbahn|09-090-4-III-Seilbahn.csv
losfahren|losfahren|09-090-4-III-Seilbahn.csv
ferhedert|verheddert|09-090-4-III-Seilbahn.csv
Seilstück|Seilstück|09-090-4-III-Seilbahn.csv
stürtzt|stürzt|09-090-4-III-Seilbahn.csv
Trauen|trauen|09-090-4-III-Seilbahn.csv
kaputem|kaputtem|09-090-4-III-Seilbahn.csv
begrif|begriff|09-090-4-III-Seilbahn.csv
zerbrauchene|zerbrochene|09-091-4-III-Seilbahn.csv
hattest|hattest|09-091-4-III-Seilbahn.csv
entschuldige|entschuldige|09-091-4-III-Seilbahn.csv
Sall|Seil|09-091-4-III-Seilbahn.csv
darein|darein|09-091-4-III-Seilbahn.csv
nimlich|nämlich|09-091-4-III-Seilbahn.csv
Sallbahn|Seilbahn|09-091-4-III-Seilbahn.csv
falier|verlier|09-091-4-III-Seilbahn.csv
kontrolle|Kontrolle|09-091-4-III-Seilbahn.csv
vors|vors|09-091-4-III-Seilbahn.csv
Nachbarn|Nachbarn|09-091-4-III-Seilbahn.csv
rattern|Rattern|09-091-4-III-Seilbahn.csv
Teddybären|Teddybären|09-091-4-III-Seilbahn.csv
Passiert|passiert|09-091-4-III-Seilbahn.csv
"Seil|"|Seil|09-095-4-III-Seilbahn.csv
Gonbel|Gondel|09-095-4-III-Seilbahn.csv
gestosen|gestoßen|09-095-4-III-Seilbahn.csv
unfall|Unfall|09-097-4-III-Seilbahn.csv
befesdigt|befestigt|09-097-4-III-Seilbahn.csv
fehrt|fährt|09-097-4-III-Seilbahn.csv
schraube|Schraube|09-097-4-III-Seilbahn.csv
Angelika|Angelika|09-097-4-III-Seilbahn.csv
erchtaun|erstaunt|09-097-4-III-Seilbahn.csv
gewese|gewesen|09-097-4-III-Seilbahn.csv
zerbochene|zerbrochene|09-100-4-III-Seilbahn.csv
Faden|Faden|09-100-4-III-Seilbahn.csv
lagong|Wagon|09-100-4-III-Seilbahn.csv
bagong|Wagon|09-100-4-III-Seilbahn.csv
las|los|09-100-4-III-Seilbahn.csv
chibt|schiebt|09-100-4-III-Seilbahn.csv
larz|Lars|09-100-4-III-Seilbahn.csv
Fag|?Fag|09-100-4-III-Seilbahn.csv
kappute|kaputte|09-102-4-III-Seilbahn.csv
zugeworfen|zugeworfen|09-102-4-III-Seilbahn.csv
zugerufen|zugerufen|09-102-4-III-Seilbahn.csv
angetknotet|angeknotet|09-102-4-III-Seilbahn.csv
zurückgeworfen|zurückgeworfen|09-102-4-III-Seilbahn.csv
durch_gerissen|durchgerissen|09-102-4-III-Seilbahn.csv
Probeflug|Probeflug|09-104-4-III-Seilbahn.csv
bindete|~bindete|09-104-4-III-Seilbahn.csv
Fensterban*|Fensterbank|09-104-4-III-Seilbahn.csv
langsamer|langsamer|09-104-4-III-Seilbahn.csv
*evor|bevor|09-104-4-III-Seilbahn.csv
seilrole|Seilrolle|09-105-4-III-Seilbahn.csv
wagong|Wagon|09-105-4-III-Seilbahn.csv
runterlaufen|runterlaufen|09-105-4-III-Seilbahn.csv
lrs|Lars|09-105-4-III-Seilbahn.csv
serh|sehr|09-105-4-III-Seilbahn.csv
zugleich|zugleich|09-105-4-III-Seilbahn.csv
Tediebäre|Teddybär|09-110-4-III-Seilbahn.csv
Bären|Bären|09-110-4-III-Seilbahn.csv
gings|gings|09-110-4-III-Seilbahn.csv
ziel|Ziel|09-110-4-III-Seilbahn.csv
klabte|klappte|09-110-4-III-Seilbahn.csv
erschr-^ekte|erschreckte|09-110-4-III-Seilbahn.csv
recht|Recht|09-110-4-III-Seilbahn.csv
Schubach|Schubach|09-110-4-III-Seilbahn.csv
er_klären|erklären|09-110-4-III-Seilbahn.csv
Tedie|Teddy|09-110-4-III-Seilbahn.csv
lug|lag|09-110-4-III-Seilbahn.csv
Super|super|09-111-4-III-Seilbahn.csv
geschmis-^sen|geschmissen|09-111-4-III-Seilbahn.csv
vor_hatte|vorhatte|09-111-4-III-Seilbahn.csv
fanden|fanden|09-111-4-III-Seilbahn.csv
geschupst|geschupst|09-111-4-III-Seilbahn.csv
Aufgehregt|aufgeregt|09-111-4-III-Seilbahn.csv
riss|Riss|09-111-4-III-Seilbahn.csv
Nachbar|Nachbar|09-111-4-III-Seilbahn.csv
verwört|verwirrt|09-111-4-III-Seilbahn.csv
Nachba-^rin|Nachbarin|09-111-4-III-Seilbahn.csv
geschenk|geschenkt|09-112-4-III-Seilbahn.csv
Baran|Baran|09-112-4-III-Seilbahn.csv
Barans|Barans|09-112-4-III-Seilbahn.csv
Lieg|liegt|09-112-4-III-Seilbahn.csv
Fensterand|Fensterrand|09-112-4-III-Seilbahn.csv
Stand_Män|Stuntman|09-113-4-III-Seilbahn.csv
binde|binde|09-113-4-III-Seilbahn.csv
tate|tat|09-113-4-III-Seilbahn.csv
Pasirte|passierte|09-113-4-III-Seilbahn.csv
briech|bricht|09-113-4-III-Seilbahn.csv
nachbar-^fenster|Nachbarfenster|09-113-4-III-Seilbahn.csv
Fenster_bret|Fensterbrett|09-113-4-III-Seilbahn.csv
durften|durften|09-113-4-III-Seilbahn.csv
gesichert|gesichert|09-116-4-III-Seilbahn.csv
schieben|schieben|09-116-4-III-Seilbahn.csv
Weiß|Weiß|09-116-4-III-Seilbahn.csv
Freund's|Freunds|09-116-4-III-Seilbahn.csv
Fen-^sterschreibe|Fensterscheibe|09-116-4-III-Seilbahn.csv
ge-^kukt|gekuckt|09-116-4-III-Seilbahn.csv
Wenn|Wen|09-116-4-III-Seilbahn.csv
gekriekt|gekriegt|09-116-4-III-Seilbahn.csv
gestan|gestern|09-117-4-III-Seilbahn.csv
Schnuhe|Schnur|09-117-4-III-Seilbahn.csv
Gonde|Gondel|09-117-4-III-Seilbahn.csv
Bewestigte|befestigte|09-117-4-III-Seilbahn.csv
kreftigen|kräftigen|09-117-4-III-Seilbahn.csv
Schuptz|Schups|09-117-4-III-Seilbahn.csv
Nachba_Fenster|Nachbarfenster|09-117-4-III-Seilbahn.csv
Lan_dete|landete|09-117-4-III-Seilbahn.csv
gescha|geschah|09-117-4-III-Seilbahn.csv
wirfte|~wirfte|09-120-4-III-Seilbahn.csv
streckte|streckte|09-120-4-III-Seilbahn.csv
angewickelt|~angewickelt|09-120-4-III-Seilbahn.csv
Fenster-^bunk|Fensterbank|09-120-4-III-Seilbahn.csv
stoppte|stoppte|09-120-4-III-Seilbahn.csv
richtung|Richtung|09-120-4-III-Seilbahn.csv
glas-^scheiben|Glasscheiben|09-120-4-III-Seilbahn.csv
"ooohh|"|ooohh|09-120-4-III-Seilbahn.csv
neeiiin|neeiiin|09-120-4-III-Seilbahn.csv
tuhn|tun|09-120-4-III-Seilbahn.csv
Iii-iicch|Iii-iicch|09-120-4-III-Seilbahn.csv
"oooh|"|oooh|09-120-4-III-Seilbahn.csv
tuh|tu|09-120-4-III-Seilbahn.csv
scheibenkleis|Scheibenkleister|09-120-4-III-Seilbahn.csv
teuer|teuer|09-120-4-III-Seilbahn.csv
gekostet|gekostet|09-120-4-III-Seilbahn.csv
billig|billig|09-120-4-III-Seilbahn.csv
Mran|Mann|09-120-4-III-Seilbahn.csv
"ooooohhh|"|ooooohhh|09-120-4-III-Seilbahn.csv
neiinn|neiinn|09-120-4-III-Seilbahn.csv
telefonierten|telefonierten|09-120-4-III-Seilbahn.csv
Fensters|Fensters|09-120-4-III-Seilbahn.csv
Kriegen|kriegen|09-120-4-III-Seilbahn.csv
bestimmt|bestimmt|09-120-4-III-Seilbahn.csv
wochen|Wochen|09-120-4-III-Seilbahn.csv
"ooh|"|ooh|09-120-4-III-Seilbahn.csv
Liebten|liebten|09-120-4-III-Seilbahn.csv
sooooooooo|sooooooooo|09-120-4-III-Seilbahn.csv
niiiieee|niiiieee|09-120-4-III-Seilbahn.csv
Hauserrest|Hausarrest|09-120-4-III-Seilbahn.csv
geemacht|gemacht|09-120-4-III-Seilbahn.csv
gemachen|~gemachen|09-120-4-III-Seilbahn.csv
Teddigondel|Teddygondel|09-122-4-III-Seilbahn.csv
bekomm|bekomm|09-122-4-III-Seilbahn.csv
Drachenschnurr|Drachenschnur|09-122-4-III-Seilbahn.csv
Fang|Fang|09-122-4-III-Seilbahn.csv
zugeknotet|zugeknotet|09-122-4-III-Seilbahn.csv
knottet|knotet|09-122-4-III-Seilbahn.csv
narm|nahm|09-122-4-III-Seilbahn.csv
mini_Gondel|Minigondel|09-122-4-III-Seilbahn.csv
Seile|Seile|09-122-4-III-Seilbahn.csv
schenken|schenken|09-124-4-III-Seilbahn.csv
Geburtstag|Geburtstag|09-124-4-III-Seilbahn.csv
wackelig|wackelig|09-124-4-III-Seilbahn.csv
sturtzt|stürzt|09-124-4-III-Seilbahn.csv
Tensterbank|Fensterbank|09-124-4-III-Seilbahn.csv
schwarzen|schwarzen|09-124-4-III-Seilbahn.csv
Haaren|Haaren|09-124-4-III-Seilbahn.csv
verwirt|verwirrt|09-124-4-III-Seilbahn.csv
stahnt|stand|09-127-4-III-Seilbahn.csv
geschmizen|geschmissen|09-127-4-III-Seilbahn.csv
Fargong|Wagon|09-127-4-III-Seilbahn.csv
drimen|drinnen|09-127-4-III-Seilbahn.csv
Hausarest|Hausarrest|09-127-4-III-Seilbahn.csv
gehabrt|gehabt|09-127-4-III-Seilbahn.csv
Seil=^bohn|Seilbahn|09-127-4-III-Seilbahn.csv
Passirte|passierte|09-127-4-III-Seilbahn.csv
Nachberim|Nachbarin|09-127-4-III-Seilbahn.csv
gegnealt|geknallt|09-127-4-III-Seilbahn.csv
Nachberein|Nachbarin|09-127-4-III-Seilbahn.csv
verzweilfelt|verzweifelt|09-127-4-III-Seilbahn.csv
Kimdern|Kindern|09-127-4-III-Seilbahn.csv
Habt|Habt|09-127-4-III-Seilbahn.csv
wehgertem|wehgetan|09-127-4-III-Seilbahn.csv
neim|nein|09-127-4-III-Seilbahn.csv
Paziert|passiert|09-127-4-III-Seilbahn.csv
Dass|Das|09-127-4-III-Seilbahn.csv
"fing|"|fing|09-129-4-III-Seilbahn.csv
Teddyberen|Teddybären|09-129-4-III-Seilbahn.csv
"dorde|"|dort|09-129-4-III-Seilbahn.csv
brine|drin|09-129-4-III-Seilbahn.csv
ror|Rohr|09-129-4-III-Seilbahn.csv
sis|ließ|09-129-4-III-Seilbahn.csv
f*ngen|fangen|09-129-4-III-Seilbahn.csv
fer_knotete|verknotete|09-129-4-III-Seilbahn.csv
irgendwo|irgendwo|09-132-4-III-Seilbahn.csv
rutschen|rutschen|09-132-4-III-Seilbahn.csv
stramm|stramm|09-132-4-III-Seilbahn.csv
lockerer|lockerer|09-132-4-III-Seilbahn.csv
??!!|??!!|09-132-4-III-Seilbahn.csv
Spliter|Splitter|09-132-4-III-Seilbahn.csv
Damme|Dame|09-132-4-III-Seilbahn.csv
dar_für|dafür|09-132-4-III-Seilbahn.csv
müsst|müsst|09-132-4-III-Seilbahn.csv
Absicht|Absicht|09-132-4-III-Seilbahn.csv
Hmmmm|Hmmmm|09-132-4-III-Seilbahn.csv
bezahlt|bezahlt|09-132-4-III-Seilbahn.csv
10€|10€|09-132-4-III-Seilbahn.csv
stock|Stock|09-134-4-III-Seilbahn.csv
festgebindet|~festgebindet|09-134-4-III-Seilbahn.csv
fähngt|fängt|09-134-4-III-Seilbahn.csv
rolt|rollt|09-134-4-III-Seilbahn.csv
Tedibär|Teddybär|09-134-4-III-Seilbahn.csv
wackeln|Wackeln|09-134-4-III-Seilbahn.csv
stoste|~stoßte|09-134-4-III-Seilbahn.csv
Prinsesin|Prinzessin|09-134-4-III-Seilbahn.csv
sprachlos|sprachlos|09-134-4-III-Seilbahn.csv
Kaotische|chaotische|09-135-4-III-Seilbahn.csv
Farbe|Farbe|09-135-4-III-Seilbahn.csv
Bindet|bindet|09-135-4-III-Seilbahn.csv
Uberrascht|überrascht|09-135-4-III-Seilbahn.csv
knall|Knall|09-135-4-III-Seilbahn.csv
Meine|meine|09-135-4-III-Seilbahn.csv
firft|wirft|09-136-4-III-Seilbahn.csv
ihrgendwo|irgendwo|09-136-4-III-Seilbahn.csv
wagon|Wagon|09-136-4-III-Seilbahn.csv
kaputen|kaputten|09-136-4-III-Seilbahn.csv
Freitag_nachmittag|Freitagnachmittag|09-138-4-III-Seilbahn.csv
Kurzen|kurzen|09-138-4-III-Seilbahn.csv
Gewicht|Gewicht|09-138-4-III-Seilbahn.csv
inneren|Inneren|09-138-4-III-Seilbahn.csv
kippelt|kippelt|09-138-4-III-Seilbahn.csv
fäst_gebunden|festgebunden|09-138-4-III-Seilbahn.csv
rausgef**llen|rausgefallen|09-138-4-III-Seilbahn.csv
kapputt|kaputt|09-138-4-III-Seilbahn.csv
Wunderschönen|wunderschönen|09-139-4-III-Seilbahn.csv
Pincknicken|picknicken|09-139-4-III-Seilbahn.csv
Stuffenenerest|Stubenarrest|09-139-4-III-Seilbahn.csv
Überraschchung|Überraschung|09-139-4-III-Seilbahn.csv
Plätzlich|Plötzlich|09-139-4-III-Seilbahn.csv
halen|haben|09-140-4-III-Seilbahn.csv
vereinbarung|Vereinbarung|09-140-4-III-Seilbahn.csv
dorfte|durfte|09-140-4-III-Seilbahn.csv
kuscheligen|kuscheligen|09-140-4-III-Seilbahn.csv
enschuldigen|entschuldigen|09-140-4-III-Seilbahn.csv
verzeiht|verzeiht|09-140-4-III-Seilbahn.csv
versicherung|Versicherung|09-140-4-III-Seilbahn.csv
repariert|repariert|09-140-4-III-Seilbahn.csv
abgestürts|abgestürzt|09-147-4-III-Seilbahn.csv
söner|schöner|09-147-4-III-Seilbahn.csv
zwitschern|zwitschern|09-147-4-III-Seilbahn.csv
Bienen|Bienen|09-147-4-III-Seilbahn.csv
summten|summten|09-147-4-III-Seilbahn.csv
dorften|durften|09-147-4-III-Seilbahn.csv
fagt|fangt|09-147-4-III-Seilbahn.csv
Griff|Griff|09-147-4-III-Seilbahn.csv
daraus|daraus|09-147-4-III-Seilbahn.csv
schikt|schickt|09-147-4-III-Seilbahn.csv
Naja|Naja|09-147-4-III-Seilbahn.csv
50€|50€|09-147-4-III-Seilbahn.csv
versprochen|versprochen|09-147-4-III-Seilbahn.csv
Kabut|kaputt|09-149-4-III-Seilbahn.csv
Knoden|Knoten|09-149-4-III-Seilbahn.csv
Läst|lässt|09-149-4-III-Seilbahn.csv
ab_gefallen|abgefallen|09-149-4-III-Seilbahn.csv
gewakelt|gewackelt|09-149-4-III-Seilbahn.csv
euch|auch|09-149-4-III-Seilbahn.csv
Alice|Alice|09-149-4-III-Seilbahn.csv
rein_gekrakt|reingekracht|09-149-4-III-Seilbahn.csv
besorkt|besorgt|09-149-4-III-Seilbahn.csv
teddy|Teddy|09-150-4-III-Seilbahn.csv
Befestigte|befestigte|09-150-4-III-Seilbahn.csv
nachte|machte|09-150-4-III-Seilbahn.csv
nachbar_schaft|Nachbarschaft|09-150-4-III-Seilbahn.csv
Fenster-^bank|Fensterbank|09-150-4-III-Seilbahn.csv
Ärger|Ärger|09-154-4-III-Seilbahn.csv
losgehen|losgehen|09-154-4-III-Seilbahn.csv
erwiederte|erwiderte|09-154-4-III-Seilbahn.csv
nicht|nichts|09-154-4-III-Seilbahn.csv
streiterin|Streiterin|09-154-4-III-Seilbahn.csv
gestritten|gestritten|09-154-4-III-Seilbahn.csv
verdamten|verdammten|09-154-4-III-Seilbahn.csv
berhugten|beruhigten|09-154-4-III-Seilbahn.csv
könnt|könnt|09-154-4-III-Seilbahn.csv
ausgerastet|ausgerastet|09-154-4-III-Seilbahn.csv
"antworteten|"|antworteten|09-154-4-III-Seilbahn.csv
Entschuldigung|Entschuldigung|09-154-4-III-Seilbahn.csv
ihrgent_^wo|irgendwo|09-159-4-III-Seilbahn.csv
dran_machen|dranmachen|09-159-4-III-Seilbahn.csv
Tediy|Teddy|09-159-4-III-Seilbahn.csv
starcken|starken|09-159-4-III-Seilbahn.csv
ruck|Ruck|09-159-4-III-Seilbahn.csv
falor|verlor|09-159-4-III-Seilbahn.csv
spanung|Spannung|09-159-4-III-Seilbahn.csv
tedie|Teddy|09-159-4-III-Seilbahn.csv
nachber_^fenster|Nachbarfenster|09-159-4-III-Seilbahn.csv
ihn_zwischen|inzwischen|09-159-4-III-Seilbahn.csv
saate|~sahte|09-159-4-III-Seilbahn.csv
nachbarin|Nachbarin|09-159-4-III-Seilbahn.csv
Millo|Millo|09-160-4-III-Seilbahn.csv
Gonddel|Gondel|09-160-4-III-Seilbahn.csv
dran-gehangen|~drangehangen|09-160-4-III-Seilbahn.csv
Krepp-band|Kreppband|09-160-4-III-Seilbahn.csv
Nett|nett|09-160-4-III-Seilbahn.csv
Stplitter|Splitter|09-160-4-III-Seilbahn.csv
Glas|Glas|09-160-4-III-Seilbahn.csv
Friek|Friek|09-160-4-III-Seilbahn.csv
gukte|guckte|09-160-4-III-Seilbahn.csv
Neues|neues|09-160-4-III-Seilbahn.csv
Kaffe|Kaffee|09-160-4-III-Seilbahn.csv
kochen|kochen|09-160-4-III-Seilbahn.csv
gefange|gefangen|09-161-4-III-Seilbahn.csv
wakelig|wackelig|09-161-4-III-Seilbahn.csv
gegend|gegen|09-161-4-III-Seilbahn.csv
krackz|kracht|09-161-4-III-Seilbahn.csv
mises|Misses|09-161-4-III-Seilbahn.csv
Claudia|Claudia|09-161-4-III-Seilbahn.csv
ungliklich|unglücklich|09-161-4-III-Seilbahn.csv
Tesserflimm|Tesafilm|09-162-4-III-Seilbahn.csv
geschubst|geschubst|09-162-4-III-Seilbahn.csv
zerreiß|zerreiß|09-162-4-III-Seilbahn.csv
Baggon|Waggon|09-162-4-III-Seilbahn.csv
Fudo|Fudo|09-162-4-III-Seilbahn.csv
eigkracht|eingekracht|09-162-4-III-Seilbahn.csv
erschreck|erschreck|09-162-4-III-Seilbahn.csv
wirf|wirft|09-163-4-III-Seilbahn.csv
weißem|weißem|09-163-4-III-Seilbahn.csv
stürt*te|stürzte|09-163-4-III-Seilbahn.csv
zerbrichte|~zerbrichte|09-163-4-III-Seilbahn.csv
kof|Kopf|09-163-4-III-Seilbahn.csv
Gondl|Gondel|09-166-4-III-Seilbahn.csv
Fens|Fenster|09-166-4-III-Seilbahn.csv
lagt|~lagt|09-166-4-III-Seilbahn.csv
Tadie|Teddy|09-167-4-III-Seilbahn.csv
wörte|hörte|09-167-4-III-Seilbahn.csv
Tadi|Teddy|09-167-4-III-Seilbahn.csv
werfe|werfe|09-167-4-III-Seilbahn.csv
dran_^binden|dranbinden|09-167-4-III-Seilbahn.csv
ab_gehgangen|abgegangen|09-167-4-III-Seilbahn.csv
vielen|fielen|09-167-4-III-Seilbahn.csv
"ersten|"|ersten|09-167-4-III-Seilbahn.csv
stockwerk|Stockwerk|09-167-4-III-Seilbahn.csv
Teddibär|Teddybär|09-170-4-III-Seilbahn.csv
waft|warf|09-170-4-III-Seilbahn.csv
buntete|~bindete|09-170-4-III-Seilbahn.csv
Spielzeuk|Spielzeug|09-170-4-III-Seilbahn.csv
sarß|saß|09-170-4-III-Seilbahn.csv
mögliech|möglich|09-170-4-III-Seilbahn.csv
ab_geriesen|abgerissen|09-170-4-III-Seilbahn.csv
Mistgeschig|Missgeschick|09-172-4-III-Seilbahn.csv
ledsdensd|letztens|09-172-4-III-Seilbahn.csv
warun|Warum|09-172-4-III-Seilbahn.csv
kanm|kann|09-172-4-III-Seilbahn.csv
kommem|kommen|09-172-4-III-Seilbahn.csv
schuhr|Schnur|09-172-4-III-Seilbahn.csv
udn|und|09-172-4-III-Seilbahn.csv
ran|dran|09-172-4-III-Seilbahn.csv
ersnal|erstmal|09-172-4-III-Seilbahn.csv
nachbar_scheibe|Nachbarscheibe|09-172-4-III-Seilbahn.csv
nachba|Nachbar|09-172-4-III-Seilbahn.csv
persiert|passiert|09-172-4-III-Seilbahn.csv
Seilbann|Seilbahn|09-176-4-III-Seilbahn.csv
zu_^geworfen|zugeworfen|09-176-4-III-Seilbahn.csv
Binde|binde|09-176-4-III-Seilbahn.csv
Fenster_Ramen|Fensterrahmen|09-176-4-III-Seilbahn.csv
"letztes|"|letztes|09-176-4-III-Seilbahn.csv
lachender|lachender|09-176-4-III-Seilbahn.csv
Kabine|Kabine|09-176-4-III-Seilbahn.csv
geprüft|geprüft|09-176-4-III-Seilbahn.csv
start_klar|startklar|09-176-4-III-Seilbahn.csv
zehlte|zählte|09-176-4-III-Seilbahn.csv
0|0|09-176-4-III-Seilbahn.csv
sauste|sauste|09-176-4-III-Seilbahn.csv
Händ|Hand|09-176-4-III-Seilbahn.csv
cm|cm|09-176-4-III-Seilbahn.csv
Mansen|Mansen|09-176-4-III-Seilbahn.csv
Fenster_Bank|Fensterbank|09-176-4-III-Seilbahn.csv
woher|Woher|09-176-4-III-Seilbahn.csv
Na_ja|Naja|09-176-4-III-Seilbahn.csv
verbindet|verbindet|09-177-4-III-Seilbahn.csv
Kante|Kante|09-177-4-III-Seilbahn.csv
Fenster-^scheibe|Fensterscheibe|09-177-4-III-Seilbahn.csv
beruhigt|beruhigt|09-177-4-III-Seilbahn.csv
Becker|Becker|09-177-4-III-Seilbahn.csv
Hätten|Hätten|09-177-4-III-Seilbahn.csv
ver|wär|09-177-4-III-Seilbahn.csv
gewusst|gewusst|09-177-4-III-Seilbahn.csv
erzählt|erzählt|09-177-4-III-Seilbahn.csv
endschuldigten|entschuldigten|09-177-4-III-Seilbahn.csv
Schlafzimmer|Schlafzimmer|09-177-4-III-Seilbahn.csv
genug|genug|09-179-4-III-Seilbahn.csv
fenster_bank|Fensterbank|09-179-4-III-Seilbahn.csv
Te-^ddy|Teddy|09-179-4-III-Seilbahn.csv
stetze|setzte|09-179-4-III-Seilbahn.csv
Gleichgewicht|Gleichgewicht|09-179-4-III-Seilbahn.csv
nachberfenster|Nachbarfenster|09-179-4-III-Seilbahn.csv
gebrochen|gebrochen|09-179-4-III-Seilbahn.csv
Nacher-^ber|Nachbar|09-179-4-III-Seilbahn.csv
missglückte|missglückte|09-181-4-III-Seilbahn.csv
Gondelfahrt|Gondelfahrt|09-181-4-III-Seilbahn.csv
obwohl|obwohl|09-181-4-III-Seilbahn.csv
ausgeliehen|ausgeliehen|09-181-4-III-Seilbahn.csv
wählte|wählte|09-181-4-III-Seilbahn.csv
Tutt|?Tutt|09-181-4-III-Seilbahn.csv
Waldauer|Waldauer|09-181-4-III-Seilbahn.csv
"als|"|als|09-181-4-III-Seilbahn.csv
spannen|spannen|09-181-4-III-Seilbahn.csv
Spielhaus|Spielhaus|09-181-4-III-Seilbahn.csv
Gute|Gute|09-181-4-III-Seilbahn.csv
Idde|Idee|09-181-4-III-Seilbahn.csv
befestigten|befestigten|09-181-4-III-Seilbahn.csv
Teddyhaus|Teddyhaus|09-181-4-III-Seilbahn.csv
ließen|ließen|09-181-4-III-Seilbahn.csv
schwingen|schwingen|09-181-4-III-Seilbahn.csv
Kabienenbahnunglück|Kabinenbahnunglück|09-182-4-III-Seilbahn.csv
Kabienenbahn|Kabinenbahn|09-182-4-III-Seilbahn.csv
aegenzeitig|gegenseitig|09-182-4-III-Seilbahn.csv
Pock|?Pock|09-182-4-III-Seilbahn.csv
Holz-^stück|Holzstück|09-182-4-III-Seilbahn.csv
währendd-^essen|währenddessen|09-182-4-III-Seilbahn.csv
Schubser|Schubser|09-182-4-III-Seilbahn.csv
Immer|Immer|09-182-4-III-Seilbahn.csv
schepperte|schepperte|09-182-4-III-Seilbahn.csv
klirrte|klirrte|09-182-4-III-Seilbahn.csv
Oje|Oje|09-182-4-III-Seilbahn.csv
blass|blass|09-182-4-III-Seilbahn.csv
Still|still|09-182-4-III-Seilbahn.csv
ge_bliben|geblieben|09-183-4-III-Seilbahn.csv
ge_^kommen|gekommen|09-183-4-III-Seilbahn.csv
schwinkte|~schwingte|09-183-4-III-Seilbahn.csv
za-^brochenden|zerbrochenen|09-183-4-III-Seilbahn.csv
wer|Wer|09-183-4-III-Seilbahn.csv
