original|corrected|filename|freq_ori|freq_cor|freq_tup
hinterhergelaufen|hinterhergelaufen|08-322-4-II-Fundbuero.csv|1|1|1
alte|Alte|08-324-4-II-Fundbuero.csv|83|3|1
Pfandbüro|Fundbüro|08-324-4-II-Fundbuero.csv|1|351|1
abgegen|abgegeben|08-324-4-II-Fundbuero.csv|1|27|1
leüft|läuft|08-327-4-II-Fundbuero.csv|1|86|1
niemmd|nimmt|08-327-4-II-Fundbuero.csv|1|92|1
abgestellt|abgestellt|08-328-4-II-Fundbuero.csv|1|1|1
Losfuhr|losfuhr|08-328-4-II-Fundbuero.csv|1|4|1
Kaugummi|Kaugummi|08-328-4-II-Fundbuero.csv|1|1|1
hinterherzurennen|hinterherzurennen|08-328-4-II-Fundbuero.csv|1|1|1
Funtburo|Fundbüro|08-328-4-II-Fundbuero.csv|2|351|2
Kartchen|Kärtchen|08-328-4-II-Fundbuero.csv|1|1|1
Achtunddreißig|achtunddreißig|08-328-4-II-Fundbuero.csv|1|8|1
bedeuten|bedeuten|08-328-4-II-Fundbuero.csv|2|2|2
achtunddreißig|achtunddreißig|08-328-4-II-Fundbuero.csv|1|8|1
naturlich|natürlich|08-328-4-II-Fundbuero.csv|1|45|1
anzurufen|anzurufen|08-328-4-II-Fundbuero.csv|2|2|2
Telefonbuch|Telefonbuch|08-328-4-II-Fundbuero.csv|1|1|1
mhm|mhm|08-328-4-II-Fundbuero.csv|1|1|1
frage|frage|08-328-4-II-Fundbuero.csv|1|1|1
Yenau|Genau|08-328-4-II-Fundbuero.csv|1|4|1
Konigsstraße|Konigsstraße|08-328-4-II-Fundbuero.csv|1|1|1
RuKsaK|Rucksack|08-329-4-II-Fundbuero.csv|1|461|1
steingt|steigt|08-329-4-II-Fundbuero.csv|1|29|1
Friederik|Friederik|08-329-4-II-Fundbuero.csv|2|4|2
schriete|Schritte|08-329-4-II-Fundbuero.csv|2|7|2
KuKte|kuckte|08-329-4-II-Fundbuero.csv|1|80|1
Komig|komisch|08-329-4-II-Fundbuero.csv|1|21|1
hep|heb|08-329-4-II-Fundbuero.csv|1|1|1
Hant|Hand|08-329-4-II-Fundbuero.csv|1|295|1
ärgentwo|irgendwo|08-329-4-II-Fundbuero.csv|1|8|1
besonderes|besonderes|08-329-4-II-Fundbuero.csv|1|1|1
spielzeuge|Spielzeuge|08-329-4-II-Fundbuero.csv|2|3|2
direnen|drinnen|08-329-4-II-Fundbuero.csv|1|36|1
Friedrik|Friederik|08-329-4-II-Fundbuero.csv|2|4|2
werschwundene|verschwundene|08-329-4-II-Fundbuero.csv|1|41|1
Spielzeuge|Spielzeuge|08-329-4-II-Fundbuero.csv|1|3|1
sahen|Sachen|08-329-4-II-Fundbuero.csv|6|21|1
cus|tschüss|08-329-4-II-Fundbuero.csv|1|10|1
Lader|Laden|08-329-4-II-Fundbuero.csv|1|19|1
niemd|nimmt|08-329-4-II-Fundbuero.csv|2|92|2
erfährt|erfährt|08-331-4-II-Fundbuero.csv|1|1|1
Funtbiro|Fundbüro|08-331-4-II-Fundbuero.csv|3|351|3
Regal|Regal|08-331-4-II-Fundbuero.csv|1|3|1
kirmis|Kirmes|08-331-4-II-Fundbuero.csv|1|1|1
fergisst|vergisst|08-334-4-II-Fundbuero.csv|1|34|1
wa-|war|08-334-4-II-Fundbuero.csv|1|1815|1
Wolf|Wolf|08-334-4-II-Fundbuero.csv|4|4|4
rücksag|Rucksack|08-338-4-II-Fundbuero.csv|3|461|3
Robert|Robert|08-338-4-II-Fundbuero.csv|3|3|3
erwiedot|erwidert|08-338-4-II-Fundbuero.csv|1|2|1
Danch|Danach|08-338-4-II-Fundbuero.csv|1|155|1
ausseigen|aussteigen|08-338-4-II-Fundbuero.csv|1|32|1
vergessem|vergessen|08-338-4-II-Fundbuero.csv|1|286|1
glopft|klopft|08-338-4-II-Fundbuero.csv|1|11|1
Nacher|Nachher|08-338-4-II-Fundbuero.csv|1|1|1
griegt|kriegt|08-338-4-II-Fundbuero.csv|2|68|2
weckgelaufener|weggelaufener|08-339-4-II-Fundbuero.csv|1|1|1
usgestiegen|ausgestiegen|08-339-4-II-Fundbuero.csv|1|46|1
beweisen|beweisen|08-339-4-II-Fundbuero.csv|1|1|1
Verlorene|verlorene|08-340-4-II-Fundbuero.csv|4|54|4
zoo|Zoo|08-340-4-II-Fundbuero.csv|1|5|1
spannden|spannenden|08-340-4-II-Fundbuero.csv|1|1|1
Gischichten|Geschichten|08-340-4-II-Fundbuero.csv|1|2|1
raten|rannten|08-340-4-II-Fundbuero.csv|1|25|1
Pfundbero|Fundbüro|08-340-4-II-Fundbuero.csv|2|351|2
Sehr|sehr|08-340-4-II-Fundbuero.csv|1|489|1
ENOE|ENDE|08-340-4-II-Fundbuero.csv|1|19|1
wergesen|Vergessen|08-342-4-II-Fundbuero.csv|7|2|1
Vie|Wie|08-342-4-II-Fundbuero.csv|1|36|1
Bahn|Bahn|08-342-4-II-Fundbuero.csv|23|29|23
Bahm|Bahn|08-342-4-II-Fundbuero.csv|1|29|1
nechte|nächste|08-342-4-II-Fundbuero.csv|1|8|1
schrite|Schritte|08-342-4-II-Fundbuero.csv|1|7|1
fundMann|Fundmann|08-342-4-II-Fundbuero.csv|1|1|1
frachte|fragte|08-342-4-II-Fundbuero.csv|1|136|1
flitze|flitze|08-346-4-II-Fundbuero.csv|1|1|1
seer|sehr|08-346-4-II-Fundbuero.csv|2|489|2
flitzte|flitzte|08-346-4-II-Fundbuero.csv|2|3|2
unmöglich|unmöglich|08-346-4-II-Fundbuero.csv|1|2|1
krigte|kriegte|08-346-4-II-Fundbuero.csv|1|7|1
kriegte|kriegte|08-346-4-II-Fundbuero.csv|2|7|2
Fraut|Frau|08-346-4-II-Fundbuero.csv|1|278|1
Lüss|Tschüss|08-346-4-II-Fundbuero.csv|1|14|1
Löss|Tschüss|08-346-4-II-Fundbuero.csv|1|14|1
RUcksag|Rucksack|08-347-4-II-Fundbuero.csv|1|461|1
Pfundgrube|Fundgrube|08-347-4-II-Fundbuero.csv|1|1|1
beeden|beiden|08-347-4-II-Fundbuero.csv|1|100|1
kirkt|kriegt|08-349-4-II-Fundbuero.csv|1|68|1
Sahar|Sahar|08-354-4-II-Fundbuero.csv|1|1|1
Pplatz|Platz|08-354-4-II-Fundbuero.csv|1|18|1
Hallte|Halte|08-354-4-II-Fundbuero.csv|1|1|1
ehr|her|08-354-4-II-Fundbuero.csv|4|128|1
stopen|Stoppen|08-354-4-II-Fundbuero.csv|4|1|1
gefahrat|gefragt|08-354-4-II-Fundbuero.csv|1|30|1
Diesmal|Diesmal|08-354-4-II-Fundbuero.csv|1|1|1
vergesst|vergesst|08-354-4-II-Fundbuero.csv|1|6|1
Schpeter|Später|08-355-4-II-Fundbuero.csv|1|62|1
FundbüroMann|Fundbüromann|08-355-4-II-Fundbuero.csv|1|5|1
tzüß|tschüss|08-355-4-II-Fundbuero.csv|1|10|1
Fried|Fried|08-359-4-II-Fundbuero.csv|4|6|4
hinterscheibe|Hinterscheibe|08-359-4-II-Fundbuero.csv|1|1|1
grad|gerade|08-359-4-II-Fundbuero.csv|9|57|1
Hurra|Hurra|08-359-4-II-Fundbuero.csv|1|1|1
normala|normaler|08-361-4-II-Fundbuero.csv|1|2|1
Schutz|Schutz|08-361-4-II-Fundbuero.csv|3|3|3
lenkst|längst|08-361-4-II-Fundbuero.csv|1|2|1
mahl|mal|08-369-4-II-Fundbuero.csv|1|106|1
u.|und|08-369-4-II-Fundbuero.csv|1|9827|1
vehg|Weg|08-369-4-II-Fundbuero.csv|1|57|1
vergehsen|vergessen|08-369-4-II-Fundbuero.csv|1|286|1
wars|war|08-369-4-II-Fundbuero.csv|7|1815|1
dierek|direkt|08-369-4-II-Fundbuero.csv|1|17|1
aufgefahlen|aufgefallen|08-369-4-II-Fundbuero.csv|1|3|1
rahnte|rannte|08-369-4-II-Fundbuero.csv|1|172|1
bahn|Bahn|08-369-4-II-Fundbuero.csv|5|29|5
hiehterhier|hinterher|08-369-4-II-Fundbuero.csv|1|208|1
Einbahrstrase|Einbahnstraße|08-369-4-II-Fundbuero.csv|1|1|1
fuhntbüro|Fundbüro|08-369-4-II-Fundbuero.csv|2|351|2
gegahngen|gegangen|08-369-4-II-Fundbuero.csv|1|256|1
nagelneuen|nagelneuen|08-371-4-II-Fundbuero.csv|1|1|1
bedannkte|bedankte|08-371-4-II-Fundbuero.csv|1|22|1
strich|strich|08-371-4-II-Fundbuero.csv|1|1|1
entlang|entlang|08-371-4-II-Fundbuero.csv|2|4|2
weil|Weile|08-371-4-II-Fundbuero.csv|577|45|1
halten|Halten|08-371-4-II-Fundbuero.csv|71|2|1
Taaasche|Taaasche|08-371-4-II-Fundbuero.csv|1|1|1
seufte|seufzte|08-371-4-II-Fundbuero.csv|1|1|1
erckleren|erklären|08-371-4-II-Fundbuero.csv|1|3|1
anscheinend|anscheinend|08-371-4-II-Fundbuero.csv|1|1|1
DasWegen|Deswegen|08-371-4-II-Fundbuero.csv|1|15|1
Fach|Fach|08-371-4-II-Fundbuero.csv|1|1|1
tauchte|tauchte|08-371-4-II-Fundbuero.csv|1|1|1
menlichen|männlichen|08-371-4-II-Fundbuero.csv|1|1|1
kicherte|kicherte|08-371-4-II-Fundbuero.csv|1|1|1
riesig|riesig|08-371-4-II-Fundbuero.csv|3|6|3
nichte|nickte|08-371-4-II-Fundbuero.csv|1|1|1
bedancken|Bedanken|08-371-4-II-Fundbuero.csv|2|1|1
verliert|verliert|08-376-4-II-Fundbuero.csv|7|12|7
haltehelle|Haltestelle|08-376-4-II-Fundbuero.csv|1|24|1
augestiegen|ausgestiegen|08-376-4-II-Fundbuero.csv|1|46|1
Fundbäro|Fundbüro|08-376-4-II-Fundbuero.csv|2|351|2
wenn|Wenn|08-376-4-II-Fundbuero.csv|79|20|3
Fundbäromann|Fundbüromann|08-376-4-II-Fundbuero.csv|1|5|1
Klopfte|klopfte|08-378-4-II-Fundbuero.csv|1|23|1
Fuhndbüro|Fundbüro|08-378-4-II-Fundbuero.csv|2|351|2
n|den|08-379-4-II-Fundbuero.csv|1|2389|1
wascheklammer|Wäscheklammer|08-379-4-II-Fundbuero.csv|1|3|1
gescoben|gestorben|08-379-4-II-Fundbuero.csv|1|23|1
Gekauft|Gekauft|08-382-4-II-Fundbuero.csv|1|1|1
gebutstag|Geburtstag|08-382-4-II-Fundbuero.csv|1|6|1
nehmen|neben|08-382-4-II-Fundbuero.csv|16|75|1
stazion|Station|08-382-4-II-Fundbuero.csv|1|3|1
Kukte|Kuckte|08-382-4-II-Fundbuero.csv|1|1|1
geFunden|gefunden|08-382-4-II-Fundbuero.csv|1|414|1
gehben|Geben|08-382-4-II-Fundbuero.csv|1|1|1
Fundstück|Fundstück|08-382-4-II-Fundbuero.csv|1|1|1
ma|Mann|08-382-4-II-Fundbuero.csv|4|674|1
sachte|suchte|08-382-4-II-Fundbuero.csv|4|36|1
sucnte|suchte|08-382-4-II-Fundbuero.csv|1|36|1
BusScheibe|Busscheibe|08-383-4-II-Fundbuero.csv|1|4|1
aussiht|aussieht|08-383-4-II-Fundbuero.csv|1|9|1
orangenen|orangenen|08-383-4-II-Fundbuero.csv|1|1|1
wiedersehn|Wiedersehen|08-383-4-II-Fundbuero.csv|1|3|1
Schüss|Tschüss|08-383-4-II-Fundbuero.csv|1|14|1
Einem|Einem|08-387-4-II-Fundbuero.csv|1|1|1
bad|bat|08-387-4-II-Fundbuero.csv|1|1|1
bequem|bequem|08-387-4-II-Fundbuero.csv|1|1|1
Sitz|Sitz|08-387-4-II-Fundbuero.csv|2|5|2
festen|festen|08-387-4-II-Fundbuero.csv|1|1|1
Füßen|Füßen|08-387-4-II-Fundbuero.csv|1|1|1
Hörst|Hörst|08-387-4-II-Fundbuero.csv|1|1|1
Mal|Mal|08-387-4-II-Fundbuero.csv|3|21|3
bereit's|bereits|08-387-4-II-Fundbuero.csv|2|4|2
mutlos|mutlos|08-387-4-II-Fundbuero.csv|1|1|1
min.|min|08-387-4-II-Fundbuero.csv|1|16|1
Lie|Sie|08-390-4-II-Fundbuero.csv|1|1224|1
finde|finde|08-390-4-II-Fundbuero.csv|1|2|1
gelet|gelegt|08-396-4-II-Fundbuero.csv|1|20|1
gelanweilt|gelangweilt|08-396-4-II-Fundbuero.csv|1|2|1
ruuft|ruft|08-396-4-II-Fundbuero.csv|1|344|1
Sprechanlage|Sprechanlage|08-396-4-II-Fundbuero.csv|1|1|1
Hafenstr|Hafenstr|08-396-4-II-Fundbuero.csv|1|1|1
genauer|genauer|08-396-4-II-Fundbuero.csv|1|1|1
Hinter|hinter|08-396-4-II-Fundbuero.csv|6|162|1
Fundbro|Fundbüro|08-396-4-II-Fundbuero.csv|1|351|1
Karte|Karte|08-396-4-II-Fundbuero.csv|1|1|1
kuksag|Rucksack|08-397-4-II-Fundbuero.csv|2|461|2
überhollen|überholen|08-397-4-II-Fundbuero.csv|1|1|1
Grade|Grade|08-398-4-II-Fundbuero.csv|1|1|1
Hagel|Hagel|08-398-4-II-Fundbuero.csv|4|4|4
Fenstehr|Fenster|08-398-4-II-Fundbuero.csv|3|900|3
endsparnt|entspannt|08-398-4-II-Fundbuero.csv|1|3|1
wo|Wo|08-398-4-II-Fundbuero.csv|193|85|1
möchtest|möchtest|08-398-4-II-Fundbuero.csv|1|1|1
hinfahren|hinfahren|08-398-4-II-Fundbuero.csv|1|1|1
widersehn|Wiedersehen|08-398-4-II-Fundbuero.csv|1|3|1
Hagen|Hagen|08-398-4-II-Fundbuero.csv|1|1|1
schänken|schenken|08-398-4-II-Fundbuero.csv|1|4|1
ferlorende|verlorene|08-399-4-II-Fundbuero.csv|1|54|1
ruig|ruhig|08-399-4-II-Fundbuero.csv|1|10|1
Ferster|Fenster|08-399-4-II-Fundbuero.csv|2|900|2
anderer|anderer|08-399-4-II-Fundbuero.csv|2|2|2
stiek|stieg|08-399-4-II-Fundbuero.csv|3|60|3
laden|Laden|08-399-4-II-Fundbuero.csv|5|19|5
heras|heraus|08-399-4-II-Fundbuero.csv|1|49|1
kopft|klopft|08-405-4-II-Fundbuero.csv|1|11|1
renn|renn|08-405-4-II-Fundbuero.csv|5|6|4
stoppen|stoppen|08-405-4-II-Fundbuero.csv|1|5|1
halteStäle|Haltestelle|08-409-4-II-Fundbuero.csv|1|24|1
Sieds|Sitz|08-409-4-II-Fundbuero.csv|1|5|1
inswischen|inzwischen|08-409-4-II-Fundbuero.csv|1|10|1
bemergte|bemerkte|08-409-4-II-Fundbuero.csv|1|45|1
erwischte|erwischte|08-409-4-II-Fundbuero.csv|1|1|1
fundHaus|Fundhaus|08-409-4-II-Fundbuero.csv|2|2|2
besiser|Besitzer|08-409-4-II-Fundbuero.csv|1|3|1
Buß|Bus|08-412-4-II-Fundbuero.csv|1|761|1
HundeTag|Hundetag|08-412-4-II-Fundbuero.csv|1|1|1
olso|also|08-412-4-II-Fundbuero.csv|1|22|1
Schlüssel|Schlüssel|08-412-4-II-Fundbuero.csv|2|2|2
felten|fehlten|08-412-4-II-Fundbuero.csv|1|1|1
knacker|Knacker|08-412-4-II-Fundbuero.csv|2|4|2
einschlagen|einschlagen|08-412-4-II-Fundbuero.csv|1|1|1
mitFahrer|Mitfahrer|08-412-4-II-Fundbuero.csv|1|1|1
Rolte|rollte|08-412-4-II-Fundbuero.csv|1|12|1
Richtung|Richtung|08-412-4-II-Fundbuero.csv|2|5|2
inenStahd|Innenstadt|08-412-4-II-Fundbuero.csv|1|2|1
klaute|klaute|08-412-4-II-Fundbuero.csv|2|2|2
Fahrrad|Fahrrad|08-412-4-II-Fundbuero.csv|1|1|1
rasten|rasten|08-412-4-II-Fundbuero.csv|1|1|1
Raudie|Rowdy|08-412-4-II-Fundbuero.csv|1|1|1
blöde|blöde|08-412-4-II-Fundbuero.csv|2|2|2
heiputzutage|heutzutage|08-412-4-II-Fundbuero.csv|1|1|1
mitleit|Mitleid|08-412-4-II-Fundbuero.csv|1|1|1
schalte|Schalter|08-412-4-II-Fundbuero.csv|1|1|1
Bogoster|Bogestra|08-412-4-II-Fundbuero.csv|1|1|1
heiße|Heiße|08-412-4-II-Fundbuero.csv|7|1|1
dumm|Dumm|08-412-4-II-Fundbuero.csv|3|1|1
Sehen|Sehen|08-412-4-II-Fundbuero.csv|1|1|1
Sie|Sind|08-412-4-II-Fundbuero.csv|1163|2|1
sehe|Sehe|08-412-4-II-Fundbuero.csv|4|2|2
Sind|Sind|08-412-4-II-Fundbuero.csv|3|2|1
Patzifist|Pazifist|08-412-4-II-Fundbuero.csv|1|1|1
furtzen|furzen|08-412-4-II-Fundbuero.csv|1|1|1
heftik|heftig|08-412-4-II-Fundbuero.csv|1|3|1
in|In|08-412-4-II-Fundbuero.csv|1606|81|1
wirklichkeit|Wirklichkeit|08-412-4-II-Fundbuero.csv|1|1|1
OPa|Opa|08-412-4-II-Fundbuero.csv|1|22|1
hirnlosen|hirnlosen|08-412-4-II-Fundbuero.csv|1|1|1
hapi|Happy|08-412-4-II-Fundbuero.csv|1|8|1
and|End|08-412-4-II-Fundbuero.csv|10|58|1
aufsteht|aufsteht|08-413-4-II-Fundbuero.csv|1|1|1
verlieren|verlieren|08-413-4-II-Fundbuero.csv|1|4|1
Orangen|orangen|08-413-4-II-Fundbuero.csv|1|1|1
Bitteschön|Bitteschön|08-413-4-II-Fundbuero.csv|1|2|1
BusFenster|Busfenster|08-416-4-II-Fundbuero.csv|1|1|1
mehrkwürdiges|merkwürdiges|08-416-4-II-Fundbuero.csv|1|1|1
streck|streck|08-416-4-II-Fundbuero.csv|2|3|2
wegfahrt|wegfahrt|08-416-4-II-Fundbuero.csv|1|1|1
dahte|dachte|08-416-4-II-Fundbuero.csv|1|106|1
mehrkwürdige|merkwürdige|08-416-4-II-Fundbuero.csv|1|7|1
soviel|soviel|08-416-4-II-Fundbuero.csv|1|2|1
fölig|völlig|08-417-4-II-Fundbuero.csv|1|3|1
beben|Leben|08-417-4-II-Fundbuero.csv|1|8|1
renn|Renn|08-417-4-II-Fundbuero.csv|5|2|1
Lodo|Lodo|08-423-4-II-Fundbuero.csv|3|3|3
Busshaltestelle|Bushaltestelle|08-423-4-II-Fundbuero.csv|5|16|5
stieck|stieg|08-423-4-II-Fundbuero.csv|1|60|1
FuntBiro|Fundbüro|08-423-4-II-Fundbuero.csv|3|351|3
Nästen|nächsten|08-423-4-II-Fundbuero.csv|3|56|3
funtBiro|Fundbüro|08-423-4-II-Fundbuero.csv|1|351|1
Gelben|gelben|08-423-4-II-Fundbuero.csv|5|26|5
altmann|Altmann|08-425-4-II-Fundbuero.csv|2|5|2
Doisch|durch|08-425-4-II-Fundbuero.csv|1|59|1
gekoft|geklopft|08-425-4-II-Fundbuero.csv|1|10|1
verrgesen|vergessen|08-425-4-II-Fundbuero.csv|1|286|1
sooooo|sooooo|08-425-4-II-Fundbuero.csv|2|3|2
srater|später|08-425-4-II-Fundbuero.csv|1|152|1
Es|es|08-425-4-II-Fundbuero.csv|201|1225|2
Abgehelt|abgeholt|08-425-4-II-Fundbuero.csv|1|7|1
vum|vom|08-427-4-II-Fundbuero.csv|1|111|1
Ferkeuver|Verkäufer|08-427-4-II-Fundbuero.csv|1|11|1
Hudn|Hund|08-434-4-II-Fundbuero.csv|1|974|1
Menschen|Menschen|08-434-4-II-Fundbuero.csv|3|3|3
Fundüro|Fundbüro|08-434-4-II-Fundbuero.csv|1|351|1
schokierterweise|schockierterweise|08-435-4-II-Fundbuero.csv|1|1|1
rechtzeitig|rechtzeitig|08-435-4-II-Fundbuero.csv|1|2|1
träumen|träumen|08-435-4-II-Fundbuero.csv|1|1|1
kokte|kuckte|08-436-4-II-Fundbuero.csv|1|80|1
Toto|Toto|08-436-4-II-Fundbuero.csv|2|5|2
wergist|vergisst|08-436-4-II-Fundbuero.csv|1|34|1
ausgehstiegen|ausgestiegen|08-436-4-II-Fundbuero.csv|1|46|1
schun|schon|08-436-4-II-Fundbuero.csv|2|281|2
lusgehefahren|losgefahren|08-436-4-II-Fundbuero.csv|1|8|1
henterher|hinterher|08-436-4-II-Fundbuero.csv|1|208|1
nützte|nützte|08-436-4-II-Fundbuero.csv|1|2|1
Bitersen|Bitersen|08-436-4-II-Fundbuero.csv|1|1|1
gehegeheben|gegeben|08-436-4-II-Fundbuero.csv|1|70|1
geheng|gehen|08-436-4-II-Fundbuero.csv|1|377|1
Fundburo|Fundbüro|08-436-4-II-Fundbuero.csv|1|351|1
gelug|Glück|08-436-4-II-Fundbuero.csv|1|58|1
Spürhund|Spürhund|08-442-4-II-Fundbuero.csv|1|1|1
Jünger|Jünger|08-442-4-II-Fundbuero.csv|3|3|3
ankammen|ankamen|08-442-4-II-Fundbuero.csv|1|2|1
weitergefahren|weitergefahren|08-442-4-II-Fundbuero.csv|1|1|1
irgendtwo|irgendwo|08-442-4-II-Fundbuero.csv|1|8|1
reingezert|reingezerrt|08-443-4-II-Fundbuero.csv|1|1|1
fahrenen|warnen|08-443-4-II-Fundbuero.csv|1|1|1
gefarnt|gewarnt|08-443-4-II-Fundbuero.csv|1|2|1
dreimal|dreimal|08-443-4-II-Fundbuero.csv|1|1|1
enteust|enttäuscht|08-443-4-II-Fundbuero.csv|1|9|1
jaulte|jaulte|08-443-4-II-Fundbuero.csv|1|1|1
Mist|mist|08-443-4-II-Fundbuero.csv|2|1|1
Geschen|Geschenk|08-443-4-II-Fundbuero.csv|1|55|1
schwöre|schwöre|08-443-4-II-Fundbuero.csv|1|1|1
verlorne|verlorene|08-447-4-II-Fundbuero.csv|1|54|1
Eisns|Eines|08-447-4-II-Fundbuero.csv|1|204|1
Tags|Tages|08-447-4-II-Fundbuero.csv|2|183|1
inSpand|entspannt|08-447-4-II-Fundbuero.csv|1|3|1
knaker|Knacker|08-447-4-II-Fundbuero.csv|1|4|1
Vor|vor|08-447-4-II-Fundbuero.csv|23|333|1
Stange|Stange|08-447-4-II-Fundbuero.csv|1|1|1
dabie|dabei|08-447-4-II-Fundbuero.csv|1|154|1
vergis|vergiss|08-447-4-II-Fundbuero.csv|1|3|1
Plötzliche|Plötzlich|08-447-4-II-Fundbuero.csv|1|384|1
winkelt|winkt|08-447-4-II-Fundbuero.csv|2|25|2
kirckt|kriegt|08-447-4-II-Fundbuero.csv|1|68|1
knackr|Knacker|08-447-4-II-Fundbuero.csv|1|4|1
Fundberro|Fundbüro|08-450-4-II-Fundbuero.csv|1|351|1
Fielcht|Vielleicht|08-450-4-II-Fundbuero.csv|1|8|1
foller|Voller|08-450-4-II-Fundbuero.csv|1|2|1
flieg|Flieg|08-450-4-II-Fundbuero.csv|1|1|1
gehbracht|gebracht|08-450-4-II-Fundbuero.csv|2|66|1
Düsentrieb|Düsentrieb|08-455-4-II-Fundbuero.csv|3|3|3
Arzt|Arzt|08-455-4-II-Fundbuero.csv|1|1|1
Thusneldastraße|Thusneldastraße|08-455-4-II-Fundbuero.csv|1|1|1
Renn|Renn|08-455-4-II-Fundbuero.csv|1|2|1
ohn|ohne|08-455-4-II-Fundbuero.csv|2|28|1
Vergesener|Vergessener|08-458-4-II-Fundbuero.csv|1|1|1
PfundBerö|Fundbüro|08-458-4-II-Fundbuero.csv|1|351|1
vorbeikommt|vorbeikommt|08-458-4-II-Fundbuero.csv|1|2|1
sieh|Sie|08-458-4-II-Fundbuero.csv|13|1224|1
Vehrkauferin|Verkäuferin|08-458-4-II-Fundbuero.csv|1|1|1
Tase|Tasche|08-459-4-II-Fundbuero.csv|1|635|1
zizt|sitzt|08-459-4-II-Fundbuero.csv|2|144|2
Opi|Opi|08-459-4-II-Fundbuero.csv|1|1|1
rausginge|rausgingen|08-459-4-II-Fundbuero.csv|1|1|1
geweigert|geweigert|08-459-4-II-Fundbuero.csv|1|1|1
taasche|Tasche|08-459-4-II-Fundbuero.csv|1|635|1
ersroken|erschrocken|08-459-4-II-Fundbuero.csv|1|127|1
funtbero|Fundbüro|08-459-4-II-Fundbuero.csv|1|351|1
Gehört|gehört|08-459-4-II-Fundbuero.csv|2|67|1
mäcchen|Mädchen|08-459-4-II-Fundbuero.csv|1|104|1
eimen|einem|08-459-4-II-Fundbuero.csv|2|292|1
stressige|stressige|08-463-4-II-Fundbuero.csv|1|1|1
färt|fährt|08-463-4-II-Fundbuero.csv|1|44|1
Tirarzt|Tierarzt|08-463-4-II-Fundbuero.csv|1|2|1
irgentwi|irgendwie|08-463-4-II-Fundbuero.csv|1|6|1
irgentwie|irgendwie|08-463-4-II-Fundbuero.csv|1|6|1
felt|fehlt|08-463-4-II-Fundbuero.csv|93|5|3
irgentetwas|irgendetwas|08-463-4-II-Fundbuero.csv|2|3|2
sowaß|sowas|08-463-4-II-Fundbuero.csv|1|8|1
schlimmes|schlimmes|08-463-4-II-Fundbuero.csv|3|2|1
kans|kanns|08-463-4-II-Fundbuero.csv|2|1|1
Lekalis|Leckerlis|08-463-4-II-Fundbuero.csv|1|10|1
wooo|wooo|08-463-4-II-Fundbuero.csv|1|1|1
maein|mein|08-463-4-II-Fundbuero.csv|1|134|1
Rauklak|Rucksack|08-463-4-II-Fundbuero.csv|1|461|1
genuk|genug|08-463-4-II-Fundbuero.csv|1|3|1
Termin|Termin|08-463-4-II-Fundbuero.csv|1|2|1
Tirartzt|Tierarzt|08-463-4-II-Fundbuero.csv|1|2|1
drankamen|drankamen|08-463-4-II-Fundbuero.csv|1|1|1
Frank|Frank|08-465-4-II-Fundbuero.csv|4|4|4
sußer|süßer|08-465-4-II-Fundbuero.csv|1|10|1
konzentriet|konzentriert|08-465-4-II-Fundbuero.csv|1|13|1
geshockt|geschockt|08-465-4-II-Fundbuero.csv|1|20|1
Halten|Halten|08-465-4-II-Fundbuero.csv|3|2|1
Hier|hier|08-465-4-II-Fundbuero.csv|16|124|1
vargas|vergaß|08-466-4-II-Fundbuero.csv|1|34|1
vek|weg|08-466-4-II-Fundbuero.csv|1|553|1
ihmer|immer|08-466-4-II-Fundbuero.csv|1|225|1
vondbero|Fundbüro|08-466-4-II-Fundbuero.csv|2|351|2
gehbt|gebt|08-466-4-II-Fundbuero.csv|1|10|1
fieder|wieder|08-466-4-II-Fundbuero.csv|1|548|1
ihs|ins|08-468-4-II-Fundbuero.csv|1|175|1
Treben|Treppen|08-468-4-II-Fundbuero.csv|1|5|1
faren|Fahren|08-468-4-II-Fundbuero.csv|8|2|1
rakette|Rakete|08-468-4-II-Fundbuero.csv|1|2|1
fundbero|Fundbüro|08-468-4-II-Fundbuero.csv|3|351|3
Vermiste|vermisste|08-471-4-II-Fundbuero.csv|1|20|1
Frauke|Frauke|08-471-4-II-Fundbuero.csv|2|2|2
vegessen|vergessen|08-471-4-II-Fundbuero.csv|1|286|1
(Wao|Wau|08-471-4-II-Fundbuero.csv|1|26|1
Wao|Wau|08-471-4-II-Fundbuero.csv|1|26|1
Wao)|Wau|08-471-4-II-Fundbuero.csv|1|26|1
Bernhart|Bernhard|08-471-4-II-Fundbuero.csv|2|2|2
juges|junges|08-471-4-II-Fundbuero.csv|1|3|1
frolein|Fräulein|08-471-4-II-Fundbuero.csv|1|1|1
PfondBörse|Fundbörse|08-471-4-II-Fundbuero.csv|1|1|1
Aalte|alte|08-472-4-II-Fundbuero.csv|4|137|4
steige|steige|08-472-4-II-Fundbuero.csv|1|1|1
vegest|vergesst|08-472-4-II-Fundbuero.csv|1|6|1
rusak|Rucksack|08-472-4-II-Fundbuero.csv|3|461|3
Gefühl|Gefühl|08-472-4-II-Fundbuero.csv|2|9|2
Rusak|Rucksack|08-472-4-II-Fundbuero.csv|1|461|1
fontBöro|Fundbüro|08-472-4-II-Fundbuero.csv|1|351|1
rargk|Rucksack|08-472-4-II-Fundbuero.csv|1|461|1
fonBöro|Fundbüro|08-472-4-II-Fundbuero.csv|1|351|1
