|original|corrected|filename|freq_ori|freq_cor|freq_tup|unchanged_original|suggestions
17172|den|denn|08-095-4-II-Fundbuero.csv|122|119|117|den|
17173|dass|das|08-095-4-II-Fundbuero.csv|49|66|48|dass|
17174|Herr.|Herr|08-097-4-II-Fundbuero.csv|4|20|4|Herr.|
17175|Herr.|Herr|08-097-4-II-Fundbuero.csv|4|20|4|Herr.|
17176|wiesen|wissen|08-097-4-II-Fundbuero.csv|9|20|9|wiesen|
17177|austeigen|aussteigen|08-097-4-II-Fundbuero.csv|9|14|9|austeigen|['aussteigen', 'aufsteigen', 'Mausteigen', 'Hausteigen', 'Bausteigen', 'Fausteigen', 'ansteigen', 'austeilen', 'absteigen', 'zusteigen', 'Lusteigen', 'Busteigen', 'au steigen']
17178|hate|hatte|08-097-4-II-Fundbuero.csv|400|427|400|hate|['hat', 'haste', 'harte', 'hatte', 'halte', 'chate', 'haute', 'hafte', 'hakte', 'rate', 'haue', 'habe', 'hake', 'wate', 'hüte', 'Rate', 'Pate', 'hat e']
17179|merckte|merkte|08-097-4-II-Fundbuero.csv|3|6|3|merckte|['merkte', 'meckerte']
17180|hate|hatte|08-097-4-II-Fundbuero.csv|400|427|400|hate|['hat', 'haste', 'harte', 'hatte', 'halte', 'chate', 'haute', 'hafte', 'hakte', 'rate', 'haue', 'habe', 'hake', 'wate', 'hüte', 'Rate', 'Pate', 'hat e']
17181|Herr.|Herr|08-097-4-II-Fundbuero.csv|4|20|4|Herr.|
17182|hihlt|hielt|08-097-4-II-Fundbuero.csv|1|32|1|hihlt|['hehlt', 'hielt', 'höhlt']
17183|schnel|schnell|08-097-4-II-Fundbuero.csv|60|76|60|schnel|['schnell', 'scheel', 'Schnösel', 'Schnee', 'Schnäbel', 'Schnabel']
17184|Herr.|Herr|08-097-4-II-Fundbuero.csv|4|20|4|Herr.|
17185|Pfondbüro|Fundbüro|08-097-4-II-Fundbuero.csv|1|153|1|Pfondbüro|['Pfandbüro', 'Fundbüro']
17186|Pfundbüro|Fundbüro|08-097-4-II-Fundbuero.csv|14|153|14|Pfundbüro|['Pfandbüro', '-fundbüro', 'Fundbüro']
17187|krükstoch|Krückstock|08-100-4-II-Fundbuero.csv|1|1|1|krükstoch|['Krückstock']
17188|vergas|vergaß|08-100-4-II-Fundbuero.csv|10|27|10|vergas|['versag', 'vergase', 'vergast', 'verlas', 'vergab', 'vergaß', 'Vergaser', 'Vergasen', 'verglase']
17189|gefaren|gefahren|08-100-4-II-Fundbuero.csv|4|5|4|gefaren|['gefahren', 'gebaren']
17190|das|dass|08-100-4-II-Fundbuero.csv|985|1017|981|das|
17191|kammt|kamt|08-100-4-II-Fundbuero.csv|3|2|2|kammt|['kamt', 'kamst', 'rammt', 'kommt', 'kämmt', 'Kamm']
17192|zurük|zurück|08-100-4-II-Fundbuero.csv|21|61|21|zurük|['zurück']
17193|Halltestelle|Haltestelle|08-102-4-II-Fundbuero.csv|1|10|1|Halltestelle|['Haltestelle', 'Halstestelle', 'Halbtestelle', 'Balltestelle', 'Falltestelle', 'Hallte stelle', 'Hallte-stelle', 'Kaltgestellte', 'Kaltgestellt', 'Kaltstelle', 'Schalterhalle']
17194|vergass|vergaß|08-102-4-II-Fundbuero.csv|6|27|6|vergass|['vergaß', 'vergase', 'vergiss', 'vergast', 'vergoss', 'verlass', 'Bergass']
17195|gerrannt|gerannt|08-102-4-II-Fundbuero.csv|1|44|1|gerrannt|['gerannt', 'gebrannt', 'verrannt', 'zerrannt', 'errangt', 'geraunt']
17196|Tasch|Tasche|08-104-4-II-Fundbuero.csv|28|63|28|Tasch|['Task', 'Tasche', 'Tausch', 'Tisch', 'Rasch', 'Tusch', 'Wasch', 'Stach']
17197|Plötzli|Plötzlich|08-104-4-II-Fundbuero.csv|1|117|1|Plötzli|['Plötzlich']
17198|faren|fahren|08-105-4-II-Fundbuero.csv|8|9|6|faren|['fahren', 'fairen', 'raren', 'faden', 'garen', 'baren', 'waren', 'faxen', 'Waren', 'Zaren']
17199|one|ohne|08-105-4-II-Fundbuero.csv|7|9|7|one|['ohne', 'Tone', 'Zone']
17200|iren|ihren|08-105-4-II-Fundbuero.csv|25|38|25|iren|['Iren', 'irren', 'irden', 'ihren', 'Viren', '-iren', 'rein', '-ren']
17201|Docb|Doch|08-105-4-II-Fundbuero.csv|1|4|1|Docb|['Dock', 'Doch']
17202|irem|ihrem|08-105-4-II-Fundbuero.csv|11|13|11|irem|['irrem', 'ihrem', 'Krem', 'Ire']
17203|warun|warum|08-105-4-II-Fundbuero.csv|2|5|1|warun|['waren', 'warum']
17204|pasirt|passiert|08-105-4-II-Fundbuero.csv|18|75|18|pasirt|['passiert']
17205|rent|rennt|08-105-4-II-Fundbuero.csv|96|167|96|rent|['rennt', 'reit', 'regt', 'Cent', 'Kent', 'Rente', 'Rentner', 'Regent']
17206|zuh|zu|08-105-4-II-Fundbuero.csv|3|18|2|zuh|['zu', 'zur', 'zum', 'zäh', 'Kuh', 'zu h']
17207|Krikt|kriegt|08-105-4-II-Fundbuero.csv|1|51|1|Krikt|['Kritik']
17208|in|ihn|08-105-4-II-Fundbuero.csv|261|270|260|in|
17209|sas|saß|08-110-4-II-Fundbuero.csv|28|59|28|sas|['SAS', 'las', 'das', 'sag', 'sah', 'was', 'saß', 'Aas', 'Gas']
17210|ällterer|älterer|08-110-4-II-Fundbuero.csv|1|3|1|ällterer|['älterer', 'älter', 'erkälte']
17211|dar|da|08-110-4-II-Fundbuero.csv|58|86|51|dar|
17212|hate|hatte|08-110-4-II-Fundbuero.csv|400|427|400|hate|['hat', 'haste', 'harte', 'hatte', 'halte', 'chate', 'haute', 'hafte', 'hakte', 'rate', 'haue', 'habe', 'hake', 'wate', 'hüte', 'Rate', 'Pate', 'hat e']
17213|ire|ihre|08-110-4-II-Fundbuero.csv|16|23|16|ire|['Ire', 'irre', 'ihre', 'Lire', '-ire', 'irr']
17214|vergesen|vergessen|08-110-4-II-Fundbuero.csv|45|139|45|vergesen|['vergessen', 'vergasen', 'verlesen', 'vergehen', 'vergeben', 'verwesen']
17215|Dan|Dann|08-110-4-II-Fundbuero.csv|188|197|185|Dan|['An', 'Dank', 'Ran', 'Don', 'Man', 'Van', 'San', 'Jan', 'Pan', 'Fan', 'Da', 'Dann', 'Dran', 'Den', 'Das', 'Dar', 'D an', 'Da n']
17216|erschregt|erschreckt|08-110-4-II-Fundbuero.csv|3|30|3|erschregt|['erschreckt', 'erschlagt', 'erschlägt', 'erschlugt']
17217|menn|Mann|08-110-4-II-Fundbuero.csv|2|132|1|menn|['mein', 'denn', 'wenn', 'Mengen']
17218|Das|Dass|08-110-4-II-Fundbuero.csv|41|11|11|Das|
17219|ire|ihre|08-110-4-II-Fundbuero.csv|16|23|16|ire|['Ire', 'irre', 'ihre', 'Lire', '-ire', 'irr']
17220|fergesen|vergessen|08-110-4-II-Fundbuero.csv|38|139|38|fergesen|['vergessen', 'Fersen', 'gefressen', 'gesessenen']
17221|geschrin|geschrien|08-110-4-II-Fundbuero.csv|3|7|3|geschrin|['geschrien']
17222|bite|bitte|08-110-4-II-Fundbuero.csv|6|12|6|bite|['biete', 'biet', 'bitte', 'bete', 'böte']
17223|nich|nicht|08-110-4-II-Fundbuero.csv|110|135|109|nich|['ich', 'nicht', 'eich', 'sich', 'nach', 'noch', 'dich', 'mich', 'wich', 'n ich']
17224|schnel|schnell|08-110-4-II-Fundbuero.csv|60|76|60|schnel|['schnell', 'scheel', 'Schnösel', 'Schnee', 'Schnäbel', 'Schnabel']
17225|hate|hatte|08-110-4-II-Fundbuero.csv|400|427|400|hate|['hat', 'haste', 'harte', 'hatte', 'halte', 'chate', 'haute', 'hafte', 'hakte', 'rate', 'haue', 'habe', 'hake', 'wate', 'hüte', 'Rate', 'Pate', 'hat e']
17226|fandbero|Fundbüro|08-110-4-II-Fundbuero.csv|1|153|1|fandbero|['farbenfroh']
17227|apegeben|abgegeben|08-110-4-II-Fundbuero.csv|1|7|1|apegeben|['abgegeben', 'angegeben', 'gegebenen', 'gegeben']
17228|numer|Nummer|08-110-4-II-Fundbuero.csv|12|28|12|numer|['Numerus', 'Nummer', 'Numerik', 'nummern']
17229|gekrieht|gekriegt|08-110-4-II-Fundbuero.csv|1|15|1|gekrieht|['gekriegt', 'gekreischt']
17230|Dun|Dann|08-110-4-II-Fundbuero.csv|1|197|1|Dun|['Dung', 'Nun', 'Dur', 'Tun', 'Don', 'Duo', 'Sun', 'Run', 'Du', 'Und', 'Den', 'Du n']
17231|fundbeo|Fundbüro|08-110-4-II-Fundbuero.csv|1|153|1|fundbeo|['Rundbeo', 'Mundbeo', 'Wundbeo', 'Befund']
17232|ire|ihre|08-110-4-II-Fundbuero.csv|16|23|16|ire|['Ire', 'irre', 'ihre', 'Lire', '-ire', 'irr']
17233|wiedergekricht|wiedergekriegt|08-110-4-II-Fundbuero.csv|1|1|1|wiedergekricht|['wiedergebracht', 'wiedergekehrt', 'wiedergutgemacht', 'federgewichtig']
17234|das|dass|08-111-4-II-Fundbuero.csv|985|1017|981|das|
17235|das|dass|08-111-4-II-Fundbuero.csv|985|1017|981|das|
17236|hate|hatte|08-111-4-II-Fundbuero.csv|400|427|400|hate|['hat', 'haste', 'harte', 'hatte', 'halte', 'chate', 'haute', 'hafte', 'hakte', 'rate', 'haue', 'habe', 'hake', 'wate', 'hüte', 'Rate', 'Pate', 'hat e']
17237|Fundbero|Fundbüro|08-111-4-II-Fundbuero.csv|13|153|13|Fundbero|['Fundbüro', 'Fundgrube']
17238|frölich|fröhlich|08-111-4-II-Fundbuero.csv|51|92|51|frölich|['fröhlich', 'freilich']
17239|Nachmitag|Nachmittag|08-112-4-II-Fundbuero.csv|4|8|4|Nachmitag|['Nachmittag', 'Nachmittags']
17240|mitgenomen|mitgenommen|08-112-4-II-Fundbuero.csv|11|16|11|mitgenomen|['Mitgenomen', 'mitgenommen', 'mitgekommen', 'mitgezogen', 'mitgegangen', 'mitgegebenen']
17241|Schrite|Schritte|08-112-4-II-Fundbuero.csv|1|5|1|Schrite|['Schritte', 'Scheite', 'Schritt', 'Schriet', 'Schrie', 'Schreite', 'Schreit', 'Schrillte', 'Schreitens', 'Scheitere', 'Scheiterte']
17242|dan|dann|08-112-4-II-Fundbuero.csv|627|651|621|dan|['an', 'da', 'dann', 'dran', 'dank', 'den', 'das', 'ran', 'dar', 'man', 'van', 'San', 'Jan', 'Pan', 'Fan', 'd an', 'da n']
17243|schnel|schnell|08-112-4-II-Fundbuero.csv|60|76|60|schnel|['schnell', 'scheel', 'Schnösel', 'Schnee', 'Schnäbel', 'Schnabel']
17244|könen|können|08-112-4-II-Fundbuero.csv|7|11|7|könen|['könne', 'können', 'krönen', 'klönen', 'tönen', 'Tönen', 'Könnens', 'Körnen']
17245|Man|Mann|08-112-4-II-Fundbuero.csv|45|132|45|Man|
17246|hir|hier|08-112-4-II-Fundbuero.csv|52|55|50|hir|['hier', 'ihr', 'her', 'hie', 'hin', 'dir', 'mir', 'wir', 'hör', 'Sir', 'Kir']
17247|nechsten|nächsten|08-116-4-II-Fundbuero.csv|3|34|3|nechsten|['sechsten', 'nächsten', 'nachstehen', 'höchstens', 'knechten', 'hochstehen']
17248|Halteschtelle|Haltestelle|08-116-4-II-Fundbuero.csv|1|10|1|Halteschtelle|['Haltesichtelle', 'Haltesuchtelle', 'Halteachtelle', 'Halteschwelle', 'Schalterhalle', 'Geschachtelte', 'Schachtelhalme', 'Geschachtelt']
17249|das|dass|08-116-4-II-Fundbuero.csv|985|1017|981|das|
17250|das|dass|08-116-4-II-Fundbuero.csv|985|1017|981|das|
17251|gekrigt|gekriegt|08-116-4-II-Fundbuero.csv|6|15|6|gekrigt|['gekriegt']
17252|denn|den|08-116-4-II-Fundbuero.csv|88|103|87|denn|
17253|Rucksak|Rucksack|08-120-4-II-Fundbuero.csv|40|161|40|Rucksak|['Rucksack', 'Rucksäcke']
17254|Buss|Bus|08-120-4-II-Fundbuero.csv|45|52|45|Buss|['Bus', 'Busse', 'Bushs', 'Biss', 'Bass', 'Boss', 'Bugs', 'Muss', 'Bush', 'Nuss', 'Guss', 'Kuss', 'Bus-', 'Bus s']
17255|kukte|kuckte|08-120-4-II-Fundbuero.csv|21|43|21|kukte|['kurte', 'Edukte']
17256|stopte|stoppte|08-120-4-II-Fundbuero.csv|3|4|3|stopte|['spotte', 'stoppte', 'stopfte', 'stoppe', 'stopfe', 'steppte']
17257|Buss|Bus|08-120-4-II-Fundbuero.csv|45|52|45|Buss|['Bus', 'Busse', 'Bushs', 'Biss', 'Bass', 'Boss', 'Bugs', 'Muss', 'Bush', 'Nuss', 'Guss', 'Kuss', 'Bus-', 'Bus s']
17258|Buss|Bus|08-120-4-II-Fundbuero.csv|45|52|45|Buss|['Bus', 'Busse', 'Bushs', 'Biss', 'Bass', 'Boss', 'Bugs', 'Muss', 'Bush', 'Nuss', 'Guss', 'Kuss', 'Bus-', 'Bus s']
17259|Rucksak|Rucksack|08-120-4-II-Fundbuero.csv|40|161|40|Rucksak|['Rucksack', 'Rucksäcke']
17260|das|dass|08-120-4-II-Fundbuero.csv|985|1017|981|das|
17261|rante|rannte|08-120-4-II-Fundbuero.csv|76|85|76|rante|['rate', 'rannte', 'raunte', 'rankte', 'raten', 'raste', 'raute', 'ragte', 'kante', 'ranke', 'Tante', 'Dante', 'Kante', 'rasante', 'Teheran']
17262|schnel|schnell|08-120-4-II-Fundbuero.csv|60|76|60|schnel|['schnell', 'scheel', 'Schnösel', 'Schnee', 'Schnäbel', 'Schnabel']
17263|Buss|Bus|08-120-4-II-Fundbuero.csv|45|52|45|Buss|['Bus', 'Busse', 'Bushs', 'Biss', 'Bass', 'Boss', 'Bugs', 'Muss', 'Bush', 'Nuss', 'Guss', 'Kuss', 'Bus-', 'Bus s']
17264|stopte|stoppte|08-120-4-II-Fundbuero.csv|3|4|3|stopte|['spotte', 'stoppte', 'stopfte', 'stoppe', 'stopfe', 'steppte']
17265|stopen|stoppen|08-120-4-II-Fundbuero.csv|4|4|3|stopen|['stoppen', 'stopfen', 'stoßen', 'Stopfen', 'Stoppeln', 'Stoppern', 'stoppe']
17266|schonn|schon|08-122-4-II-Fundbuero.csv|6|20|6|schonn|['schon', 'schonen', 'schone', 'schont', 'schon-', 'schon n', 'Schonen']
17267|denn|den|08-122-4-II-Fundbuero.csv|88|103|87|denn|
17268|denn|den|08-122-4-II-Fundbuero.csv|88|103|87|denn|
17269|dar|da|08-122-4-II-Fundbuero.csv|58|86|51|dar|
17270|herlichen|herrlichen|08-124-4-II-Fundbuero.csv|2|2|2|herlichen|['ehrlichen', 'herrlichen', 'herzlichen', 'lächerlichen', 'innerlichen', 'hinderlichen', 'elterlichen']
17271|Haltestell|Haltestelle|08-124-4-II-Fundbuero.csv|1|10|1|Haltestell|['Haltestelle', 'Haltestell-', 'Haltestall', 'Halteshell', 'Halte stell', 'Halte-stell', 'Kaltgestellt', 'Angestellte', 'Stillhalte', 'Festhalte']
17272|gestigen|gestiegen|08-124-4-II-Fundbuero.csv|5|5|5|gestigen|['gestiegen', 'geistigen', 'gestrigen', 'festigen', 'Festigen']
17273|giebt|gibt|08-124-4-II-Fundbuero.csv|16|42|15|giebt|['gibt', 'biegt', 'gebt', 'siebt', 'riebt', 'giert', 'liebt', 'gießt']
17274|Platzt|Platz|08-124-4-II-Fundbuero.csv|1|4|1|Platzt|
17275|gesesen|gesessen|08-124-4-II-Fundbuero.csv|1|1|1|gesesen|['gesessen', 'genesen', 'gelesen', 'gesehen', 'gewesen']
17276|das|dass|08-124-4-II-Fundbuero.csv|985|1017|981|das|
17277|miet|mit|08-127-4-II-Fundbuero.csv|4|18|4|miet|['mit', 'mied', 'miete', 'miet-', 'mies', 'niet', 'riet', 'biet', 'mixt']
17278|sas|saß|08-127-4-II-Fundbuero.csv|28|59|28|sas|['SAS', 'las', 'das', 'sag', 'sah', 'was', 'saß', 'Aas', 'Gas']
17279|angegomen|angekommen|08-127-4-II-Fundbuero.csv|2|19|2|angegomen|['angenommen', 'angekommen', 'angegossen', 'angegangen']
17280|fill|will|08-127-4-II-Fundbuero.csv|3|157|1|fill|['fiel', 'kill', 'will', 'filz', 'Dill', 'Bill', 'Filz']
17281|ausstaign|aussteigen|08-127-4-II-Fundbuero.csv|1|14|1|ausstaign|['aussteigen']
17282|weist|weißt|08-127-4-II-Fundbuero.csv|12|14|12|weist|
17283|ausstgeigen|aussteigen|08-127-4-II-Fundbuero.csv|1|14|1|ausstgeigen|['aussteigen', 'Aussteigens', 'Aussteigern', 'aussteige', 'ausstiegen']
17284|weill|weil|08-127-4-II-Fundbuero.csv|14|82|14|weill|['will', 'weil', 'weile', 'weilt', 'weil l', 'Weiler']
17285|vergesen|vergessen|08-127-4-II-Fundbuero.csv|45|139|45|vergesen|['vergessen', 'vergasen', 'verlesen', 'vergehen', 'vergeben', 'verwesen']
17286|hilt|hielt|08-127-4-II-Fundbuero.csv|29|32|29|hilt|['hielt', 'heilt', 'hilft', 'eilt', 'halt', 'holt', 'gilt', 'hilf', 'hält']
17287|Ragete|Rakete|08-127-4-II-Fundbuero.csv|1|2|1|Ragete|['Rakete', 'Ragte', 'Getragen', 'Getraute', 'Betrage', 'Rage']
17288|Funtbüro|Fundbüro|08-127-4-II-Fundbuero.csv|10|153|10|Funtbüro|['Fundbüro', 'Funkbüro', 'Buntbüro']
17289|numer|Nummer|08-127-4-II-Fundbuero.csv|12|28|12|numer|['Numerus', 'Nummer', 'Numerik', 'nummern']
17290|Funtbüro|Fundbüro|08-127-4-II-Fundbuero.csv|10|153|10|Funtbüro|['Fundbüro', 'Funkbüro', 'Buntbüro']
17291|wa|war|08-127-4-II-Fundbuero.csv|30|109|27|wa|['a', 'w', 'was', 'war', 'ja', 'wo', 'da', 'w a']
17292|Funtbüro|Fundbüro|08-127-4-II-Fundbuero.csv|10|153|10|Funtbüro|['Fundbüro', 'Funkbüro', 'Buntbüro']
17293|fert|fährt|08-128-4-II-Fundbuero.csv|6|11|6|fert|['fest', 'fern', 'fett', 'fort', 'fegt', 'wert', 'Bert', 'Wert', 'federt', 'feuert', 'feiert', 'eifert']
17294|sizt|sitzt|08-128-4-II-Fundbuero.csv|14|40|14|sizt|['sitzt', 'Sitz']
17295|Buden|Boden|08-128-4-II-Fundbuero.csv|1|9|1|Buden|
17296|vergesen|vergessen|08-128-4-II-Fundbuero.csv|45|139|45|vergesen|['vergessen', 'vergasen', 'verlesen', 'vergehen', 'vergeben', 'verwesen']
17297|Ranz|Ranzen|08-128-4-II-Fundbuero.csv|1|6|1|Ranz|['Rand', 'Ganz', 'Rang', 'Tanz', 'Manz', 'Ran', 'Franz', 'Kranz', 'Ran z', 'Ranzen']
17298|vergesen|vergessen|08-128-4-II-Fundbuero.csv|45|139|45|vergesen|['vergessen', 'vergasen', 'verlesen', 'vergehen', 'vergeben', 'verwesen']
17299|gerant|gerannt|08-128-4-II-Fundbuero.csv|18|44|18|gerant|['gerannt', 'geraunt', 'geragt', 'gebrannt', 'herantrage', 'angeraut', 'antrage']
17300|schell|schnell|08-128-4-II-Fundbuero.csv|3|76|3|schell|['schelle', 'schnell', 'schellt', 'scheel', 'Schelm', 'schelte', 'Schemel', 'Schwelle']
17301|fandladen|Fundladen|08-128-4-II-Fundbuero.csv|1|1|1|fandladen|['Pfandladen', 'Sandladen', 'Randladen', 'Landladen', 'Handladen', 'Bandladen', 'Wandladen', 'fand laden', 'fand-laden', 'landenden', 'aufladenden', 'ladenden', 'fahndenden']
17302|hate|hatte|08-128-4-II-Fundbuero.csv|400|427|400|hate|['hat', 'haste', 'harte', 'hatte', 'halte', 'chate', 'haute', 'hafte', 'hakte', 'rate', 'haue', 'habe', 'hake', 'wate', 'hüte', 'Rate', 'Pate', 'hat e']
17303|gieng|ging|08-128-4-II-Fundbuero.csv|3|19|3|gieng|['ging', 'ginge']
17304|warn|waren|08-128-4-II-Fundbuero.csv|20|40|20|warn|['war', 'waren', 'warne', 'warnt', 'warn-', 'wann', 'wart', 'ward', 'warm', 'warb', 'warf', 'Garn', 'Harn', 'Farn', 'war n', 'Warnen']
17305|fur|fuhr|08-129-4-II-Fundbuero.csv|9|7|3|fur|['ruf', 'fuhr', 'nur', 'pur', 'zur', 'für', 'Dur', 'Kur', 'Futur']
17306|för|vor|08-129-4-II-Fundbuero.csv|1|66|1|för|['hör', 'für', 'förmig']
17307|sas|saß|08-129-4-II-Fundbuero.csv|28|59|28|sas|['SAS', 'las', 'das', 'sag', 'sah', 'was', 'saß', 'Aas', 'Gas']
17308|merkwüdiega|merkwürdiger|08-129-4-II-Fundbuero.csv|2|6|2|merkwüdiega|['merkwürdig']
17309|mus|muss|08-129-4-II-Fundbuero.csv|20|23|20|mus|['muss', 'ums', 'Mus', 'ms', '-mus', 'aus', 'Bus']
17310|merkwüdiega|merkwürdiger|08-129-4-II-Fundbuero.csv|2|6|2|merkwüdiega|['merkwürdig']
17311|man|Mann|08-129-4-II-Fundbuero.csv|79|132|79|man|
17312|schri|schrie|08-129-4-II-Fundbuero.csv|8|13|8|schri|['schrie']
17313|fergesen|vergessen|08-129-4-II-Fundbuero.csv|38|139|38|fergesen|['vergessen', 'Fersen', 'gefressen', 'gesessenen']
17314|fase|fasse|08-129-4-II-Fundbuero.csv|2|1|1|fase|['fasse', 'faste', 'fasle', 'rase', 'fast', 'fade', 'faxe', 'Nase', 'Oase', 'Gase', 'Hase', 'Base', 'Vase']
17315|nich|nicht|08-129-4-II-Fundbuero.csv|110|135|109|nich|['ich', 'nicht', 'eich', 'sich', 'nach', 'noch', 'dich', 'mich', 'wich', 'n ich']
17316|fergesen|vergessen|08-129-4-II-Fundbuero.csv|38|139|38|fergesen|['vergessen', 'Fersen', 'gefressen', 'gesessenen']
17317|seigt|zeigt|08-129-4-II-Fundbuero.csv|8|12|7|seigt|['siegt', 'seit', 'steigt', 'steig', 'seist', 'neigt', 'sengt', 'seilt', 'geigt', 'seift', 'zeigt', 'seidig']
17318|rante|rannte|08-129-4-II-Fundbuero.csv|76|85|76|rante|['rate', 'rannte', 'raunte', 'rankte', 'raten', 'raste', 'raute', 'ragte', 'kante', 'ranke', 'Tante', 'Dante', 'Kante', 'rasante', 'Teheran']
17319|Dan|Dann|08-129-4-II-Fundbuero.csv|188|197|185|Dan|['An', 'Dank', 'Ran', 'Don', 'Man', 'Van', 'San', 'Jan', 'Pan', 'Fan', 'Da', 'Dann', 'Dran', 'Den', 'Das', 'Dar', 'D an', 'Da n']
17320|ferabschidet|verabschiedet|08-129-4-II-Fundbuero.csv|1|2|1|ferabschidet|['verabschiedet', 'abschiedet', 'abscheidet', 'Abscheider']
17321|mitarbeita|Mitarbeiter|08-129-4-II-Fundbuero.csv|1|1|1|mitarbeita|['mitarbeite', 'Mitarbeit', 'mitverarbeite', 'mitgearbeitet', 'totarbeite']
17322|man|Mann|08-132-4-II-Fundbuero.csv|79|132|79|man|
17323|hate|hatte|08-132-4-II-Fundbuero.csv|400|427|400|hate|['hat', 'haste', 'harte', 'hatte', 'halte', 'chate', 'haute', 'hafte', 'hakte', 'rate', 'haue', 'habe', 'hake', 'wate', 'hüte', 'Rate', 'Pate', 'hat e']
17324|dank|danke|08-132-4-II-Fundbuero.csv|2|13|2|dank|
17325|gesaagt|gesagt|08-132-4-II-Fundbuero.csv|2|37|2|gesaagt|['gesagt', 'gesaugt', 'besagt']
17326|unterweks|unterwegs|08-134-4-II-Fundbuero.csv|3|6|3|unterweks|['unterwegs', 'unterweise', 'unterwerfe']
17327|stehn|stehen|08-134-4-II-Fundbuero.csv|14|16|13|stehn|['steh', 'stehen', 'sehnt', 'stehe', 'steht', 'steh n', 'Stehen']
17328|hate|hatte|08-134-4-II-Fundbuero.csv|400|427|400|hate|['hat', 'haste', 'harte', 'hatte', 'halte', 'chate', 'haute', 'hafte', 'hakte', 'rate', 'haue', 'habe', 'hake', 'wate', 'hüte', 'Rate', 'Pate', 'hat e']
17329|das|dass|08-134-4-II-Fundbuero.csv|985|1017|981|das|
17330|wek|Weg|08-134-4-II-Fundbuero.csv|33|5|2|wek|['welk', 'wen', 'wer', 'weg', 'wem', 'weh', 'web']
17331|austick|ausstieg|08-134-4-II-Fundbuero.csv|1|2|1|austick|['Maustick', 'Haustick', 'Bustick', 'faustdick']
17332|fileicht|vielleicht|08-134-4-II-Fundbuero.csv|7|27|7|fileicht|['leicht', 'Fichte']
17333|abgehgehben|abgegeben|08-134-4-II-Fundbuero.csv|1|7|1|abgehgehben|['abgehobenen', 'abgehangenen', 'abgehoben', 'abgehebelten']
17334|gihng|ging|08-134-4-II-Fundbuero.csv|2|19|2|gihng|['ging']
17335|gihng|ging|08-134-4-II-Fundbuero.csv|2|19|2|gihng|['ging']
17336|dan|dann|08-134-4-II-Fundbuero.csv|627|651|621|dan|['an', 'da', 'dann', 'dran', 'dank', 'den', 'das', 'ran', 'dar', 'man', 'van', 'San', 'Jan', 'Pan', 'Fan', 'd an', 'da n']
17337|das|dass|08-135-4-II-Fundbuero.csv|985|1017|981|das|
17338|Tonister|Tornister|08-135-4-II-Fundbuero.csv|1|1|1|Tonister|['Tornister', 'Tonmister', 'Tonstier', 'Tonaster', 'Testosteron', 'Intonierter', 'Peronist', 'Knister']
17339|fergessen|vergessen|08-135-4-II-Fundbuero.csv|21|139|21|fergessen|['vergessen', 'Bergessen', 'gefressenen', 'gefressen', 'gegessenen', 'gesessenen']
17340|fergesen|vergessen|08-135-4-II-Fundbuero.csv|38|139|38|fergesen|['vergessen', 'Fersen', 'gefressen', 'gesessenen']
17341|eingen|einigen|08-135-4-II-Fundbuero.csv|2|3|2|eingen|['eignen', 'Eingen', 'engen', 'eigen', 'einen', 'einigen', 'Beingen', 'Feingen', 'Weingen', 'neigen', 'singen', 'ringen', 'einten', 'gingen', 'hingen', 'fingen', 'Ringen', 'Dingen', 'Bingen', 'ein gen', 'ein-gen', 'eingeben', 'Eingeben', 'eingehen', 'Eingehen', 'eingeengt', 'eingegeben', 'eingegangen', 'eingezogen', 'eingebogen', 'eingebe', 'eingehe', 'einfangen', 'einhängen']
17342|rent|rennt|08-135-4-II-Fundbuero.csv|96|167|96|rent|['rennt', 'reit', 'regt', 'Cent', 'Kent', 'Rente', 'Rentner', 'Regent']
17343|schaft|schafft|08-135-4-II-Fundbuero.csv|7|7|7|schaft|['Schaft', 'schlaft', 'schafft', '-schaft', 'schart', 'schalt', 'schuft', 'schaut', 'schabt', 'schaff', 'schaf-']
17344|Numer|Nummer|08-135-4-II-Fundbuero.csv|9|28|9|Numer|['Nummer', 'Numerus', 'Numerik', 'Nummern']
17345|pillipalle|Pillepalle|08-135-4-II-Fundbuero.csv|1|1|1|pillipalle|['Paillette']
17346|Dasche|Tasche|08-136-4-II-Fundbuero.csv|1|63|1|Dasche|['Dachse', 'Daches', 'Nasche', 'Rasche', 'Dusche', 'Hasche', 'Wasche', 'Tasche', 'Lasche', 'Masche', '-asche', 'Asche']
17347|man|Mann|08-136-4-II-Fundbuero.csv|79|132|79|man|
17348|vergist|vergisst|08-136-4-II-Fundbuero.csv|10|24|10|vergist|['vergisst', 'vergibst', 'vereist', 'vergiss', 'vergast', 'vergilt', 'vergibt']
17349|hintern|hinter|08-136-4-II-Fundbuero.csv|1|31|1|hintern|['hindern', 'Hintern', 'intern', 'hinten', 'hinter', 'hinteren', '-hintern', 'hintern-', 'hintere', 'sintern', 'hinters', 'hinterm', 'Wintern', 'hinter-', 'h intern', 'hinter n']
17350|greigt|kriegt|08-136-4-II-Fundbuero.csv|1|51|1|greigt|['geigt', 'greift', 'reinigt']
