|original|corrected|filename|freq_ori|freq_cor|freq_tup|unchanged_original|suggestions
8664|schockiet|schockiert|09-466-4-III-Seilbahn.csv|1|2|1|schockiet|['schockiert', 'schocktet', 'schockiere', 'schockt']
8665|hauserest|Hausarrest|09-468-4-III-Seilbahn.csv|1|18|1|hauserest|['hausest', 'hausierst', 'Hausierer', 'herauslesest']
8666|wachte|warte|09-468-4-III-Seilbahn.csv|1|4|1|wachte|
8667|Hollte|holte|09-468-4-III-Seilbahn.csv|1|6|1|Hollte|['Sollte', 'Rollte', 'Tollte', 'Wollte', 'Zollte', 'Holte', 'Hellte', 'Hallte', 'Hüllte']
8668|Tediber|Teddybär|09-468-4-III-Seilbahn.csv|1|73|1|Tediber|['Bedienter', 'Bedingter', 'Tibeter', 'Beredter']
8669|seilbann|Seilbahn|09-468-4-III-Seilbahn.csv|1|48|1|seilbann|['Seilbann', '-seilbann', 'Teilbann', 'Peilbann', 'Heilbann', 'Keilbann', 'anseilen']
8670|ferstekten|versteckten|09-468-4-III-Seilbahn.csv|1|1|1|ferstekten|['feststeckten', 'versteifen', 'Versteifen', 'Erkerfenster']
8671|nachberen|Nachbarin|09-468-4-III-Seilbahn.csv|1|36|1|nachberen|['Nachberechnen', 'nachbereiten', 'Nachbereiten', 'nachbereite']
8672|Kaputen|kaputten|09-471-4-III-Seilbahn.csv|1|6|1|Kaputen|['Kanuten', 'Kapuzen', 'Kauten', 'Kaputten', 'Kappten', 'Katapulten']
8673|schönder|schöner|09-471-4-III-Seilbahn.csv|1|5|1|schönder|['schnöder', 'schöner', 'schön der', 'schön-der', 'schöpfender', 'Schönredner', 'Schänder', 'Schinder']
8674|Dadrauß|Dadraus|09-471-4-III-Seilbahn.csv|1|1|1|Dadrauß|['Radau']
8675|Taady|Teddy|09-471-4-III-Seilbahn.csv|3|117|3|Taady|['Lady']
8676|seildahn|Seilbahn|09-471-4-III-Seilbahn.csv|1|48|1|seildahn|['anseilen']
8677|Nachbarrin|Nachbarin|09-471-4-III-Seilbahn.csv|1|36|1|Nachbarrin|['Nachbarin', 'Nachbaririn', 'Nachbarrain', 'Nachbarrind', 'Nachbarurin', 'Nachbarruin', 'Nachbarring', 'Nachbarren', 'Nachbarrio', 'Nachbarrun', 'Nachbarpin', 'Nachbarlich', 'Nachbarn', 'Nachbar']
8678|Nachbarrin|Nachbarin|09-471-4-III-Seilbahn.csv|1|36|1|Nachbarrin|['Nachbarin', 'Nachbaririn', 'Nachbarrain', 'Nachbarrind', 'Nachbarurin', 'Nachbarruin', 'Nachbarring', 'Nachbarren', 'Nachbarrio', 'Nachbarrun', 'Nachbarpin', 'Nachbarlich', 'Nachbarn', 'Nachbar']
8679|stoch|Stock|09-471-4-III-Seilbahn.csv|1|2|1|stoch|['stach', 'Storch', 'stoisch']
8680|sowiso|sowieso|09-471-4-III-Seilbahn.csv|1|1|1|sowiso|['sowieso']
8681|würfd|wirft|09-472-4-III-Seilbahn.csv|1|14|1|würfd|['Würfe']
8682|fhnster|Fenster|09-472-4-III-Seilbahn.csv|1|80|1|fhnster|['finster', 'Fenster']
8683|fangst|fängst|09-472-4-III-Seilbahn.csv|1|1|1|fangst|['angst', 'fangt', 'sangst', 'fingst', 'rangst', 'langst', 'fandst', 'bangst', 'fängst', '-angst', 'f angst', 'anfangs', 'Angst']
8684|Tediwagen|Teddywagen|09-472-4-III-Seilbahn.csv|1|1|1|Tediwagen|['Gedienten']
8685|Pasite|passierte|09-472-4-III-Seilbahn.csv|1|18|1|Pasite|['Paste', 'Passte', 'Passierte']
8686|Hard|hart|09-472-4-III-Seilbahn.csv|1|1|1|Hard|['Herd', 'Hand', 'Harn', 'Ward', 'Harz', 'Hart']
8687|schaibe|Scheibe|09-472-4-III-Seilbahn.csv|1|7|1|schaibe|['schabe', 'Scheibe']
8688|fehnst|Fenster|09-472-4-III-Seilbahn.csv|1|80|1|fehnst|['sehnst', 'feinst', 'fernst', 'lehnst', 'fehlst', 'dehnst', 'föhnst']
8689|schlichs|schließt|09-472-4-III-Seilbahn.csv|1|2|1|schlichs|['schlich', 'schlichst', 'schliche', 'schlicht', 'schlich s', 'Schlicks', 'schließlich', 'Schlick', 'schwächlich']
8690|fhenster|Fenster|09-472-4-III-Seilbahn.csv|1|80|1|fhenster|['Fenster', 'erstehen', 'erstens']
8691|Fkrau|Frau|09-472-4-III-Seilbahn.csv|1|6|1|Fkrau|['Frau', 'Krakau']
8692|Erschroken|Erschrocken|09-473-4-III-Seilbahn.csv|2|1|1|Erschroken|['Erschrocken', 'Erschraken', 'Erschrecken', 'Verschroben', 'Erschrecke', 'Verschränken']
8693|dahr|da|09-474-4-III-Seilbahn.csv|2|86|1|dahr|['dar', 'daher', 'fahr', 'wahr', 'Jahr', 'Lahr']
8694|Ide|Idee|09-474-4-III-Seilbahn.csv|4|34|4|Ide|['IDE', 'De', 'Idee', 'Ade', 'Ire', 'Öde', 'Ode', 'Ude', 'Bde', 'Die', 'Eide', 'I de']
8695|schmeise|schmeiße|09-474-4-III-Seilbahn.csv|1|1|1|schmeise|['schmeiße', 'schmisse', 'Schneise', 'seismische', 'seismisch']
8696|schmiß|schmiss|09-474-4-III-Seilbahn.csv|2|7|2|schmiß|['schmiss', 'scheiß']
8697|gud|gut|09-474-4-III-Seilbahn.csv|1|1|1|gud|['gut', 'lud', 'Sud']
8698|riieß|riss|09-474-4-III-Seilbahn.csv|1|18|1|riieß|['Grieß']
8699|entschuldikten|entschuldigten|09-474-4-III-Seilbahn.csv|1|7|1|entschuldikten|['entschuldigten', 'entschuldigen', 'Entschuldigen', 'entschuldeten', 'entschuldigt']
8700|frft|wirft|09-476-4-III-Seilbahn.csv|1|14|1|frft|['Werft']
8701|fent|fängt|09-476-4-III-Seilbahn.csv|1|29|1|fent|['fest', 'fett', 'fegt', 'Cent', 'Kent', 'Fetzen']
8702|plötsich|plötzlich|09-476-4-III-Seilbahn.csv|1|62|1|plötsich|['plötzlich']
8703|freu|Frau|09-476-4-III-Seilbahn.csv|1|6|1|freu|['freue', 'freut', 'frei', 'treu', 'Freud']
8704|schmft|schimpft|09-476-4-III-Seilbahn.csv|1|6|1|schmft|['schuft', 'schmäht']
8705|warm|warum|09-476-4-III-Seilbahn.csv|1|5|1|warm|
8706|schlt|spielt|09-476-4-III-Seilbahn.csv|1|5|1|schlt|['schilt', 'schalt', 'schult', 'schält', 'Schlot']
8707|Traffen|trafen|09-477-4-III-Seilbahn.csv|1|8|1|Traffen|['Raffen', 'Toraffen', 'Türaffen', 'Treffen', 'Traufen', 'Trafen', 'Straffen', 'Rafften', 'T raffen', 'Straffe', 'Afferent']
8708|zw|zu|09-477-4-III-Seilbahn.csv|4|18|4|zw|['w', 'z', 'zu', 'z w']
8709|antfortette|antwortete|09-477-4-III-Seilbahn.csv|1|6|1|antfortette|['antwortete', 'fortrannte']
8710|oKey|okay|09-477-4-III-Seilbahn.csv|1|26|1|oKey|['okay', 'Hockey']
8711|ohle|olle|09-477-4-III-Seilbahn.csv|1|1|1|ohle|['hole', 'hohle', 'wohle', 'Sohle', 'Dohle', 'Bohle', 'Kohle', 'ohne', 'Ahle']
8712|becKommen|bekommen|09-477-4-III-Seilbahn.csv|1|31|1|becKommen|['bekommen', 'beklommenen', 'beklommen', 'benommenen', 'benommen']
8713|grachte|krachte|09-477-4-III-Seilbahn.csv|1|4|1|grachte|['erachte', 'trachte', 'brachte', 'krachte', 'Gracht', 'geachtete', 'achtete', 'Achter']
8714|plötzlin|plötzlich|09-477-4-III-Seilbahn.csv|1|62|1|plötzlin|['plötzlich']
8715|dwrch|durch|09-477-4-III-Seilbahn.csv|2|16|2|dwrch|['durch']
8716|verzweiflet|verzweifelt|09-477-4-III-Seilbahn.csv|1|10|1|verzweiflet|['verzweifelt', 'verzweifle', 'verzweifle t', 'Verzweifeln', 'verzweifeln', 'Zweifler']
8717|schicherheit|Sicherheit|09-478-4-III-Seilbahn.csv|1|1|1|schicherheit|['Sicherheit', 'Unsicherheit', 'Treffsicherheit', 'sicherheitskritisch']
8718|vackelig|wackelig|09-478-4-III-Seilbahn.csv|1|3|1|vackelig|['wackelig', 'Gewackel']
8719|hecktisch|hektisch|09-478-4-III-Seilbahn.csv|1|2|1|hecktisch|['Hecktisch', 'hektisch', '-hecktisch', 'Lecktisch', 'Decktisch', 'tschechisch', 'Kaischeck', 'schematisch', 'Checkliste']
8720|entschuldrigten|entschuldigten|09-478-4-III-Seilbahn.csv|1|7|1|entschuldrigten|['entschuldigten', 'Entschuldigen', 'entschuldigen', 'entschuldigt', 'entschuldeten']
8721|verschprachen|versprachen|09-478-4-III-Seilbahn.csv|1|1|1|verschprachen|['verschachern', 'verscheuchen', 'verschmachten', 'versprochenen']
8722|egentwo|irgendwo|09-486-4-III-Seilbahn.csv|1|7|1|egentwo|['wogegen', 'entgegen']
8723|Seilkabiene|Seilkabine|09-486-4-III-Seilbahn.csv|4|4|4|Seilkabiene|['Seilkabine']
8724|kaupt|kaputt|09-486-4-III-Seilbahn.csv|1|126|1|kaupt|['paukt', 'kaut', 'kaust', 'kappt', 'kauft', 'Haupt']
8725|warren|waren|09-486-4-III-Seilbahn.csv|2|40|2|warren|['waren', 'wirren', 'narren', 'warnen', 'warten', 'warmen', 'harren', 'wahren', 'warben', 'warfen', 'karren', 'Narren', 'Barren', 'Karren', 'Waren']
8726|gelihen|geliehen|09-489-4-III-Seilbahn.csv|1|1|1|gelihen|['geliehen']
8727|zürick|zurück|09-489-4-III-Seilbahn.csv|1|61|1|zürick|['Zürich']
8728|stelte|stellte|09-489-4-III-Seilbahn.csv|2|5|2|stelte|['stete', 'stellte', 'stelzte', 'stelle', 'stelze', 'bastelte', 'hüstelte', 'stempelte', 'Stelle']
8729|ferwiert|verwirrt|09-489-4-III-Seilbahn.csv|1|10|1|ferwiert|['feiert']
8730|Holtzstück|Holzstück|09-491-4-III-Seilbahn.csv|1|1|1|Holtzstück|['Holzstück', 'Versatzstück']
8731|Befestiege|Befestige|09-491-4-III-Seilbahn.csv|1|1|1|Befestiege|['Befestige']
8732|steckte|streckte|09-491-4-III-Seilbahn.csv|1|2|1|steckte|
8733|Nachberinn|Nachbarin|09-491-4-III-Seilbahn.csv|2|36|2|Nachberinn|['Nachbericht', 'Nachbereiten', 'Nachbereite']
8734|Fenstbank|Fensterbank|09-492-4-III-Seilbahn.csv|1|14|1|Fenstbank|['Festbank', 'Bankenstory']
8735|fenstehr|Fenster|09-497-4-III-Seilbahn.csv|1|80|1|fenstehr|['Fenster', 'feststehen']
8736|Fhenster|Fenster|09-497-4-III-Seilbahn.csv|1|80|1|Fhenster|['Fenster', 'Erstehen', 'Erstens']
8737|wargon|Wagon|09-497-4-III-Seilbahn.csv|2|45|2|wargon|['Jargon', '-argon', 'Argon', 'Waggon', 'Wagon']
8738|stram|stramm|09-497-4-III-Seilbahn.csv|2|3|2|stram|['stramm', 'straf', 'Strass']
8739|nänlich|nämlich|09-497-4-III-Seilbahn.csv|1|21|1|nänlich|['nämlich', 'männlich', 'ähnlich', 'nächtlich']
8740|vakelt|wackelt|09-497-4-III-Seilbahn.csv|1|17|1|vakelt|['takelt']
8741|Nachtbersvenstebank|Nachbarfensterbank|09-497-4-III-Seilbahn.csv|1|1|1|Nachtbersvenstebank|['Nachrichtendienstlich']
8742|Nachtbar|Nachbar|09-497-4-III-Seilbahn.csv|1|16|1|Nachtbar|
8743|fan|fang|09-500-4-III-Seilbahn.csv|3|4|1|fan|['Fan', 'an', 'fand', '-fan', 'ran', 'man', 'van', 'San', 'Jan', 'Pan', 'f an']
8744|erschracken|erschraken|09-500-4-III-Seilbahn.csv|1|2|1|erschracken|['erschraken', 'erschrecken', 'erschrocken', 'erschrecke', 'verschicken', 'Verschicken', 'erschrak']
8745|Schvebeban|Schwebebahn|09-603-4-III-Seilbahn.csv|1|1|1|Schvebeban|['Anschiebe']
8746|Fenstr|Fenster|09-603-4-III-Seilbahn.csv|1|80|1|Fenstr|['Fenster', 'Fernst', 'Strafen', 'Straffen', 'Streifen']
8747|Irgentwan|Irgendwann|09-603-4-III-Seilbahn.csv|1|2|1|Irgentwan|['Irgendwann']
8748|blig|Blick|09-603-4-III-Seilbahn.csv|1|1|1|blig|['ölig', 'böig', 'gablig']
8749|stuk|Stück|09-604-4-III-Seilbahn.csv|1|7|1|stuk|['stak', 'stur', 'stuf', 'Stunk']
8750|strekte|streckte|09-604-4-III-Seilbahn.csv|1|2|1|strekte|['streikte', 'streckte', 'strikte', 'streite', 'streute', 'strebte', 'stresste']
8751|ruschte|rutschte|09-604-4-III-Seilbahn.csv|1|5|1|ruschte|['rauschte', 'rutschte', 'rutsche', 'tuschte', 'duschte', 'puschte', 'huschte', 'kuschte', 'tauschte', 'täuschte', 'Schuster', 'schustere']
8752|landette|landete|09-604-4-III-Seilbahn.csv|1|2|1|landette|['landetet', 'landete', 'gelandet', 'Lettland', 'andeutete']
8753|verblüft|verblüfft|09-604-4-III-Seilbahn.csv|1|1|1|verblüft|['verblüfft', 'verblümt', 'verblüht', 'verblüffe', 'Verblüffen']
8754|zebrochene|zerbrochene|09-607-4-III-Seilbahn.csv|1|4|1|zebrochene|['zerbrochene', 'gebrochene', 'zerbrochen', 'erbrochene', 'gebrochen', 'erbrochen']
8755|tedyber|Teddybär|09-612-4-III-Seilbahn.csv|2|73|2|tedyber|['beredter']
8756|runtagefahlen|runtergefallen|09-612-4-III-Seilbahn.csv|1|28|1|runtagefahlen|['heruntergefallen', 'heruntergefahren']
8757|simpft|schimpft|09-612-4-III-Seilbahn.csv|1|6|1|simpft|['impft', 'impfst', 's impft']
8758|Auß|Aus|09-622-4-III-Seilbahn.csv|1|4|1|Auß|['Au', 'Aue', 'Aug', 'Ruß', 'Fuß', 'Aß', 'Aus', 'Auf']
8759|soniegen|sonnigen|09-643-4-III-Seilbahn.csv|1|14|1|soniegen|['sonnigen', 'siegen']
8760|hals|als|09-643-4-III-Seilbahn.csv|1|17|1|hals|['Hals', 'als', '-hals', 'hals-', 'halt', 'halb', 'half', 'Aals', 'Tals', 'h als']
8761|hankam|ankam|09-643-4-III-Seilbahn.csv|1|4|1|hankam|['ankam', 'h ankam']
8762|valor|verlor|09-643-4-III-Seilbahn.csv|1|5|1|valor|['verlor']
8763|zabrochenen|zerbrochenen|09-643-4-III-Seilbahn.csv|1|2|1|zabrochenen|['abgebrochenen', 'zerbrochenen', 'angebrochenen', 'erbrochenen']
8764|widergeheben|wiedergeben|09-647-4-III-Seilbahn.csv|1|2|1|widergeheben|['wiedergegeben', 'wiedergeben', 'wiedergesehen', 'niedergehen']
8765|Toteszuhg|Todeszug|09-647-4-III-Seilbahn.csv|2|4|2|Toteszuhg|['Totgesagte']
8766|sawpuppe|Saw-Puppe|09-647-4-III-Seilbahn.csv|2|2|2|sawpuppe|['Sexpuppe']
8767|Todeszuhg|Todeszug|09-647-4-III-Seilbahn.csv|2|4|2|Todeszuhg|['Todeszug', 'Todernst']
8768|gecken|gegen|09-647-4-III-Seilbahn.csv|1|5|1|gecken|['Gecken', 'ecken', '-gecken', 'necken', 'recken', 'lecken', 'decken', 'gucken', 'hecken', 'kecken', 'wecken', 'Lecken', 'Decken', 'Hecken', 'Becken', '-ecken', 'g ecken']
8769|Kpof|Kopf|09-647-4-III-Seilbahn.csv|1|5|1|Kpof|['Kopf']
8770|bäfstigt|befestigt|09-659-4-III-Seilbahn.csv|1|15|1|bäfstigt|['befestigt']
8771|Pasirt|passiert|09-659-4-III-Seilbahn.csv|1|75|1|Pasirt|['Passiert']
8772|ünglück|Unglück|09-670-4-III-Seilbahn.csv|1|3|1|ünglück|['Unglück', 'glücken', 'Glück']
8773|schprechen|sprechen|09-670-4-III-Seilbahn.csv|1|2|1|schprechen|['sprechen', 'Sprechen', 'entspreche', 'preschen']
8774|deen|den|09-670-4-III-Seilbahn.csv|2|103|2|deen|['den', 'denen', 'deren', 'Ideen', 'dein', 'denn', 'Seen', 'Feen']
8775|Teedi|Teddy|09-670-4-III-Seilbahn.csv|1|117|1|Teedi|['Teedia', 'Teeei', 'Teehi', 'Edith']
8776|Fensterbund|Fensterbank|09-670-4-III-Seilbahn.csv|1|14|1|Fensterbund|
8777|kugde|kuckte|09-682-4-III-Seilbahn.csv|2|43|2|kugde|['kugle', 'kugelnde']
8778|Fann|fang|09-682-4-III-Seilbahn.csv|1|4|1|Fann|['Fan', 'Sann', 'Fans', 'Farn', 'Dann', 'Faun', 'Fang', 'Kann', 'Wann', 'Mann', 'Bann', 'Fan n', 'Fand', 'Pfanne']
8779|keine|kleine|09-682-4-III-Seilbahn.csv|1|2|1|keine|
8780|Lis|ließ|09-682-4-III-Seilbahn.csv|1|24|1|Lis|['Lisa', 'List', 'Lids', 'Lisp', 'Los', 'Lid', 'Bis', 'Liz', 'Eis', 'Lies', 'Elis', 'Las']
8781|sträckt|streckt|09-682-4-III-Seilbahn.csv|1|3|1|sträckt|['streckt', 'strickt', 'stracks']
8782|gerißen|gerissen|09-682-4-III-Seilbahn.csv|1|7|1|gerißen|['gerissen']
8783|fonn|von|09-682-4-III-Seilbahn.csv|1|76|1|fonn|['Bonn', 'Font']
8784|Schitt|shit|09-682-4-III-Seilbahn.csv|1|1|1|Schitt|['Schnitt', 'Schritt', 'Schmitt', 'Schiit', 'Schott', 'Schutt', 'Schilt', 'Schicht', 'Schiitisch']
8785|fiL|fiel|09-682-4-III-Seilbahn.csv|1|45|1|fiL|['fit', 'fix', 'fiel', 'feil', 'filz', 'Nil']
8786|richdig|richtig|09-682-4-III-Seilbahn.csv|1|9|1|richdig|['richtig']
8787|Ligd|liegt|09-682-4-III-Seilbahn.csv|1|18|1|Ligd|['Lid', 'Lied', 'Liga', 'Lind']
8788|Ent|End|09-682-4-III-Seilbahn.csv|1|3|1|Ent|['Ente', 'Et', 'Eint', 'Engt', 'Cent', 'Kent', 'Eng']
8789|bambos|Bambus|09-692-4-III-Seilbahn.csv|1|1|1|bambos|['Amboss']
8790|klapte|klappte|09-692-4-III-Seilbahn.csv|2|3|2|klapte|['klappte', 'klaute', 'klagte', 'klappe']
8791|sameln|sammeln|09-692-4-III-Seilbahn.csv|1|1|1|sameln|['sammeln', 'Sammeln', 'stammeln']
8792|hepy|happy|09-692-4-III-Seilbahn.csv|1|1|1|hepy|['Hedy']
8793|geschikten|geschickten|09-693-4-III-Seilbahn.csv|1|1|1|geschikten|['geschickten', 'Geschichten', 'geschienten', 'geschenkten', 'geschminkten']
8794|unsehre|unsere|09-693-4-III-Seilbahn.csv|1|1|1|unsehre|['unsere', 'uns ehre', 'uns-ehre']
8795|Lieft|Lift|09-693-4-III-Seilbahn.csv|2|3|2|Lieft|
8796|vensterbank|Fensterbank|09-693-4-III-Seilbahn.csv|1|14|1|vensterbank|['Fensterbank', 'sterbenskrank', 'Vereinsbank']
8797|läste|löste|09-693-4-III-Seilbahn.csv|1|1|1|läste|['äste', 'lästre', 'liste', 'laste', 'loste', 'läute', 'mäste', 'löste', 'Gäste', 'l äste', 'lässt']
8798|lieft|Lift|09-693-4-III-Seilbahn.csv|1|3|1|lieft|
8799|stürste|stürzte|09-693-4-III-Seilbahn.csv|1|3|1|stürste|['sturste', 'stürmte', 'stürzte', 'dürstete', 'bürstete', 'dürste', 'Würste']
8800|yemand|jemand|10-002-4-IV-Weg.csv|3|46|3|yemand|['jemand']
8801|ZuHause|Zuhause|10-005-4-IV-Weg.csv|1|2|1|ZuHause|['Zu Hause', 'Zuhause', 'Zuhaue', '-zuhause', 'Zuhaute', 'Zuhaust', 'Zuhauses', 'Hause', 'Hausse']
8802|Nachicht|Nachricht|10-005-4-IV-Weg.csv|2|4|2|Nachicht|['Nachsicht', 'Nachricht', 'Nachreicht', 'Nachtisch', 'Nachts', 'Nacht']
8803|in|in|10-005-4-IV-Weg.csv|2|21|1|in|
8804|Wärend|Während|10-005-4-IV-Weg.csv|1|5|1|Wärend|['Gärend', 'Wären', 'Wärmend', 'Während', 'Wägend', 'Wären d']
8805|kanm|kam|10-018-4-IV-Weg.csv|2|129|1|kanm|['kam', 'kann', 'kaum', 'Kanaan']
8806|Esse|Essen|10-018-4-IV-Weg.csv|1|18|1|Esse|
8807|Thesa|Tesa|10-021-4-IV-Weg.csv|1|1|1|Thesa|['These', 'Thema', 'Theta', 'Theresa']
8808|erzahlte|erzählte|10-021-4-IV-Weg.csv|1|1|1|erzahlte|['erzählte', 'er zahlte', 'zermahlte', 'erstrahlte', 'anzahlte', 'abzahlte']
8809|Wist|Weißt|10-021-4-IV-Weg.csv|1|3|1|Wist|['Ist', 'West', 'Wirt', 'Wust', 'Bist', 'List', 'Mist', 'Wisst', 'Wiest', 'Weist', 'Wirst', 'Zwist', 'Wüst', 'W ist']
8810|öfnte|öffnete|10-021-4-IV-Weg.csv|1|9|1|öfnte|['öffnete']
8811|Fröhte|freute|10-021-4-IV-Weg.csv|1|5|1|Fröhte|['Frönte']
8812|führ|für|10-021-4-IV-Weg.csv|3|16|2|führ|['für', 'führe', 'führt', 'früh', 'fahr', 'fuhr', 'Führer']
8813|kreuzun|Kreuzung|10-024-4-IV-Weg.csv|1|2|1|kreuzun|['kreuzen', 'Kreuzern', 'Kreuz', 'kreuze']
8814|nar|ner|10-024-4-IV-Weg.csv|3|2|1|nar|['ran', 'rar', 'dar', 'nur', 'gar', 'nah', 'bar', 'war', 'Bar', 'Zar', 'Narr', 'Arena']
8815|Telefohnnummer|Telefonnummer|10-025-4-IV-Weg.csv|1|33|1|Telefohnnummer|['Telefonnummer', 'Telelohnnummer', 'Telewohnnummer']
8816|sofohrt|sofort|10-025-4-IV-Weg.csv|1|24|1|sofohrt|['sofort']
8817|währst|wärst|10-025-4-IV-Weg.csv|1|1|1|währst|
8818|bekahm|bekam|10-025-4-IV-Weg.csv|1|18|1|bekahm|['bekam', 'benahm']
8819|blarkarte|Plakate|10-026-4-IV-Weg.csv|1|88|1|blarkarte|['Reglerkarte']
8820|rahm|ran|10-026-4-IV-Weg.csv|1|4|1|rahm|['Rahm', '-rahm', 'nahm', 'lahm', 'zahm']
8821|Plareate|Plakate|10-026-4-IV-Weg.csv|1|88|1|Plareate|['Plateau', 'Platte']
8822|ganß|ganz|10-026-4-IV-Weg.csv|1|48|1|ganß|['ganz', 'Gang']
8823|geth|geht|10-028-4-IV-Weg.csv|1|85|1|geth|['geht', 'geh', 'gethront']
8824|hund|Hand|10-028-4-IV-Weg.csv|1|22|1|hund|['Hund', 'und', '-hund', 'rund', 'kund', 'wund', 'Mund', 'Bund', 'Fund', 'h und']
8825|forh|vor|10-028-4-IV-Weg.csv|2|66|2|forh|['froh', 'fort', 'forsch']
8826|fuf|wuff|10-028-4-IV-Weg.csv|3|39|3|fuf|['auf', 'ruf', 'Ruf', 'Huf', 'Fug']
8827|omamen|umarmen|10-028-4-IV-Weg.csv|1|15|1|omamen|['Omen', 'Nomen']
8828|Settel|Zettel|10-029-4-IV-Weg.csv|1|16|1|Settel|['Sattel', 'Zettel', 'Sättel']
8829|auszieht|aussieht|10-029-4-IV-Weg.csv|1|5|1|auszieht|
8830|HAU|WAU|10-029-4-IV-Weg.csv|4|4|4|HAU|
8831|drehete|drehte|10-029-4-IV-Weg.csv|1|8|1|drehete|['drehte', 'drehe', 'Dreher']
8832|Baken|Backen|10-029-4-IV-Weg.csv|1|1|1|Baken|['Basken', 'Banken', 'Barken', 'Balken', 'Basen', 'Baien', 'Haken', 'Laken', 'Backen', 'Baren', 'Baten', 'Baden', 'Buken', 'Bauen', 'Büken']
8833|Mädchens|Mädchens|10-029-4-IV-Weg.csv|2|2|2|Mädchens|
8834|ausser|außer|10-029-4-IV-Weg.csv|1|10|1|ausser|['außer']
8835|Süchplakate|Suchplakate|10-037-4-IV-Weg.csv|1|1|1|Süchplakate|['Sachplakate', 'Suchplakate', 'Plakatsäule']
8836|geschoßen|geschossen|10-037-4-IV-Weg.csv|1|1|1|geschoßen|['geschossen', 'geschoben']
8837|bietet|bittet|10-044-4-IV-Weg.csv|1|1|1|bietet|
8838|Dinstag|Dienstag|10-045-4-IV-Weg.csv|1|1|1|Dinstag|['Dienstag', 'Zinstag']
8839|Aufhengen|Aufhängen|10-045-4-IV-Weg.csv|1|2|1|Aufhengen|['Aufhängen', 'Aufgefangen', 'Aufgegangen', 'Aufhelfen', 'Aufheulen']
8840|eckstra|extra|10-045-4-IV-Weg.csv|1|6|1|eckstra|['stracks']
8841|neueschkeiten|Neuigkeiten|10-045-4-IV-Weg.csv|1|1|1|neueschkeiten|['Scheußlichkeiten']
8842|Loss|los|10-049-4-IV-Weg.csv|1|9|1|Loss|['Los', 'Loses', 'Lose', 'Goss', 'Lobs', 'Loks', 'Löss', 'Boss', 'Los s', 'Floss', 'Lass', 'Lost']
8843|Herr|her|10-049-4-IV-Weg.csv|1|7|1|Herr|
8844|Ürgendwan|Irgendwann|10-052-4-IV-Weg.csv|1|2|1|Ürgendwan|['Irgendwann']
8845|Lolliepop|Lollipop|10-052-4-IV-Weg.csv|1|44|1|Lolliepop|['Pollinie']
8846|hig|hing|10-054-4-IV-Weg.csv|2|4|2|hig|['hing', 'hie', 'hin']
8847|anrruf|Anruf|10-058-4-IV-Weg.csv|1|12|1|anrruf|['Anruf', 'anrufe']
8848|arsen|aßen|10-060-4-IV-Weg.csv|1|1|1|arsen|['rasen', 'Arsen', '-arsen', 'arsen-', 'arten', 'argen', 'armen']
8849|verchwwnden|verschwunden|10-061-4-IV-Weg.csv|1|41|1|verchwwnden|['verschwenden', 'Verschwenden', 'verschwinden', 'Verschwendern']
8850|nächten|nächsten|10-061-4-IV-Weg.csv|1|34|1|nächten|['Nächten', 'ächten', 'nähten', 'nächsten', '-nächten', 'rächten', 'dächten', 'Mächten', '-ächten', 'n ächten']
8851|awfhengte|aufhängte|10-061-4-IV-Weg.csv|1|1|1|awfhengte|['angesengte']
8852|Steckbriefe|Steckbriefe|10-061-4-IV-Weg.csv|1|23|1|Steckbriefe|
8853|Haws|Haus|10-061-4-IV-Weg.csv|1|3|1|Haws|['Hass', 'Hais', 'Hans', 'Hals', 'Haus', 'Hawaiis']
8854|Hwndefwtter|Hundefutter|10-061-4-IV-Weg.csv|1|23|1|Hwndefwtter|['Undefinierter']
8855|Hofnwng|Hoffnung|10-061-4-IV-Weg.csv|1|9|1|Hofnwng|['Hoffnung']
8856|zwrückkehrte|zurückkehrte|10-061-4-IV-Weg.csv|1|1|1|zwrückkehrte|['zurückkehrte', 'zurückgekehrte']
8857|wud|und|10-061-4-IV-Weg.csv|1|106|1|wud|['wund', 'lud', 'Sud']
8858|nwmer|Nummer|10-061-4-IV-Weg.csv|1|28|1|nwmer|['Nehmer']
8859|awgeregt|aufgeregt|10-061-4-IV-Weg.csv|1|7|1|awgeregt|['angeregt', 'geregt']
8860|eihnen|einen|10-061-4-IV-Weg.csv|1|11|1|eihnen|['ihnen', 'einen', 'eignen', 'e ihnen', 'Zeichnen']
8861|dw|du|10-061-4-IV-Weg.csv|1|14|1|dw|['w', 'd', 'de', 'da', 'du', 'dm', 'dB', 'd w']
8862|warwm|warum|10-061-4-IV-Weg.csv|1|5|1|warwm|['warm', 'warum']
8863|glei|gleich|10-061-4-IV-Weg.csv|1|7|1|glei|['geil', 'igle', 'Blei', 'Ölei', 'Gleis', 'gleite']
8864|Aws|Aus|10-061-4-IV-Weg.csv|1|4|1|Aws|['Ass', 'Aas', 'AGs', 'Was', 'Ans', 'Als', 'Aus']
8865|Frewdentränen|Freudentränen|10-061-4-IV-Weg.csv|1|36|1|Frewdentränen|['Freudentränen', 'Freudenträne']
8866|wngeduldich|ungeduldig|10-061-4-IV-Weg.csv|1|2|1|wngeduldich|['angeschuldigt']
