	original	corrected	filename	freq_ori	freq_cor	freq_tup	unchanged_original	suggestions	possible	original_cs	corrected_cs	suggestions_cs	found	dict_index	ind0
6683	apmahlen	abmalen	07-489-4-I-Schule.csv	1	1	1	apmahlen	['mahlen']	True	apmahlen	abmalen	['mahlen']	False		False
6684	erstem	ersten	07-492-4-I-Schule.csv	1	2	1	Erstem	[]	True	Erstem	ersten		False		False
6685	aufgereckt	aufgeregt	07-492-4-I-Schule.csv	1	7	1	aufgereckt	[]	True	aufgereckt	aufgeregt		False		False
6686	nächsen	nächsten	07-492-4-I-Schule.csv	1	34	1	nächsen	['nächsten', 'nächste']	True	nächsen	nächsten	['nächsten', 'nächste']	True	0.0	True
6687	stimt	stimmt	07-492-4-I-Schule.csv	3	5	3	stimt	['stimmt', 'stimme']	True	stimt	stimmt	['stimmt', 'stimme']	True	0.0	True
6688	bellkte	bellte	07-492-4-I-Schule.csv	1	82	1	bellkte	['bellte', 'bestellte']	True	bellkte	bellte	['bellte', 'bestellte']	True	0.0	True
6689	schuhlhof	schulhof	07-497-4-I-Schule.csv	1	1	1	Schuhlhof	['schuhhof', 'schulhof', 'schuhölhof', 'schulisch']	False	Schuhlhof	Schulhof	['Schuhhof', 'Schulhof', 'Schuhölhof', 'Schulisch']	True	1.0	False
6690	schohn	schon	07-497-4-I-Schule.csv	2	20	2	schohn	['schon']	True	schohn	schon	['schon']	True	0.0	True
6691	schuhlglocke	schulglocke	07-497-4-I-Schule.csv	1	2	1	SchuhlGlocke	['schuh-glocke', 'schuhglocke', 'schulglocke', 'schuhölglocke', 'stöckelschuhe']	False	SchuhlGlocke	Schulglocke	['Schuh-Glocke', 'Schuhglocke', 'Schulglocke', 'Schuhölglocke', 'Stöckelschuhe']	True	2.0	False
6692	schliest	schließt	07-497-4-I-Schule.csv	1	2	1	schliest	['schliefst', 'schielst', 'schlisst', 'schriest', 'schlieft', 'schließt', 'schließest', 'schliefest', 'schlichest', 'schlissest']	True	schliest	schließt	['schliefst', 'schielst', 'schlisst', 'schriest', 'schlieft', 'schließt', 'schließest', 'schliefest', 'schlichest', 'schlissest']	True	5.0	False
6693	medchen	mädchen	07-497-4-I-Schule.csv	1	32	1	medchen	['machen']	True	medchen	Mädchen	['machen']	False		False
6694	kurtz	kurz	07-497-4-I-Schule.csv	1	5	1	kurtz	['kurt', 'kurz', 'kurte']	True	kurtz	kurz	['kurt', 'kurz', 'kurte']	True	1.0	False
6695	entdeken	entdecken	07-497-4-I-Schule.csv	1	1	1	entdeken	['entdecken', 'entdecke', 'dekadenten', 'dekadent']	True	entdeken	entdecken	['entdecken', 'entdecke', 'dekadenten', 'dekadent']	True	0.0	True
6696	ihrgentwas	irgendwas	07-500-4-I-Schule.csv	1	8	1	ihrgentwas	['irgendetwas']	True	ihrgentwas	irgendwas	['irgendetwas']	False		False
6697	quatsten	quatschten	07-500-4-I-Schule.csv	1	3	1	quatsten	['quatschten', 'quatschen']	True	quatsten	quatschten	['quatschten', 'quatschen']	True	0.0	True
6698	bewaren	bewahren	07-500-4-I-Schule.csv	1	1	1	bewaren	['bewahren', 'bewarben', 'bewarfen']	True	bewaren	bewahren	['bewahren', 'bewarben', 'bewarfen']	True	0.0	True
6699	kamn	kam	07-500-4-I-Schule.csv	1	129	1	kamn	['kann', 'kam', 'kamen', 'kamt']	True	kamn	kam	['kann', 'kam', 'kamen', 'kamt']	True	1.0	False
6700	geschümpft	geschimpft	07-500-4-I-Schule.csv	1	4	1	geschümpft	['geschimpft', 'geschrumpft', 'geschlüpft', 'geschürft', 'geschöpft']	True	geschümpft	geschimpft	['geschimpft', 'geschrumpft', 'geschlüpft', 'geschürft', 'geschöpft']	True	0.0	True
6701	strekt	streckt	07-603-4-I-Schule.csv	1	3	1	strekt	['streikt', 'streckt', 'streit', 'strikt', 'streut', 'strebt', 'stresst']	True	strekt	streckt	['streikt', 'streckt', 'streit', 'strikt', 'streut', 'strebt', 'stresst']	True	1.0	False
6702	untaricht	unterricht	07-603-4-I-Schule.csv	1	24	1	untaricht	['unterbricht']	True	untaricht	Unterricht	['unterbricht']	False		False
6703	brült	brüllt	07-603-4-I-Schule.csv	1	1	1	brült	['brüllt', 'brüht', 'brülle']	True	brült	brüllt	['brüllt', 'brüht', 'brülle']	True	0.0	True
6704	vligt	fliegt	07-603-4-I-Schule.csv	1	29	1	vligt	['willigt']	True	vligt	fliegt	['willigt']	False		False
6705	bemärgt	bemerkt	07-603-4-I-Schule.csv	1	18	1	bemärgt	['bemächtigt']	True	bemärgt	bemerkt	['bemächtigt']	False		False
6706	klase	klasse	07-603-4-I-Schule.csv	1	5	1	klase	['klasse', 'klare', 'klaue', 'klage', 'blase', 'blase']	True	klase	Klasse	['klasse', 'klare', 'klaue', 'klage', 'blase', 'Blase']	True	0.0	True
6707	kukgte	kuckte	07-604-4-I-Schule.csv	1	43	1	kukgte	['kugelte']	False	kukgte	kuckte	['kugelte']	False		False
6708	fürsterlich	fürchterlich	07-604-4-I-Schule.csv	1	2	1	fürsterlich	['fürchterlich', 'fürstlich', 'österlich', 'steuerlich']	True	fürsterlich	fürchterlich	['fürchterlich', 'fürstlich', 'österlich', 'steuerlich']	True	0.0	True
6709	sohl	soll	07-604-4-I-Schule.csv	1	5	1	sohl	['soll', 'hohl', 'wohl', 'kohl', 'wohl']	True	sohl	soll	['soll', 'hohl', 'wohl', 'Kohl', 'Wohl']	True	0.0	True
6710	kontte	konnte	07-604-4-I-Schule.csv	1	31	1	kontte	['kontre', 'konnte', 'konterte', 'kontere', 'kontern']	True	kontte	konnte	['kontre', 'konnte', 'konterte', 'kontere', 'kontern']	True	1.0	False
6711	untawegs	unterwegs	07-612-4-I-Schule.csv	1	6	1	untawegs	['unterwegs']	True	untawegs	unterwegs	['unterwegs']	True	0.0	True
6712	sprichen	sprechen	07-612-4-I-Schule.csv	1	2	1	sprichen	['sprechen', 'sprachen', 'strichen', 'sprächen', 'sprachlichen', 'sprich', 'entspreche']	True	sprichen	sprechen	['sprechen', 'sprachen', 'strichen', 'sprächen', 'sprachlichen', 'sprich', 'entspreche']	True	0.0	True
6713	nassen	nasen	07-612-4-I-Schule.csv	1	1	1	nassen	[]	True	nassen	Nasen		False		False
6714	warstekt	versteckt	07-612-4-I-Schule.csv	1	44	1	warstekt	['erstarkt']	True	warstekt	versteckt	['erstarkt']	False		False
6715	könten	könnten	07-612-4-I-Schule.csv	1	3	1	könten	['könnten', 'krönten', 'klönten', 'könnte', 'kanten', 'können', 'tönten']	True	könten	könnten	['könnten', 'krönten', 'klönten', 'könnte', 'kanten', 'können', 'tönten']	True	0.0	True
6716	matematigmape	mathematikmappe	07-612-4-I-Schule.csv	1	1	1	MatematigMape	['stigmatisiere']	False	MatematigMape	Mathematikmappe	['Stigmatisiere']	False		False
6717	märkt	merkt	07-612-4-I-Schule.csv	1	16	1	märkt	['merkt', 'stärkt']	True	märkt	merkt	['merkt', 'stärkt']	True	0.0	True
6718	lererrin	lehrerin	07-612-4-I-Schule.csv	1	101	1	lererrin	['erringen']	True	lererrin	Lehrerin	['erringen']	False		False
6719	änglich	endlich	07-620-4-I-Schule.csv	1	20	1	änglich	['länglich', 'anhänglich', 'zugänglich', 'umgänglich', 'anfänglich']	True	änglich	endlich	['länglich', 'anhänglich', 'zugänglich', 'umgänglich', 'anfänglich']	False		False
6720	änglich	endlich	07-620-4-I-Schule.csv	1	6	1	Änglich	['länglich', 'anhänglich', 'zugänglich', 'umgänglich', 'anfänglich']	False	Änglich	Endlich	['Länglich', 'Anhänglich', 'Zugänglich', 'Umgänglich', 'Anfänglich']	False		False
6721	geagt	gejagt	07-620-4-I-Schule.csv	1	2	1	geagt	['gesagt', 'gejagt', 'genagt', 'geragt', 'getagt', 'gewagt', 'geigt', 'geplagt']	True	geagt	gejagt	['gesagt', 'gejagt', 'genagt', 'geragt', 'getagt', 'gewagt', 'geigt', 'geplagt']	True	1.0	False
6722	enschuldigung	entschuldigung	07-622-4-I-Schule.csv	2	10	2	Enschuldigung	['entschuldigung', 'anschuldigung', 'beschuldigung', 'entschuldigen', 'anschuldigen']	True	Enschuldigung	Entschuldigung	['Entschuldigung', 'Anschuldigung', 'Beschuldigung', 'Entschuldigen', 'Anschuldigen']	True	0.0	True
6723	sai	sie	07-640-4-I-Schule.csv	2	86	1	sai	['sei', 'sag', 'sah', 'saß', 'mai', 'hai', 'bai', 'kai', 'sas']	True	sai	sie	['sei', 'sag', 'sah', 'saß', 'Mai', 'Hai', 'Bai', 'Kai', 'SAS']	False		False
6724	endeck	entdeck	07-640-4-I-Schule.csv	1	2	1	endeck	['gendeck', 'eindecken', 'entdecke', 'decken', 'deck']	False	endeck	entdeck	['Gendeck', 'eindecken', 'entdecke', 'decken', 'deck']	False		False
6725	disem	diesem	07-640-4-I-Schule.csv	1	1	1	disem	['diesem']	True	disem	diesem	['diesem']	True	0.0	True
6726	brink	bring	07-643-4-I-Schule.csv	1	9	1	brink	['trink', 'bring', 'drink']	True	brink	bring	['trink', 'bring', 'Drink']	True	1.0	False
6727	saglt	sagt	07-643-4-I-Schule.csv	1	52	1	saglt	['lagst', 'sagt', 'sagst']	True	saglt	sagt	['lagst', 'sagt', 'sagst']	True	1.0	False
6728	ärgär	ärger	07-643-4-I-Schule.csv	1	39	1	ärgär	['ärger']	True	ärgär	Ärger	['ärger']	True	0.0	True
6729	ferschtekl	versteckt	07-643-4-I-Schule.csv	1	44	1	ferschtekl	['verschachtelt']	True	ferschtekl	versteckt	['verschachtelt']	False		False
6730	matteaufgabe	matheaufgabe	07-643-4-I-Schule.csv	1	2	1	Matteaufgabe	['watteaufgabe', 'aufgearbeitete']	False	Matteaufgabe	Matheaufgabe	['Watteaufgabe', 'Aufgearbeitete']	False		False
6731	läsen	lösen	07-643-4-I-Schule.csv	1	1	1	läsen	['äsen', 'lesen', 'lasen', 'losen', 'lägen', 'lösen', 'lässigen']	True	läsen	lösen	['äsen', 'lesen', 'lasen', 'losen', 'lägen', 'lösen', 'lässigen']	True	5.0	False
6732	schochen	scheuchen	07-643-4-I-Schule.csv	2	3	2	schochen	['schocken', 'hochzischen', 'schossen', 'scheuchen', 'schonen']	True	schochen	scheuchen	['schocken', 'hochzischen', 'schossen', 'scheuchen', 'schonen']	True	3.0	False
6733	sprag	sprang	07-643-4-I-Schule.csv	1	9	1	sprag	['sprang', '-prag']	True	sprag	sprang	['sprang', '-prag']	True	0.0	True
6734	drefchen	treffen	07-647-4-I-Schule.csv	1	22	1	drefchen	['dreschen', 'dreifachen', 'drehen']	True	drefchen	treffen	['dreschen', 'dreifachen', 'drehen']	False		False
6735	mitkennome	mitgenommen	07-647-4-I-Schule.csv	1	16	1	mitkennome	['mitkommen', 'mitgenommen', 'mitkomme', 'mitkämen']	True	mitkennome	mitgenommen	['mitkommen', 'mitgenommen', 'mitkomme', 'mitkämen']	True	1.0	False
6736	kam	kann	07-647-4-I-Schule.csv	1	54	1	kam	[]	True	kam	kann		False		False
6737	lehrelien	lehrerin	07-647-4-I-Schule.csv	1	101	1	Lehrelien	['lehreliten', 'lehrellen', 'lehrelfen', 'lehrlingen', 'lehrreichen', 'irrlehren', 'belehrenden']	True	Lehrelien	Lehrerin	['Lehreliten', 'Lehrellen', 'Lehrelfen', 'Lehrlingen', 'Lehrreichen', 'Irrlehren', 'Belehrenden']	False		False
6738	gehhabt	gehabt	07-647-4-I-Schule.csv	1	4	1	gehhabt	['gehabt']	True	gehhabt	gehabt	['gehabt']	True	0.0	True
6739	getofen	getroffen	07-659-4-I-Schule.csv	1	13	1	getofen	['getroffen']	True	getofen	getroffen	['getroffen']	True	0.0	True
6740	hichelte	hechelte	07-659-4-I-Schule.csv	1	1	1	hichelte	['hechelte', 'stichelte', 'elterliche', 'helllichte', 'scheitelte']	True	hichelte	hechelte	['hechelte', 'stichelte', 'elterliche', 'helllichte', 'scheitelte']	True	0.0	True
6741	reteten	redeten	07-659-4-I-Schule.csv	1	1	1	reteten	['redeten', 'retten', 'retteten', 'beteten']	True	reteten	redeten	['redeten', 'retten', 'retteten', 'beteten']	True	0.0	True
6742	tozdem	trotzdem	07-659-4-I-Schule.csv	1	10	1	tozdem	['trotzdem']	True	tozdem	trotzdem	['trotzdem']	True	0.0	True
6743	dankeschon	dankeschön	07-659-4-I-Schule.csv	1	3	1	dankeSchon	['danke schon', 'danke-schon', 'dankeschön']	False	dankeSchon	dankeschön	['danke Schon', 'danke-schon', 'Dankeschön']	True	2.0	False
6744	angerasst	angerast	07-670-4-I-Schule.csv	1	1	1	angerasst	['angepasst', 'angefasst', 'angereist', 'angerannt', 'eingerastet', 'angetastet']	False	angerasst	angerast	['angepasst', 'angefasst', 'angereist', 'angerannt', 'eingerastet', 'angetastet']	False		False
6745	blib	blieb	07-670-4-I-Schule.csv	3	3	3	blib	['blieb', 'bleib']	True	blib	blieb	['blieb', 'bleib']	True	0.0	True
6746	halo	hallo	07-682-4-I-Schule.csv	2	10	2	HaLo	['hallo', 'halt', 'halb', 'half', 'malo', 'hals', 'hall', 'halm', 'halogen']	False	HaLo	Hallo	['Hallo', 'Halt', 'Halb', 'Half', 'Malo', 'Hals', 'Hall', 'Halm', 'Halogen']	True	0.0	True
6747	angekom	angekommen	07-682-4-I-Schule.csv	1	19	1	angekom	['angekommen']	True	angekom	angekommen	['angekommen']	True	0.0	True
6748	begrust	begrüßt	07-682-4-I-Schule.csv	1	4	1	begrust	['begrubst', 'begrubt', 'begräbst']	True	begrust	begrüßt	['begrubst', 'begrubt', 'begräbst']	False		False
6749	legt	leckt	07-682-4-I-Schule.csv	1	42	1	Legt	[]	True	Legt	leckt		False		False
6750	klassenzimer	klassenzimmer	07-682-4-I-Schule.csv	1	3	1	klassenzimer	['klassenloser', 'klassifizieren']	False	klassenzimer	Klassenzimmer	['klassenloser', 'klassifizieren']	False		False
6751	hofentlich	hoffentlich	07-682-4-I-Schule.csv	1	6	1	hofentLich	['hoffentlich', 'öffentlich', 'offensichtlich', 'flehentlich']	True	hofentLich	hoffentlich	['hoffentlich', 'öffentlich', 'offensichtlich', 'flehentlich']	True	0.0	True
6752	erschrik	erschrick	07-682-4-I-Schule.csv	2	2	2	erschrik	['erschrak', 'erschrickt', 'erschrecke']	False	erschrik	erschrick	['erschrak', 'erschrickt', 'erschrecke']	False		False
6753	hät	hält	07-682-4-I-Schule.csv	2	24	1	hät	['hält', 'sät', 'hat', 'rät', 'hätte']	True	hät	hält	['hält', 'sät', 'hat', 'rät', 'hätte']	True	0.0	True
6754	vlog	flog	07-682-4-I-Schule.csv	1	3	1	vLog	['log', 'flog', 'blog']	True	vLog	flog	['log', 'flog', 'Blog']	True	1.0	False
6755	fötchen	pfötchen	07-692-4-I-Schule.csv	1	9	1	Fötchen	['pfötchen', 'brötchen']	True	Fötchen	Pfötchen	['Pfötchen', 'Brötchen']	True	0.0	True
6756	klass	klasse	07-692-4-I-Schule.csv	1	5	1	klass	['lass', 'klasse', 'krass', 'blass', 'ölass']	True	klass	Klasse	['lass', 'klasse', 'krass', 'blass', 'Ölass']	True	1.0	False
6757	erfaren	erfahren	07-693-4-I-Schule.csv	1	2	1	erfaren	['erfahren']	True	erfaren	erfahren	['erfahren']	True	0.0	True
6758	aphaut	abhaut	07-693-4-I-Schule.csv	1	1	1	aphaut	['abhaut', 'haut']	True	aphaut	abhaut	['abhaut', 'haut']	True	0.0	True
6759	ving	fing	07-693-4-I-Schule.csv	3	5	3	ving	['sing', 'ging', 'hing', 'fing', 'ring', 'ding', 'ming']	True	ving	fing	['sing', 'ging', 'hing', 'fing', 'Ring', 'Ding', 'Ming']	True	3.0	False
6760	wg	weg	07-693-4-I-Schule.csv	1	94	1	wg	['weg', 'wog', 'wg.', 'wo', 'kg']	True	wg	weg	['weg', 'wog', 'wg.', 'wo', 'kg']	True	0.0	True
6761	schäuchen	scheuchen	07-693-4-I-Schule.csv	1	3	1	schäuchen	['scheuchen', 'schäumen', 'schwächen', 'scheuche', 'enttäuschen']	True	schäuchen	scheuchen	['scheuchen', 'schäumen', 'schwächen', 'scheuche', 'enttäuschen']	True	0.0	True
6762	lekommen	bekommen	07-693-4-I-Schule.csv	1	31	1	lekommen	['gekommen', 'bekommen', 'loskommen', 'entkommen', 'beklommen', 'kommen']	True	lekommen	bekommen	['gekommen', 'bekommen', 'loskommen', 'entkommen', 'beklommen', 'kommen']	True	1.0	False
6763	buss	bus	08-005-4-II-Fundbuero.csv	45	52	45	Buss	['bus', 'biss', 'busse', 'bushs', 'bass', 'boss', 'bugs', 'muss', 'bush', 'nuss', 'guss', 'kuss', 'bus-']	True	Buss	Bus	['Bus', 'Biss', 'Busse', 'Bushs', 'Bass', 'Boss', 'Bugs', 'Muss', 'Bush', 'Nuss', 'Guss', 'Kuss', 'Bus-']	True	0.0	True
6764	haltes	haltet	08-005-4-II-Fundbuero.csv	1	12	1	haltes	['haltes', 'halte', 'altes', '-haltes', 'halten', 'hartes', 'haltet', 'halbes', 'kaltes', 'halte-', 'halt es', 'halt-es']	True	haltes	haltet	['Haltes', 'halte', 'altes', '-haltes', 'halten', 'hartes', 'haltet', 'halbes', 'kaltes', 'halte-', 'halt es', 'halt-es']	True	6.0	False
6765	hohlt	holt	08-005-4-II-Fundbuero.csv	1	12	1	hohlt	['holt', 'hohl', 'hohlst', 'hohle', 'hehlt', 'höhlt', 'hohl-']	True	hohlt	holt	['holt', 'hohl', 'hohlst', 'hohle', 'hehlt', 'höhlt', 'hohl-']	True	0.0	True
6766	hargelman	hagelman	08-015-4-II-Fundbuero.csv	1	1	1	Hargelman	['hampelmann']	False	Hargelman	Hagelman	['Hampelmann']	False		False
6767	stig	stieg	08-015-4-II-Fundbuero.csv	19	24	19	stig	['stieg', 'steig']	True	stig	stieg	['stieg', 'steig']	True	0.0	True
6768	bingt	bringt	08-015-4-II-Fundbuero.csv	1	14	1	bingt	['bringt', 'biegt', 'singt', 'bangt', 'birgt', 'ringt', 'gingt', 'hingt', 'fingt']	True	bingt	bringt	['bringt', 'biegt', 'singt', 'bangt', 'birgt', 'ringt', 'gingt', 'hingt', 'fingt']	True	0.0	True
6769	fundbiro	fundbüro	08-015-4-II-Fundbuero.csv	6	153	6	Fundbiro	['fundbüro', 'fundiere']	True	Fundbiro	Fundbüro	['Fundbüro', 'Fundiere']	True	0.0	True
6770	hold	holt	08-015-4-II-Fundbuero.csv	1	12	1	Hold	[]	True	Hold	holt		False		False
6771	gestopt	gestoppt	08-018-4-II-Fundbuero.csv	1	2	1	gestopt	['gestoppt', 'gestopft', 'gesteppt']	True	gestopt	gestoppt	['gestoppt', 'gestopft', 'gesteppt']	True	0.0	True
6772	schultasch	schultasche	08-018-4-II-Fundbuero.csv	1	1	1	SchulTasch	['schultask', 'schultasche', 'schultausch']	False	SchulTasch	Schultasche	['Schultask', 'Schultasche', 'Schultausch']	True	1.0	False
6773	raante	rannte	08-018-4-II-Fundbuero.csv	1	85	1	raante	['rasante', 'rannte', 'raunte', 'rankte', 'anrate', 'antrete']	True	raante	rannte	['rasante', 'rannte', 'raunte', 'rankte', 'anrate', 'antrete']	True	1.0	False
6774	abe	aber	08-018-4-II-Fundbuero.csv	2	60	1	abe	['ab', 'aber', 'labe', 'habe', 'rabe', 'gabe', 'wabe', 'ade', 'übe']	True	abe	aber	['ab', 'aber', 'labe', 'habe', 'Rabe', 'Gabe', 'Wabe', 'ade', 'übe']	True	1.0	False
6775	einerr	einer	08-018-4-II-Fundbuero.csv	1	9	1	einerr	['einer', 'reiner', 'vereine', 'verneine']	True	einerr	einer	['einer', 'reiner', 'vereine', 'verneine']	True	0.0	True
6776	u.bahn	u-bahn	08-021-4-II-Fundbuero.csv	1	5	1	U.bahn	[]	False	U.bahn	U-Bahn		False		False
6777	verpast	verpasst	08-021-4-II-Fundbuero.csv	1	1	1	verpast	['verpasst', 'verlast', 'vergast']	True	verpast	verpasst	['verpasst', 'verlast', 'vergast']	True	0.0	True
6778	kanp	knapp	08-021-4-II-Fundbuero.csv	1	2	1	kanp	['kann', 'kapp']	True	kanp	knapp	['kann', 'kapp']	False		False
6779	sehtzte	setzte	08-021-4-II-Fundbuero.csv	1	6	1	sehtzte	['setzte']	True	sehtzte	setzte	['setzte']	True	0.0	True
6780	dreck	direkt	08-021-4-II-Fundbuero.csv	1	13	1	dreck	['dreck', 'deck', 'dreck-', '-dreck', 'druck', 'drück', '-reck', 'dreckig']	True	dreck	direkt	['Dreck', 'deck', 'dreck-', '-dreck', 'druck', 'drück', '-reck', 'dreckig']	False		False
6781	necksten	nächsten	08-021-4-II-Fundbuero.csv	2	34	2	necksten	['neckten', 'klecksten', 'steckten', 'stecken', 'streckten']	True	necksten	nächsten	['neckten', 'klecksten', 'steckten', 'stecken', 'streckten']	False		False
6782	dabi	dabei	08-021-4-II-Fundbuero.csv	1	13	1	dabi	['dabei', '-abi']	True	dabi	dabei	['dabei', '-abi']	True	0.0	True
6783	schnuperte	schnupperte	08-021-4-II-Fundbuero.csv	2	3	2	schnuperte	['schnupperte', 'schnuppere', 'schnuppern', 'schnupfte', 'schnurrte']	True	schnuperte	schnupperte	['schnupperte', 'schnuppere', 'schnuppern', 'schnupfte', 'schnurrte']	True	0.0	True
6784	bemerckte	bemerkte	08-021-4-II-Fundbuero.csv	1	6	1	bemerckte	['bemerkte', 'bemerkt']	True	bemerckte	bemerkte	['bemerkte', 'bemerkt']	True	0.0	True
6785	vergesen	vergessen	08-021-4-II-Fundbuero.csv	45	139	45	vergesen	['vergessen', 'vergasen', 'verlesen', 'vergeben', 'verwesen']	True	vergesen	vergessen	['vergessen', 'vergasen', 'verlesen', 'vergeben', 'verwesen']	True	0.0	True
6786	speht	spät	08-021-4-II-Fundbuero.csv	1	4	1	speht	['seht', 'speit', 'sieht', 'steht', 'späht', 'sprecht']	True	speht	spät	['seht', 'speit', 'sieht', 'steht', 'späht', 'sprecht']	False		False
6787	schön	schon	08-021-4-II-Fundbuero.csv	1	20	1	schön	[]	True	schön	schon		False		False
6788	fargischt	vergisst	08-023-4-II-Fundbuero.csv	1	24	1	fargischt	['geharnischt']	True	fargischt	vergisst	['geharnischt']	False		False
6789	rarft	ruft	08-023-4-II-Fundbuero.csv	1	15	1	rarft	['rarst', 'rauft', 'rafft', 'warft']	True	rarft	ruft	['rarst', 'rauft', 'rafft', 'warft']	False		False
6790	zurük	zurück	08-023-4-II-Fundbuero.csv	1	61	1	Zurük	['zurück']	True	Zurük	zurück	['Zurück']	True	0.0	True
6791	i	ihn	08-023-4-II-Fundbuero.csv	2	270	1	i	[]	True	i	ihn		False		False
6792	gipbi	gibt	08-023-4-II-Fundbuero.csv	1	42	1	gipbi	['gib']	True	gipbi	gibt	['gib']	False		False
6793	tursche	tasche	08-023-4-II-Fundbuero.csv	1	63	1	tursche	['rutsche', 'tusche', 'bursche']	True	tursche	Tasche	['rutsche', 'tusche', 'Bursche']	False		False
6794	klaschen	klatschen	08-023-4-II-Fundbuero.csv	1	1	1	Klaschen	['flaschen', '-laschen', 'klatschen', 'klassischen', 'laschen', 'klatsche', 'latschen']	True	Klaschen	klatschen	['Flaschen', '-laschen', 'Klatschen', 'Klassischen', 'Laschen', 'Klatsche', 'Latschen']	True	2.0	False
6795	bustelle	busstelle	08-024-4-II-Fundbuero.csv	1	1	1	Bustelle	['zustelle', 'busstelle', 'busdelle', 'buselle', 'bestelle', 'lustelle']	False	Bustelle	Busstelle	['Zustelle', 'Busstelle', 'Busdelle', 'Buselle', 'Bestelle', 'Lustelle']	True	1.0	False
6796	wergas	vergaß	08-024-4-II-Fundbuero.csv	1	27	1	wergas	['vergase']	True	wergas	vergaß	['vergase']	False		False
6797	buhaltestelle	bushaltestelle	08-024-4-II-Fundbuero.csv	1	11	1	Buhaltestelle	['bushaltestelle', 'bauhaltestelle', 'bußhaltestelle', 'kaltgestellte']	False	Buhaltestelle	Bushaltestelle	['Bushaltestelle', 'Bauhaltestelle', 'Bußhaltestelle', 'Kaltgestellte']	True	0.0	True
6798	funkbiro	fundbüro	08-024-4-II-Fundbuero.csv	2	153	2	Funkbiro	['funkgiro', 'funkbüro', 'funktion']	True	Funkbiro	Fundbüro	['Funkgiro', 'Funkbüro', 'Funktion']	False		False
6799	einhollen	einholen	08-025-4-II-Fundbuero.csv	3	3	3	einhollen	['einholen', 'einrollen', 'einholten', 'einhüllen', 'einhole', 'einzuholen', 'einhülle', 'einrolle']	True	einhollen	einholen	['einholen', 'einrollen', 'einholten', 'einhüllen', 'einhole', 'einzuholen', 'einhülle', 'einrolle']	True	0.0	True
6800	fundbero	fundbüro	08-025-4-II-Fundbuero.csv	13	153	13	Fundbero	['fundbüro', 'fundgrube']	True	Fundbero	Fundbüro	['Fundbüro', 'Fundgrube']	True	0.0	True
6801	fergesene	vergessene	08-026-4-II-Fundbuero.csv	2	4	2	fergesene	['vergessene', 'gesessene', 'hergerufene', 'genesene']	True	fergesene	vergessene	['vergessene', 'gesessene', 'hergerufene', 'genesene']	True	0.0	True
6802	ruksak	rucksack	08-026-4-II-Fundbuero.csv	12	161	12	Ruksak	['rucksack']	True	Ruksak	Rucksack	['Rucksack']	True	0.0	True
6803	sist	sitzt	08-026-4-II-Fundbuero.csv	4	40	3	sist	['isst', 'ist', 'seist', 'bist', 'säst', 'list', 'mist', 'singst']	True	sist	sitzt	['isst', 'ist', 'seist', 'bist', 'säst', 'List', 'Mist', 'singst']	False		False
6804	steikt	steigt	08-026-4-II-Fundbuero.csv	3	6	3	steikt	['strikt', 'streikt', 'steckt', 'steigt', 'steift']	True	steikt	steigt	['strikt', 'streikt', 'steckt', 'steigt', 'steift']	True	3.0	False
6805	burkersteik	bürgersteig	08-026-4-II-Fundbuero.csv	1	2	1	Burkersteik	['untersteiermark']	False	Burkersteik	Bürgersteig	['Untersteiermark']	False		False
6806	ankekugt	angekuckt	08-026-4-II-Fundbuero.csv	1	6	1	ankekugt	['ankettet']	False	ankekugt	angekuckt	['ankettet']	False		False
6807	seikt	zeigt	08-026-4-II-Fundbuero.csv	1	12	1	seikt	['seicht', 'seilt', 'seit', 'seist', 'senkt', 'seift']	True	seikt	zeigt	['seicht', 'seilt', 'seit', 'seist', 'senkt', 'seift']	False		False
6808	fündbüro	fundbüro	08-026-4-II-Fundbuero.csv	1	153	1	Fündbüro	['fundbüro', 'fünfbüro', 'zündbüro', 'fündig']	True	Fündbüro	Fundbüro	['Fundbüro', 'Fünfbüro', 'Zündbüro', 'Fündig']	True	0.0	True
6809	doff	doof	08-028-4-II-Fundbuero.csv	1	1	1	doff	['soff', 'doof', 'xoff', 'zoff']	True	doff	doof	['soff', 'doof', 'Xoff', 'Zoff']	True	1.0	False
6810	ranzten	ranzen	08-028-4-II-Fundbuero.csv	1	6	1	Ranzten	['ranzen', 'tanzten', 'rannten', 'rankten', 'anzuraten', 'anraten', 'raten']	True	Ranzten	Ranzen	['Ranzen', 'Tanzten', 'Rannten', 'Rankten', 'Anzuraten', 'Anraten', 'Raten']	True	0.0	True
6811	funtbüro	fundbüro	08-028-4-II-Fundbuero.csv	10	153	10	funtbüro	['buntbüro', 'funktional']	True	funtbüro	Fundbüro	['Buntbüro', 'funktional']	False		False
6812	schüs	tschüs	08-028-4-II-Fundbuero.csv	3	3	3	Schüs	['schis', 'tschüs', 'schüssel']	False	Schüs	Tschüs	['Schis', 'Tschüs', 'Schüssel']	True	1.0	False
6813	ruchsack	rucksack	08-029-4-II-Fundbuero.csv	4	161	4	Ruchsack	['rucksack', 'rauchsack', 'suchsack', 'tuchsack', 'buchsack', 'bruchsack', 'durchsacke']	True	Ruchsack	Rucksack	['Rucksack', 'Rauchsack', 'Suchsack', 'Tuchsack', 'Buchsack', 'Bruchsack', 'Durchsacke']	True	0.0	True
